read0	RXN-7700
read68	RXN-17678
read69	UGD-RXN
read70	RXN-8001
read71	SHIKIMATE-5-DEHYDROGENASE-RXN
read72	GLYCOLATE-REDUCTASE-RXN
read73	1.1.1.261-RXN
read74	RXN-13179
read75	1.1.1.264-RXN
read76	L-IDONATE-2-DEHYDROGENASE-RXN
read77	DXPREDISOM-RXN
read78	L-LACTATE-DEHYDROGENASE-RXN
read79	1.1.1.271-RXN
read80	RXN-16003
read81	DLACTDEHYDROGNAD-RXN
read82	RXN-2962
read83	RXN-17884
read84	GLYCERATE-DEHYDROGENASE-RXN
read85	ERYTHRON4PDEHYDROG-RXN
read86	1.1.1.292-RXN
read87	HOMOSERDEHYDROG-RXN
read88	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read89	RXN-10841
read90	RXN-14171
read91	RXN-10057
read92	RXN-11036
read93	RXN-11032
read94	RXN-18814
read95	1.2.1.66-RXN
read96	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read97	RXN-11689
read98	RXN-1884
read99	RXN-13069
read100	RXN-11081
read101	RXN-13585
read102	UDPMANNACADEHYDROG-RXN
read103	RXN-11690
read104	RXN-3341
read105	RXN0-7020
read106	RXN-16133
read107	RXN-10698
read108	RXN-17781
read109	RXN-11245
read110	RXN-17794
read111	RXN-12705
read112	RXN-12570
read113	OHACYL-COA-DEHYDROG-RXN
read114	RXN-19803
read115	RXN0-2044
read116	RXN-10702
read117	RXN-12750
read118	RXN-17798
read119	RXN-10703
read120	RXN-17786
read121	RXN-12490
read122	RXN-17777
read123	RXN-11662
read124	RXN-17790
read125	RXN-13279
read126	RXN-5901
read127	RXN-12560
read128	RXN-14819
read129	RXN-14994
read130	RXN-14148
read131	MALATE-DEH-RXN
read132	RXN-13779
read133	1.1.1.39-RXN
read134	RXN-15920
read135	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read136	MALIC-NADP-RXN
read137	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read138	ISOCITDEH-RXN
read139	RXN-9952
read140	GLUCOSE-1-DEHYDROGENASE-RXN
read141	GALACTODEHYDROG-RXN
read142	GLU6PDEHYDROG-RXN
read143	RIBITOL-2-DEHYDROGENASE-RXN
read144	MANNONOXIDOREDUCT-RXN
read145	ALTRO-OXIDOREDUCT-RXN
read146	GLYCDEH-RXN
read147	TSA-REDUCT-RXN
read148	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read149	MANNITOL-2-DEHYDROGENASE-RXN
read150	GLUCONATE-5-DEHYDROGENASE-RXN
read151	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read152	GLYCOLALDREDUCT-RXN
read153	LACTALDREDUCT-RXN
read154	RXN-8641
read155	GLYOXYLATE-REDUCTASE-NADP+-RXN
read156	HYDROXYPYRUVATE-REDUCTASE-RXN
read157	1.1.1.83-RXN
read158	RXN-13158
read159	RXNQT-4178
read160	RXNQT-4174
read161	RXNQT-4171
read162	RXNQT-4168
read163	RXNQT-4165
read164	RXN-14986
read165	ACETOOHBUTREDUCTOISOM-RXN
read166	ACETOLACTREDUCTOISOM-RXN
read167	RXN-19387
read168	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read169	RXN0-5141
read170	TARTRATE-DEHYDROGENASE-RXN
read171	RXN-8643
read172	GLYC3PDEHYDROGBIOSYN-RXN
read173	PGLYCDEHYDROG-RXN
read174	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read175	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read176	RXN-2861
read177	RXN-11332
read178	MOXXANAU-RXN
read179	RXN-11333
read180	RXN-969
read181	S-2-HYDROXY-ACID-OXIDASE-RXN
read182	CHOLESTEROL-OXIDASE-RXN
read183	RXN-12778
read184	RXN-13689
read185	RXN0-6373
read186	GLYC3PDEHYDROG-RXN
read187	RXN-15740
read188	RXN-15745
read189	RXN0-5258-Yeast
read190	RXN0-5260
read191	RXNI-3
read192	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read193	RXN-11283
read194	RXN-11080
read195	RXN0-7230
read196	CHD-RXN
read197	1.1.99.28-RXN
read198	RXN-14204
read199	GLUCONATE-2-DEHYDROGENASE-RXN
read200	CHLORIDE-PEROXIDASE-RXN
read201	1.11.1.15-RXN
read202	RXN-11813
read203	RXN-8667
read204	CATAL-RXN
read205	CYTOCHROME-C-PEROXIDASE-RXN
read206	RXN66-1
read207	RXN-14189
read208	GLUTATHIONE-PEROXIDASE-RXN
read209	1.12.1.3-RXN
read210	1.12.5.1-RXN
read211	HYDROG-RXN
read212	RXN-16420
read213	RXN0-4141
read214	RXN0-5256
read215	CATECHOL-12-DIOXYGENASE-RXN
read216	RXN-8665
read217	CATECHOL-2-3-DIOXYGENASE-RXN
read218	RXN-13704
read219	RXN-11218
read220	CATECHOL-23-DIOXYGENASE-RXN
read221	RXN-11219
read222	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read223	RXN-10815
read224	RXN-9731
read225	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read226	RXN-10137
read227	1.13.11.49-RXN
read228	HOMOGENTISATE-12-DIOXYGENASE-RXN
read229	1.13.11.6-RXN
read230	RXN-8771
read231	1.13.11.9-RXN
read232	RXN-16322
read233	2-NITROPROPANE-DIOXYGENASE-RXN
read234	RXN0-299
read235	1.14.11.2-RXN
read236	RXN0-984
read237	RXN-18739
read238	RXN0-986
read239	RXN0-7280
read240	RXN-12353
read241	RXN-18737
read242	RXN-18738
read243	R621-RXN
read244	RXN-9912
read245	RXN-10078
read246	SALICYLATE-1-MONOOXYGENASE-RXN
read247	RXN-10079
read248	RXN-9914
read249	RXN-9409
read250	RXN-9407
read251	RXN-9408
read252	RXN-10040
read253	MHPHYDROXY-RXN
read254	RXN0-2042
read255	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read256	RXN-2401
read257	CYCLOHEXANONE-MONOOXYGENASE-RXN
read258	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read259	RXN-13191
read260	RXN-10891
read261	R321-RXN
read262	RXN66-600
read263	RXN66-597
read264	RXN66-591
read265	RXN-11056
read266	RXN-17627
read267	RXN66-598
read268	RXN-13064
read269	RXN66-595
read270	UNSPECIFIC-MONOOXYGENASE-RXN
read271	RXN66-599
read272	RXN66-596
read273	RXN-8872
read274	RXN66-169
read275	RXN66-163
read276	RXN-11057
read277	RXN66-181
read278	RXN66-146
read279	RXN-8630
read280	RXN66-161
read281	RXN66-589
read282	RXN0-6973
read283	RXN-13418
read284	RXN0-280
read285	RXN-15341
read286	RXN-8505
read287	RXN66-569
read288	RXN-13907
read289	RXN-14206
read290	1.14.18.2-RXN
read291	RXN-10664
read292	1.14.19.1-RXN
read293	RXN-13426
read294	RXN-16065
read295	1.14.19.3-RXN
read296	RXN-16132
read297	RXN-17112
read298	RXN-10842
read299	RXN-12886
read300	RXN0-6444
read301	RXN-14430
read302	SUPEROX-DISMUT-RXN
read303	1.15.1.2-RXN
read304	RXN0-1483
read305	RXN-15294
read306	RXN0-901
read307	RXN-7682
read308	RXN-14014
read309	ADPREDUCT-RXN
read310	RXN0-747
read311	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read312	RXN0-748
read313	UDPREDUCT-RXN
read314	CDPREDUCT-RXN
read315	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read316	GDPREDUCT-RXN
read317	RXN0-722
read318	1.17.4.2-RXN
read319	RXN0-882
read320	RXN-15878
read321	RXN-12104
read322	RUBREDOXIN--NAD+-REDUCTASE-RXN
read323	RXN-17897
read324	1.18.1.2-RXN
read325	RXN-12365
read326	FERREDOXIN--NAD+-REDUCTASE-RXN
read327	NITROGENASE-RXN
read328	RXN-13671
read329	ACETALD-DEHYDROG-RXN
read330	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read331	GAPOXNPHOSPHN-RXN
read332	RXN0-5293
read333	RXN-9958
read334	RXN-2902
read335	AMINOBUTDEHYDROG-RXN
read336	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read337	GLYCOLALD-DEHYDROG-RXN
read338	LACTALDDEHYDROG-RXN
read339	RXN-11213
read340	1.2.1.27-RXN
read341	RXN-17808
read342	RXN66-3
read343	RXN-16655
read344	RXN-14224
read345	RXN-37
read346	RXN6666-5
read347	RXN-9758
read348	RXN-10780
read349	RXN-10917
read350	R222-RXN
read351	RXN-16656
read352	RXN-14225
read353	RXN-3443
read354	RXN-16653
read355	RXN-10715
read356	RXN-10089
read357	RXN-10912
read358	RXN-4142
read359	RXN66-479
read360	RXN66-476
read361	RXN-14280
read362	RXN-16654
read363	RXN66-472
read364	ALDHDEHYDROG-RXN
read365	1.2.1.31-RXN
read366	ALLYSINE-DEHYDROG-RXN
read367	N-ACETYLGLUTPREDUCT-RXN
read368	RXN-15006
read369	RXN-6002
read370	ALDXANAU-RXN
read371	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read372	RXN0-3962
read373	GLUTSEMIALDEHYDROG-RXN
read374	FORMALDEHYDE-DEHYDROGENASE-RXN
read375	RXN-1241
read376	GLUTRNAREDUCT-RXN
read377	SUCCGLUALDDEHYD-RXN
read378	RXN-8891
read379	SUCCSEMIALDDEHYDROG-RXN
read380	BADH-RXN
read381	RXN-15728
read382	RXN-12736
read383	RXN-15729
read384	RXN-14116
read385	1.2.1.9-RXN
read386	RXNMETA-12672
read387	RXN0-1134
read388	2OXOGLUTDECARB-RXN
read389	KETOISOCAPROATE-RXN
read390	METHYLVALERATE-RXN
read391	1.2.4.4-RXN
read392	RXN-11496
read393	RXN-11496-YEAST
read394	PYRUFLAVREDUCT-RXN
read395	PYFLAVOXRE-RXN
read396	RXN-14474
read397	2-OXOGLUTARATE-SYNTHASE-RXN
read398	1.2.7.4-RXN
read399	1.2.7.5-RXN
read400	1.2.7.8-RXN
read401	RXN-982
read402	RXN-11189
read403	1.21.4.1-RXN
read404	RXN-7566
read405	1.21.4.4-RXN
read406	RXN-10620
read407	RXN0-6565
read408	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read409	RXN-9534
read410	ENOYL-ACP-REDUCT-NADPH-RXN
read411	RXN-9542
read412	RXN-9538
read413	RXN-9515
read414	RXN3O-5293
read415	RXN-9530
read416	RXN-9526
read417	RXN-9521
read418	RXN-8765
read419	PREPHENATEDEHYDROG-RXN
read420	OROTATE-REDUCTASE-NADH-RXN
read421	CORTISONE-ALPHA-REDUCTASE-RXN
read422	1.3.99.5-RXN
read423	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read424	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read425	RXN66-343
read426	2-ENOATE-REDUCTASE-RXN
read427	RXN-7911
read428	RXN-7835
read429	RXN-14776
read430	DIENOYLCOAREDUCT-RXN
read431	RXN-14790
read432	RXN-12521
read433	RXN-14715
read434	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read435	RXN-12558
read436	RXN-12559
read437	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read438	RXN-17524
read439	1.3.1.54-RXN
read440	RXN-11696
read441	RXN-5286
read442	RXN1F-72
read443	DIMETHUROPORDEHYDROG-RXN
read444	RXN-10625
read445	RXN-17428
read446	RXN-8957
read447	RXN-18384
read448	RXN-11726
read449	RXN1G-488
read450	RXN-10657
read451	RXN-11482
read452	RXN-16632
read453	RXN-9663
read454	RXN-9660
read455	RXN-10661
read456	RXN0-2145
read457	RXN-9657
read458	RXN-16620
read459	RXN1G-395
read460	RXN-10062
read461	RXN1G-526
read462	RXN-9661
read463	RXN-9658
read464	RXN-16624
read465	RXN-9558
read466	ENOYL-ACP-REDUCT-NADH-RXN
read467	RXN-9635
read468	RXN-11478
read469	RXN-9662
read470	RXN-16628
read471	RXN-9659
read472	UDPNACETYLMURAMATEDEHYDROG-RXN
read473	RXN-11181
read474	RXN0-1461
read475	PROTOPORGENOXI-RXN
read476	RXN-18461
read477	RXN-15977
read478	RXN-17113
read479	RXN-14789
read480	RXN-14796
read481	RXN-16134
read482	RXN-14576
read483	RXN-11026
read484	RXN-12669
read485	RXN-18383
read486	RXN-10696
read487	RXN-14771
read488	RXN-10706
read489	RXN-12518
read490	RXN-14775
read491	RXN-14785
read492	RXN-10707
read493	RXN-15378
read494	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read495	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read496	RXN-14971
read497	RXN0-6491
read498	RXN0-6554
read499	DIHYDROOROTATE-DEHYDROGENASE-RXN
read500	RXN-14963
read501	R601-RXN
read502	RXN-14970
read503	RXN-17485
read504	RXN-11902
read505	PROPCOASYN-RXN
read506	RXN-13449
read507	BUTYRYL-COA-DEHYDROGENASE-RXN
read508	RXN0-2301
read509	GLUTARYL-COA-DEHYDROGENASE-RXN
read510	RXN-14262
read511	RXN-11734
read512	RXN-14278
read513	RXN-14229
read514	RXN-13615
read515	RXN-9929
read516	1.3.99.16-RXN
read517	RXN-12411
read518	RXN-11647
read519	RXN-12247
read520	RXN-12410
read521	RXN-12414
read522	RXN-14236
read523	2-FUROYL-COA-DEHYDROGENASE-RXN
read524	ALANINE-DEHYDROGENASE-RXN
read525	1.4.1.11-RXN
read526	GLUTAMATESYN-RXN
read527	GLUTAMATE-SYNTHASE-NADH-RXN
read528	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read529	GLUTAMATE-DEHYDROGENASE-RXN
read530	1.4.1.21-RXN
read531	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read532	GLUTDEHYD-RXN
read533	ILEDEAMINE-RXN
read534	LEUCINE-DEHYDROGENASE-RXN
read535	L-ASPARTATE-OXID-RXN
read536	1.4.3.19-RXN
read537	RXN-8672
read538	RXN-17951
read539	RXN-8673
read540	RXN-8674
read541	AMACETOXID-RXN
read542	RXN-9597
read543	AMINEPHEN-RXN
read544	AMINEOXID-RXN
read545	RXN-10910
read546	RXN-10907
read547	RXN-5821
read548	RXN-10908
read549	RXN-9598
read550	RXN-10817
read551	RXN-10778
read552	RXN-1
read553	RXN6666-4
read554	RXN-11067
read555	RXN-10913
read556	RXN-1401
read557	PNPOXI-RXN
read558	PMPOXI-RXN
read559	GCVP-RXN
read560	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read561	RXN-7563
read562	RXN66-546
read563	PYRROLINECARBREDUCT-RXN
read564	1.5.1.20-RXN
read565	1.5.1.25-RXN
read566	1.5.1.28-RXN
read567	RXN-19329
read568	DIHYDROFOLATEREDUCT-RXN
read569	RXN-18357
read570	RXN-14245
read571	RXN-13909
read572	1.5.1.34-RXN
read573	RXN-12444
read574	FMNREDUCT-RXN
read575	RXN-10029
read576	METHYLENETHFDEHYDROG-NADP-RXN
read577	1.5.1.7-RXN
read578	SARCOX-RXN
read579	1.5.5.1-RXN-YEAST
read580	RXN66-550
read581	RXN0-7008
read582	RXN-14903
read583	1.5.8.1-RXN
read584	1.5.8.2-RXN
read585	METHELENE-THMPT-OXI-RXN
read586	PYRNUTRANSHYDROGEN-RXN
read587	NQOR-RXN
read588	RXN-19671
read589	RXN-12303
read590	QOR-RXN
read591	NADH-DEHYDROGENASE-RXN
read592	RXN0-4022
read593	RXN-13854
read594	GMP-REDUCT-RXN
read595	NITRITE-REDUCTASE-CYTOCHROME-RXN
read596	RXN-15838
read597	RXN-18605
read598	1.7.2.2-RXN
read599	RXN-19619
read600	RXN-19618
read601	RXN-19617
read602	1.7.2.3-RXN
read603	NITRIC-OXIDE-REDUCTASE-RXN
read604	URATE-OXIDASE-RXN
read605	FERREDOXIN--NITRITE-REDUCTASE-RXN
read606	HYDROXYLAMINE-REDUCTASE-RXN
read607	1.8.1.15-RXN
read608	SULFITE-REDUCT-RXN
read609	RXN-7719
read610	RXN0-1132
read611	RXN-8629
read612	1.8.1.4-RXN
read613	RXN-7716
read614	GLUTATHIONE-REDUCT-NADPH-RXN
read615	1.6.4.4-RXN
read616	THIOREDOXIN-REDUCT-NADPH-RXN
read617	RXN-8668
read618	1.8.4.12-RXN
read619	1.8.4.8-RXN
read620	1.8.5.2-RXN
read621	DIMESULFREDUCT-RXN
read622	RXN-20076
read623	SULFITE-REDUCTASE-FERREDOXIN-RXN
read624	1.8.98.1-RXN
read625	ADENYLYLSULFATE-REDUCTASE-RXN
read626	CYTOCHROME-C-OXIDASE-RXN
read627	RXN-15830
read628	TDCEACT-RXN
read629	RXN0-2101
read630	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read631	MMUM-RXN
read632	RXN-13403
read633	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read634	HOMOCYSMETB12-RXN
read635	2.1.1.130-RXN
read636	2.1.1.131-RXN
read637	2.1.1.132-RXN
read638	2.1.1.133-RXN
read639	HOMOCYSMET-RXN
read640	RXN-12730
read641	RXN0-2441
read642	RXN-8850
read643	2.1.1.151-RXN
read644	RXN-8760
read645	R322-RXN
read646	RXN-9220
read647	RXN-9366
read648	RXN-11046
read649	RXN-9363
read650	RXN-9205
read651	RXN-19667
read652	RXN-9361
read653	RXN-14177
read654	RXN-9362
read655	RXN-9191
read656	ADOMET-DMK-METHYLTRANSFER-RXN
read657	RXN-11845
read658	2.1.1.17-RXN
read659	RXN-11578
read660	RXN0-6515
read661	RXN-11576
read662	RXN-11574
read663	RXN-11591
read664	RXN-11592
read665	RXN-11596
read666	RXN-11633
read667	RXN-11597
read668	RXN-11588
read669	RXN-11573
read670	RXN-11601
read671	RXN-11602
read672	RXN-11586
read673	RXN-11598
read674	RXN-8764
read675	RXN-8766
read676	RXN-11475
read677	RXN-11637
read678	RXN-11638
read679	RXN-11754
read680	RXN3O-54
read681	RXN-9235
read682	RXN-9242
read683	RXN-14296
read684	RXN-9227
read685	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read686	RXN-11865
read687	RXN-11860
read688	RXN-10669
read689	RXN-12472
read690	RXN-12469
read691	RXN-12466
read692	RXN-12160
read693	RXN-9225
read694	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read695	RXN-9233
read696	RXN-9240
read697	RXN-12480
read698	RXN-12463
read699	RXN-12462
read700	RXN-12458
read701	RXN-14517
read702	RXN0-6731
read703	RXN-12908
read704	RXN-8096
read705	METHCOCLTH-RXN
read706	RXN-17760
read707	RXN0-6950
read708	RXN0-6998
read709	RXN-8762
read710	RXN-8767
read711	RXN-14992
read712	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read713	2.1.1.34-RXN
read714	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read715	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read716	2.1.1.44-RXN
read717	RXN-14437
read718	RXN-14438
read719	RXN-14431
read720	THYMIDYLATESYN-RXN
read721	2.1.1.63-RXN
read722	RXN-17824
read723	RXN-9237
read724	RXN-11758
read725	DHHB-METHYLTRANSFER-RXN
read726	2.1.1.64-RXN
read727	RXN-9229
read728	RXN3O-102
read729	RXN-14293
read730	2.1.1.71-RXN
read731	RXN4FS-2
read732	2.1.1.72-RXN
read733	2.1.1.74-RXN
read734	2.1.1.77-RXN
read735	RXN1G-2544
read736	2.1.1.79-RXN
read737	RXN-7421
read738	RXN1G-3641
read739	CHER-RXN
read740	GLYOHMETRANS-RXN
read741	GCVT-RXN
read742	RXN-15635
read743	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read744	GART-RXN
read745	AICARTRANSFORM-RXN
read746	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read747	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read748	2.1.3.1-RXN
read749	RXN-9778
read750	ASPCARBTRANS-RXN
read751	ORNCARBAMTRANSFER-RXN
read752	RXN-13482
read753	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read754	GLYCINE-AMIDINOTRANSFERASE-RXN
read755	RXN-8348
read756	1TRANSKETO-RXN
read757	2TRANSKETO-RXN
read758	TRANSALDOL-RXN
read759	ACETOOHBUTSYN-RXN
read760	ACETOLACTSYN-RXN
read761	DXS-RXN
read762	2.5.1.64-RXN
read763	RXN0-6948
read764	N-ACETYLTRANSFER-RXN
read765	2.3.1.101-RXN
read766	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read767	RXN-7561
read768	TETHYDPICSUCC-RXN
read769	2.3.1.118-RXN
read770	RXN0-1133
read771	DIHYDLIPACETRANS-RXN
read772	RXN1G-874
read773	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read774	RXN-17018
read775	RXN-17016
read776	RXN-17017
read777	RXN-10462
read778	RXN-15045
read779	RXN-13805
read780	RXN-16117
read781	RXN-16024
read782	RXN-1381
read783	2.3.1.157-RXN
read784	METHYLACETOACETYLCOATHIOL-RXN
read785	RXN-17787
read786	RXN-17116
read787	RXN-12561
read788	RXN-10701
read789	RXN-14277
read790	RXN-20153
read791	RXN-14274
read792	RXN-17778
read793	RXN-13617
read794	RXN-17791
read795	RXN-14799
read796	RXN-12565
read797	RXN-16137
read798	RXN-14793
read799	RXN-10699
read800	RXN-17782
read801	RXN-14774
read802	RXN-11246
read803	RXN-17795
read804	RXN-14803
read805	RXN-14268
read806	RXN-19804
read807	KETOACYLCOATHIOL-RXN
read808	RXN-19800
read809	RXN-12751
read810	ACETYL-COA-ACETYLTRANSFER-RXN
read811	RXN-10700
read812	RXN-17799
read813	RXN-12710
read814	RXN-14788
read815	RXN-14394
read816	RXN-8809
read817	2.3.1.164-RXN
read818	MBCOA-DHLIPOAMIDE-RXN
read819	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read820	2.3.1.168-RXN
read821	ACETYLSYNCLTH-RXN
read822	R102-RXN
read823	RXN-9516
read824	RXN-16625
read825	3-OXOACYL-ACP-SYNTH-BASE-RXN
read826	RXN-9531
read827	RXN-10654
read828	RXN1G-460
read829	RXN-11479
read830	RXN-9527
read831	RXN-16615
read832	2.3.1.41-RXN
read833	RXN-9523
read834	RXN-16629
read835	2.3.1.179-RXN
read836	3-OXOACYL-ACP-SYNTH-RXN
read837	RXN-9535
read838	RXN-10658
read839	RXN3O-1803
read840	RXN0-2141
read841	RXN-9539
read842	RXN-16621
read843	RXN-8391
read844	RXN-11474
read845	GALACTOACETYLTRAN-RXN
read846	2.3.1.180-RXN
read847	RXN-13037
read848	RXN0-947
read849	RXN-7743
read850	RXN-9382
read851	RXN-10837
read852	RXN-9729
read853	RXN1G-4
read854	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read855	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read856	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
read857	RXN-13589
read858	RXN-10000
read859	RXN-14718
read860	RXN-14719
read861	RXN-14570
read862	LAUROYLACYLTRAN-RXN
read863	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read864	AKBLIG-RXN
read865	SERINE-O-ACETTRAN-RXN
read866	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read867	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read868	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read869	MALONYL-COA-ACP-TRANSACYL-RXN
read870	ACYLGPEACYLTRANS-RXN
read871	RXN-9652
read872	RXN-9648
read873	RXN1G-499
read874	RXN-9653
read875	RXN-9650
read876	RXN1G-445
read877	RXN-10059
read878	RXN-9654
read879	RXN-9651
read880	RXN1G-368
read881	RXN-9632
read882	HOMSUCTRAN-RXN
read883	7KAPSYN-RXN
read884	RXN-11484
read885	HISTONE-ACETYLTRANSFERASE-RXN
read886	RXN0-6705
read887	RXN-17015
read888	RXN-17012
read889	RXN-16032
read890	RXN0-5514
read891	RXN-17022
read892	RXN-17019
read893	RXN-1623
read894	RXN-17013
read895	RXN-17009
read896	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read897	RXN-17023
read898	RXN-17020
read899	RXN-17014
read900	RXN-17024
read901	RXN-16076
read902	RXN-17729
read903	RXN-16067
read904	RXN-17010
read905	RXN-16077
read906	RXN-15043
read907	RXN-17011
read908	RXN-16118
read909	RXN-16025
read910	RXN-17008
read911	RXN-17021
read912	PYRUVFORMLY-RXN
read913	RXN-19536
read914	RXN-0
read915	RXN-9939
read916	RXN0-7165
read917	DIAMACTRANS-RXN
read918	SPERMACTRAN-RXN
read919	RXN-12667
read920	RXN0-1147
read921	MALTACETYLTRAN-RXN
read922	PHOSACETYLTRANS-RXN
read923	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read924	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
read925	2.3.1.89-RXN
read926	2.3.2.10-RXN
read927	RXN66-336
read928	RXN-6601
read929	GAMMA-GLUTAMYLTRANSFERASE-RXN
read930	RXN-9157
read931	RXN-18092
read932	LYSYLTRANSFERASE-RXN
read933	RXN-19145
read934	RXN-17846
read935	RXN-17847
read936	LEUCYLTRANSFERASE-RXN
read937	RXN-17848
read938	RXN-17890
read939	RXN-17891
read940	RXN-17888
read941	RXN-17889
read942	ARGINYLTRANSFERASE-RXN
read943	CITSYN-RXN
read944	2-ISOPROPYLMALATESYN-RXN
read945	HOMOCITRATE-SYNTHASE-RXN
read946	RXN-2364
read947	ATP-CITRATE-PRO-S--LYASE-RXN
read948	MALSYN-RXN
read949	RXN-14284
read950	RXN0-5184
read951	RXN-12171
read952	GLYMALTOPHOSPHORYL-RXN
read953	RXN-14353
read954	RXN-14285
read955	RXN0-5182
read956	GLYCOPHOSPHORYL-RXN
read957	RXN-1826
read958	RXN-14286
read959	RXN-9025
read960	RXN-12392
read961	RXN-7668
