read0	RXN-7700
read70	GLYCOLATE-REDUCTASE-RXN
read71	1.1.1.261-RXN
read72	RXN-13179
read73	1.1.1.264-RXN
read74	L-IDONATE-2-DEHYDROGENASE-RXN
read75	DXPREDISOM-RXN
read76	L-LACTATE-DEHYDROGENASE-RXN
read77	1.1.1.271-RXN
read78	RXN-16003
read79	DLACTDEHYDROGNAD-RXN
read80	RXN-2962
read81	RXN-17884
read82	GLYCERATE-DEHYDROGENASE-RXN
read83	ERYTHRON4PDEHYDROG-RXN
read84	1.1.1.292-RXN
read85	HOMOSERDEHYDROG-RXN
read86	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read87	RXN-10841
read88	RXN-14171
read89	RXN-10057
read90	RXN-11036
read91	RXN-11032
read92	RXN-18814
read93	1.2.1.66-RXN
read94	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read95	RXN-11689
read96	RXN-13069
read97	RXN-11081
read98	RXN-13585
read99	UDPMANNACADEHYDROG-RXN
read100	RXN-11690
read101	RXN-3341
read102	RXN0-7020
read103	RXN-16133
read104	RXN-10698
read105	RXN-17781
read106	RXN-11245
read107	RXN-17794
read108	RXN-12705
read109	RXN-12570
read110	OHACYL-COA-DEHYDROG-RXN
read111	RXN-19803
read112	RXN0-2044
read113	RXN-10702
read114	RXN-12750
read115	RXN-17798
read116	RXN-10703
read117	RXN-17786
read118	RXN-12490
read119	RXN-17777
read120	RXN-11662
read121	RXN-17790
read122	RXN-13279
read123	RXN-5901
read124	RXN-12560
read125	RXN-14819
read126	RXN-14994
read127	RXN-14148
read128	MALATE-DEH-RXN
read129	RXN-13779
read130	1.1.1.39-RXN
read131	RXN-15920
read132	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read133	MALIC-NADP-RXN
read134	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read135	ISOCITDEH-RXN
read136	RXN-9952
read137	GLUCOSE-1-DEHYDROGENASE-RXN
read138	GALACTODEHYDROG-RXN
read139	GLU6PDEHYDROG-RXN
read140	RIBITOL-2-DEHYDROGENASE-RXN
read141	MANNONOXIDOREDUCT-RXN
read142	ALTRO-OXIDOREDUCT-RXN
read143	GLYCDEH-RXN
read144	TSA-REDUCT-RXN
read145	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read146	MANNITOL-2-DEHYDROGENASE-RXN
read147	GLUCONATE-5-DEHYDROGENASE-RXN
read148	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read149	GLYCOLALDREDUCT-RXN
read150	LACTALDREDUCT-RXN
read151	RXN-8641
read152	GLYOXYLATE-REDUCTASE-NADP+-RXN
read153	HYDROXYPYRUVATE-REDUCTASE-RXN
read154	1.1.1.83-RXN
read155	RXN-13158
read156	RXNQT-4178
read157	RXNQT-4174
read158	RXNQT-4171
read159	RXNQT-4168
read160	RXNQT-4165
read161	RXN-14986
read162	ACETOOHBUTREDUCTOISOM-RXN
read163	ACETOLACTREDUCTOISOM-RXN
read164	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
read165	RXN-19387
read166	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read167	RXN0-5141
read168	TARTRATE-DEHYDROGENASE-RXN
read169	RXN-8643
read170	GLYC3PDEHYDROGBIOSYN-RXN
read171	PGLYCDEHYDROG-RXN
read172	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read173	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read174	RXN-2861
read175	RXN-11332
read176	MOXXANAU-RXN
read177	RXN-11333
read178	RXN-969
read179	S-2-HYDROXY-ACID-OXIDASE-RXN
read180	RXN-13178
read181	CHOLESTEROL-OXIDASE-RXN
read182	RXN-12778
read183	RXN-13689
read184	RXN0-6373
read185	GLYC3PDEHYDROG-RXN
read186	RXN-15740
read187	RXN-15745
read188	RXN0-5258-Yeast
read189	RXN0-5260
read190	RXNI-3
read191	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read192	RXN-11283
read193	RXN-11080
read194	RXN0-7230
read195	CHD-RXN
read196	1.1.99.28-RXN
read197	RXN-14204
read198	GLUCONATE-2-DEHYDROGENASE-RXN
read199	CHLORIDE-PEROXIDASE-RXN
read200	1.11.1.15-RXN
read201	RXN-11813
read202	RXN-8667
read203	CATAL-RXN
read204	CYTOCHROME-C-PEROXIDASE-RXN
read205	RXN66-1
read206	RXN-14189
read207	GLUTATHIONE-PEROXIDASE-RXN
read208	RXN-11820
read209	1.12.1.3-RXN
read210	1.12.5.1-RXN
read211	HYDROG-RXN
read212	RXN-16420
read213	RXN0-4141
read214	RXN0-5256
read215	CATECHOL-12-DIOXYGENASE-RXN
read216	RXN-8665
read217	CATECHOL-2-3-DIOXYGENASE-RXN
read218	RXN-13704
read219	RXN-11218
read220	CATECHOL-23-DIOXYGENASE-RXN
read221	RXN-11219
read222	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read223	RXN-10815
read224	RXN-9731
read225	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read226	RXN-10137
read227	1.13.11.49-RXN
read228	HOMOGENTISATE-12-DIOXYGENASE-RXN
read229	1.13.11.6-RXN
read230	RXN-8771
read231	1.13.11.9-RXN
read232	RXN-16322
read233	2-NITROPROPANE-DIOXYGENASE-RXN
read234	RXN0-299
read235	1.14.11.2-RXN
read236	RXN0-984
read237	RXN-18739
read238	RXN0-986
read239	RXN0-7280
read240	RXN-12353
read241	RXN-18737
read242	RXN-18738
read243	R621-RXN
read244	RXN-9912
read245	RXN-10078
read246	SALICYLATE-1-MONOOXYGENASE-RXN
read247	RXN-10079
read248	RXN-9914
read249	RXN-9409
read250	RXN-9407
read251	RXN-9408
read252	RXN-10040
read253	MHPHYDROXY-RXN
read254	RXN0-2042
read255	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read256	RXN-2401
read257	CYCLOHEXANONE-MONOOXYGENASE-RXN
read258	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read259	1.14.13.59-RXN
read260	RXN-10129
read261	RXN-10125
read262	PHENOL-2-MONOOXYGENASE-RXN
read263	RXN-10127
read264	RXN-10128
read265	RXN-13191
read266	RXN-10891
read267	R321-RXN
read268	RXN66-600
read269	RXN66-597
read270	RXN66-591
read271	RXN-11056
read272	RXN-17627
read273	RXN66-598
read274	RXN-13064
read275	RXN66-595
read276	UNSPECIFIC-MONOOXYGENASE-RXN
read277	RXN66-599
read278	RXN66-596
read279	RXN-8872
read280	RXN66-169
read281	RXN66-163
read282	RXN-11057
read283	RXN66-181
read284	RXN66-146
read285	RXN-8630
read286	RXN66-161
read287	RXN66-589
read288	HEME-OXYGENASE-DECYCLIZING-RXN
read289	RXN0-6973
read290	RXN-13418
read291	RXN0-280
read292	RXN-15341
read293	RXN-8505
read294	RXN66-569
read295	RXN-13907
read296	RXN-14206
read297	1.14.18.2-RXN
read298	RXN-10664
read299	1.14.19.1-RXN
read300	RXN-13426
read301	RXN-16065
read302	1.14.19.3-RXN
read303	RXN-16132
read304	RXN-17112
read305	RXN-10842
read306	RXN-12886
read307	RXN0-6444
read308	RXN-14430
read309	SUPEROX-DISMUT-RXN
read310	1.15.1.2-RXN
read311	RXN0-1483
read312	RXN-15294
read313	RXN0-901
read314	RXN-7682
read315	RXN-14014
read316	ADPREDUCT-RXN
read317	RXN0-747
read318	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read319	RXN0-748
read320	UDPREDUCT-RXN
read321	CDPREDUCT-RXN
read322	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read323	GDPREDUCT-RXN
read324	RXN0-722
read325	1.17.4.2-RXN
read326	RXN0-882
read327	RXN-15878
read328	RXN-12104
read329	RUBREDOXIN--NAD+-REDUCTASE-RXN
read330	RXN-17897
read331	1.18.1.2-RXN
read332	RXN-12365
read333	FERREDOXIN--NAD+-REDUCTASE-RXN
read334	NITROGENASE-RXN
read335	RXN-13671
read336	ACETALD-DEHYDROG-RXN
read337	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read338	GAPOXNPHOSPHN-RXN
read339	RXN0-5293
read340	RXN-9958
read341	RXN-2902
read342	AMINOBUTDEHYDROG-RXN
read343	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read344	GLYCOLALD-DEHYDROG-RXN
read345	LACTALDDEHYDROG-RXN
read346	RXN-11213
read347	1.2.1.27-RXN
read348	RXN-17808
read349	RXN66-3
read350	RXN-16655
read351	RXN-14224
read352	RXN-37
read353	RXN6666-5
read354	RXN-9758
read355	RXN-10780
read356	RXN-10917
read357	R222-RXN
read358	RXN-16656
read359	RXN-14225
read360	RXN-3443
read361	RXN-16653
read362	RXN-10715
read363	RXN-10089
read364	RXN-10912
read365	RXN-4142
read366	RXN66-479
read367	RXN66-476
read368	RXN-14280
read369	RXN-16654
read370	RXN66-472
read371	ALDHDEHYDROG-RXN
read372	1.2.1.31-RXN
read373	ALLYSINE-DEHYDROG-RXN
read374	N-ACETYLGLUTPREDUCT-RXN
read375	RXN-15006
read376	RXN-6002
read377	ALDXANAU-RXN
read378	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read379	RXN0-3962
read380	GLUTSEMIALDEHYDROG-RXN
read381	FORMALDEHYDE-DEHYDROGENASE-RXN
read382	CHMS-DEHYDROGENASE-RXN
read383	RXN-1241
read384	GLUTRNAREDUCT-RXN
read385	SUCCGLUALDDEHYD-RXN
read386	RXN-8891
read387	SUCCSEMIALDDEHYDROG-RXN
read388	BADH-RXN
read389	RXN-15728
read390	RXN-12736
read391	RXN-15729
read392	RXN-14116
read393	1.2.1.9-RXN
read394	RXNMETA-12672
read395	RXN0-1134
read396	2OXOGLUTDECARB-RXN
read397	KETOISOCAPROATE-RXN
read398	METHYLVALERATE-RXN
read399	1.2.4.4-RXN
read400	RXN-11496
read401	RXN-11496-YEAST
read402	PYRUFLAVREDUCT-RXN
read403	PYFLAVOXRE-RXN
read404	RXN-14474
read405	2-OXOGLUTARATE-SYNTHASE-RXN
read406	1.2.7.4-RXN
read407	1.2.7.8-RXN
read408	RXN-982
read409	RXN-11189
read410	RXN-7566
read411	1.21.4.4-RXN
read412	RXN-10620
read413	RXN0-6565
read414	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read415	RXN-9534
read416	ENOYL-ACP-REDUCT-NADPH-RXN
read417	RXN-9542
read418	RXN-9538
read419	RXN-9515
read420	RXN3O-5293
read421	RXN-9530
read422	RXN-9526
read423	RXN-9521
read424	RXN-8765
read425	PREPHENATEDEHYDROG-RXN
read426	OROTATE-REDUCTASE-NADH-RXN
read427	CORTISONE-ALPHA-REDUCTASE-RXN
read428	1.3.99.5-RXN
read429	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read430	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read431	RXN66-343
read432	2-ENOATE-REDUCTASE-RXN
read433	RXN-7911
read434	RXN-7835
read435	RXN-14776
read436	DIENOYLCOAREDUCT-RXN
read437	RXN-14790
read438	RXN-12521
read439	RXN-14715
read440	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read441	RXN-12558
read442	RXN-12559
read443	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read444	RXN-17524
read445	1.3.1.54-RXN
read446	RXN-11696
read447	RXN-5286
read448	RXN1F-72
read449	DIMETHUROPORDEHYDROG-RXN
read450	RXN-10625
read451	RXN-17428
read452	RXN-8957
read453	RXN-18384
read454	RXN-11726
read455	RXN1G-488
read456	RXN-10657
read457	RXN-11482
read458	RXN-16632
read459	RXN-9663
read460	RXN-9660
read461	RXN-10661
read462	RXN0-2145
read463	RXN-9657
read464	RXN-16620
read465	RXN1G-395
read466	RXN-10062
read467	RXN1G-526
read468	RXN-9661
read469	RXN-9658
read470	RXN-16624
read471	RXN-9558
read472	ENOYL-ACP-REDUCT-NADH-RXN
read473	RXN-9635
read474	RXN-11478
read475	RXN-9662
read476	RXN-16628
read477	RXN-9659
read478	UDPNACETYLMURAMATEDEHYDROG-RXN
read479	RXN-11181
read480	RXN0-1461
read481	PROTOPORGENOXI-RXN
read482	RXN-18461
read483	RXN-15977
read484	RXN-17113
read485	RXN-14789
read486	RXN-14796
read487	RXN-16134
read488	RXN-14576
read489	RXN-11026
read490	RXN-12669
read491	RXN-18383
read492	RXN-10696
read493	RXN-14771
read494	RXN-10706
read495	RXN-12518
read496	RXN-14775
read497	RXN-14785
read498	RXN-10707
read499	RXN-15378
read500	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read501	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read502	RXN-14971
read503	RXN0-6491
read504	RXN0-6554
read505	DIHYDROOROTATE-DEHYDROGENASE-RXN
read506	RXN-14963
read507	R601-RXN
read508	RXN-14970
read509	RXN-17485
read510	RXN-11902
read511	PROPCOASYN-RXN
read512	RXN-13449
read513	BUTYRYL-COA-DEHYDROGENASE-RXN
read514	RXN0-2301
read515	GLUTARYL-COA-DEHYDROGENASE-RXN
read516	RXN-14262
read517	RXN-11734
read518	RXN-14278
read519	RXN-14229
read520	RXN-13615
read521	RXN-9929
read522	1.3.99.16-RXN
read523	RXN-12411
read524	RXN-11647
read525	RXN-12247
read526	RXN-12410
read527	RXN-12414
read528	2-FUROYL-COA-DEHYDROGENASE-RXN
read529	ALANINE-DEHYDROGENASE-RXN
read530	1.4.1.11-RXN
read531	GLUTAMATESYN-RXN
read532	GLUTAMATE-SYNTHASE-NADH-RXN
read533	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read534	GLUTAMATE-DEHYDROGENASE-RXN
read535	1.4.1.21-RXN
read536	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read537	GLUTDEHYD-RXN
read538	ILEDEAMINE-RXN
read539	LEUCINE-DEHYDROGENASE-RXN
read540	PUTRESCINE-OXIDASE-RXN
read541	L-ASPARTATE-OXID-RXN
read542	1.4.3.19-RXN
read543	RXN-8672
read544	RXN-17951
read545	RXN-8673
read546	RXN-8674
read547	AMACETOXID-RXN
read548	RXN-9597
read549	AMINEPHEN-RXN
read550	AMINEOXID-RXN
read551	RXN-10910
read552	RXN-10907
read553	RXN-5821
read554	RXN-10908
read555	RXN-9598
read556	RXN-10817
read557	RXN-10778
read558	RXN-1
read559	RXN6666-4
read560	RXN-11067
read561	RXN-10913
read562	RXN-1401
read563	PNPOXI-RXN
read564	PMPOXI-RXN
read565	GCVP-RXN
read566	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read567	RXN-7563
read568	RXN66-546
read569	PYRROLINECARBREDUCT-RXN
read570	1.5.1.20-RXN
read571	1.5.1.25-RXN
read572	1.5.1.28-RXN
read573	RXN-19329
read574	DIHYDROFOLATEREDUCT-RXN
read575	RXN-18357
read576	RXN-14245
read577	RXN-13909
read578	1.5.1.34-RXN
read579	RXN-12444
read580	FMNREDUCT-RXN
read581	RXN-10029
read582	METHYLENETHFDEHYDROG-NADP-RXN
read583	1.5.1.7-RXN
read584	SARCOX-RXN
read585	1.5.5.1-RXN-YEAST
read586	RXN66-550
read587	RXN0-7008
read588	RXN-14903
read589	1.5.8.1-RXN
read590	1.5.8.2-RXN
read591	METHELENE-THMPT-OXI-RXN
read592	PYRNUTRANSHYDROGEN-RXN
read593	NQOR-RXN
read594	RXN-19671
read595	RXN-12303
read596	QOR-RXN
read597	NADH-DEHYDROGENASE-RXN
read598	RXN0-4022
read599	RXN-13854
read600	GMP-REDUCT-RXN
read601	NITRITE-REDUCTASE-CYTOCHROME-RXN
read602	RXN-15838
read603	RXN-18605
read604	1.7.2.2-RXN
read605	RXN-19619
read606	RXN-19618
read607	RXN-19617
read608	1.7.2.3-RXN
read609	RXN-12130
read610	NITRIC-OXIDE-REDUCTASE-RXN
read611	URATE-OXIDASE-RXN
read612	FERREDOXIN--NITRITE-REDUCTASE-RXN
read613	HYDROXYLAMINE-REDUCTASE-RXN
read614	1.8.1.15-RXN
read615	SULFITE-REDUCT-RXN
read616	RXN-7719
read617	RXN0-1132
read618	RXN-8629
read619	1.8.1.4-RXN
read620	RXN-7716
read621	GLUTATHIONE-REDUCT-NADPH-RXN
read622	1.6.4.4-RXN
read623	THIOREDOXIN-REDUCT-NADPH-RXN
read624	SULFITE-OXIDASE-RXN
read625	RXN-8668
read626	1.8.4.12-RXN
read627	1.8.4.8-RXN
read628	1.8.5.2-RXN
read629	DIMESULFREDUCT-RXN
read630	RXN-20076
read631	SULFITE-REDUCTASE-FERREDOXIN-RXN
read632	1.8.98.1-RXN
read633	ADENYLYLSULFATE-REDUCTASE-RXN
read634	CYTOCHROME-C-OXIDASE-RXN
read635	RXN-15830
read636	TDCEACT-RXN
read637	RXN0-2101
read638	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read639	MMUM-RXN
read640	RXN-13403
read641	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read642	HOMOCYSMETB12-RXN
read643	2.1.1.130-RXN
read644	2.1.1.131-RXN
read645	2.1.1.132-RXN
read646	2.1.1.133-RXN
read647	HOMOCYSMET-RXN
read648	RXN-12730
read649	RXN0-2441
read650	RXN-8850
read651	2.1.1.151-RXN
read652	RXN-8760
read653	R322-RXN
read654	RXN-9220
read655	RXN-9366
read656	RXN-11046
read657	RXN-9363
read658	RXN-9205
read659	RXN-19667
read660	RXN-9361
read661	RXN-14177
read662	RXN-9362
read663	RXN-9191
read664	ADOMET-DMK-METHYLTRANSFER-RXN
read665	RXN-11845
read666	2.1.1.17-RXN
read667	RXN-11578
read668	RXN0-6515
read669	RXN-11576
read670	RXN-11574
read671	RXN-11591
read672	RXN-11592
read673	RXN-11596
read674	RXN-11633
read675	RXN-11597
read676	RXN-11588
read677	RXN-11573
read678	RXN-11600
read679	RXN-11601
read680	RXN-11602
read681	RXN-11586
read682	RXN-11598
read683	RXN-8764
read684	RXN-11475
read685	RXN-11637
read686	RXN-11638
read687	RXN-11754
read688	RXN3O-54
read689	RXN-9235
read690	RXN-9242
read691	RXN-14296
read692	RXN-9227
read693	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read694	RXN-11865
read695	RXN-11860
read696	RXN-10669
read697	RXN-12472
read698	RXN-12469
read699	RXN-12466
read700	RXN-12160
read701	RXN-9225
read702	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read703	RXN-9233
read704	RXN-9240
read705	RXN-12480
read706	RXN-12463
read707	RXN-12462
read708	RXN-12458
read709	RXN-14517
read710	RXN0-6731
read711	RXN-12908
read712	METHCOCLTH-RXN
read713	RXN-17760
read714	RXN0-6950
read715	RXN0-6998
read716	RXN-8762
read717	RXN-14992
read718	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read719	2.1.1.34-RXN
read720	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read721	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read722	2.1.1.44-RXN
read723	RXN-14437
read724	RXN-14438
read725	RXN-14431
read726	THYMIDYLATESYN-RXN
read727	2.1.1.63-RXN
read728	RXN-17824
read729	RXN-9237
read730	RXN-11758
read731	DHHB-METHYLTRANSFER-RXN
read732	2.1.1.64-RXN
read733	RXN-9229
read734	RXN3O-102
read735	RXN-14293
read736	2.1.1.71-RXN
read737	RXN4FS-2
read738	2.1.1.72-RXN
read739	2.1.1.74-RXN
read740	2.1.1.77-RXN
read741	RXN1G-2544
read742	2.1.1.79-RXN
read743	RXN-7421
read744	RXN1G-3641
read745	CHER-RXN
read746	GLYOHMETRANS-RXN
read747	GCVT-RXN
read748	RXN-15635
read749	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read750	GART-RXN
read751	AICARTRANSFORM-RXN
read752	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read753	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read754	2.1.3.1-RXN
read755	RXN-9778
read756	ASPCARBTRANS-RXN
read757	ORNCARBAMTRANSFER-RXN
read758	RXN-13482
read759	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read760	GLYCINE-AMIDINOTRANSFERASE-RXN
read761	RXN-8348
read762	1TRANSKETO-RXN
read763	2TRANSKETO-RXN
read764	TRANSALDOL-RXN
read765	ACETOOHBUTSYN-RXN
read766	ACETOLACTSYN-RXN
read767	DXS-RXN
read768	2.5.1.64-RXN
read769	RXN0-6948
read770	N-ACETYLTRANSFER-RXN
read771	2.3.1.101-RXN
read772	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read773	RXN-7561
read774	TETHYDPICSUCC-RXN
read775	2.3.1.118-RXN
read776	RXN0-1133
read777	DIHYDLIPACETRANS-RXN
read778	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read779	RXN-17018
read780	RXN-17016
read781	RXN-17017
read782	RXN-10462
read783	RXN-15045
read784	RXN-13805
read785	RXN-16117
read786	RXN-16024
read787	RXN-1381
read788	2.3.1.157-RXN
read789	METHYLACETOACETYLCOATHIOL-RXN
read790	RXN-17787
read791	RXN-17116
read792	RXN-12561
read793	RXN-10701
read794	RXN-14277
read795	RXN-20153
read796	RXN-14274
read797	RXN-17778
read798	RXN-13617
read799	RXN-17791
read800	RXN-14799
read801	RXN-12565
read802	RXN-16137
read803	RXN-14793
read804	RXN-10699
read805	RXN-17782
read806	RXN-14774
read807	RXN-11246
read808	RXN-17795
read809	RXN-14803
read810	RXN-14268
read811	RXN-19804
read812	KETOACYLCOATHIOL-RXN
read813	RXN-19800
read814	RXN-12751
read815	ACETYL-COA-ACETYLTRANSFER-RXN
read816	RXN-10700
read817	RXN-17799
read818	RXN-12710
read819	RXN-14788
read820	RXN-14394
read821	RXN-8809
read822	2.3.1.164-RXN
read823	MBCOA-DHLIPOAMIDE-RXN
read824	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read825	2.3.1.168-RXN
read826	ACETYLSYNCLTH-RXN
read827	R102-RXN
read828	RXN-9516
read829	RXN-16625
read830	3-OXOACYL-ACP-SYNTH-BASE-RXN
read831	RXN-9531
read832	RXN-10654
read833	RXN1G-460
read834	RXN-11479
read835	RXN-9527
read836	RXN-16615
read837	2.3.1.41-RXN
read838	RXN-9523
read839	RXN-16629
read840	2.3.1.179-RXN
read841	3-OXOACYL-ACP-SYNTH-RXN
read842	RXN-9535
read843	RXN-10658
read844	RXN3O-1803
read845	RXN0-2141
read846	RXN-9539
read847	RXN-16621
read848	RXN-8391
read849	RXN-11474
read850	GALACTOACETYLTRAN-RXN
read851	2.3.1.180-RXN
read852	RXN-13037
read853	RXN0-947
read854	RXN-7743
read855	RXN-9382
read856	RXN-10837
read857	RXN-9729
read858	RXN1G-4
read859	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read860	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read861	RXN-13589
read862	RXN-10000
read863	RXN-14718
read864	RXN-14719
read865	RXN-14570
read866	LAUROYLACYLTRAN-RXN
read867	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read868	AKBLIG-RXN
read869	SERINE-O-ACETTRAN-RXN
read870	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read871	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read872	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read873	MALONYL-COA-ACP-TRANSACYL-RXN
read874	ACYLGPEACYLTRANS-RXN
read875	RXN-9652
read876	RXN-9648
read877	RXN1G-499
read878	RXN-9653
read879	RXN-9650
read880	RXN1G-445
read881	RXN-10059
read882	RXN-9654
read883	RXN-9651
read884	RXN1G-368
read885	RXN-9632
read886	HOMSUCTRAN-RXN
read887	7KAPSYN-RXN
read888	RXN-11484
read889	HISTONE-ACETYLTRANSFERASE-RXN
read890	RXN0-6705
read891	RXN-17015
read892	RXN-17012
read893	RXN-16032
read894	RXN0-5514
read895	RXN-17022
read896	RXN-17019
read897	RXN-1623
read898	RXN-17013
read899	RXN-17009
read900	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read901	RXN-17023
read902	RXN-17020
read903	RXN-17014
read904	RXN-17024
read905	RXN-16076
read906	RXN-17729
read907	RXN-16067
read908	RXN-17010
read909	RXN-16077
read910	RXN-15043
read911	RXN-17011
read912	RXN-16118
read913	RXN-16025
read914	RXN-17008
read915	RXN-17021
read916	PYRUVFORMLY-RXN
read917	RXN-19536
read918	RXN-0
read919	RXN-9939
read920	RXN0-7165
read921	DIAMACTRANS-RXN
read922	SPERMACTRAN-RXN
read923	RXN-12667
read924	RXN0-1147
read925	CARNITINE-O-ACETYLTRANSFERASE-RXN
read926	RXN-18367
read927	RXN-18368
read928	MALTACETYLTRAN-RXN
read929	PHOSACETYLTRANS-RXN
read930	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read931	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
read932	2.3.1.89-RXN
read933	2.3.2.10-RXN
read934	RXN-11310
read935	RXN-11295
read936	RXN66-336
read937	RXN-6601
read938	GAMMA-GLUTAMYLTRANSFERASE-RXN
read939	RXN-9157
read940	RXN-18092
read941	LYSYLTRANSFERASE-RXN
read942	RXN-19145
read943	RXN-17846
read944	RXN-17847
read945	LEUCYLTRANSFERASE-RXN
read946	RXN-17848
read947	RXN-17890
read948	RXN-17891
read949	RXN-17888
read950	RXN-17889
read951	ARGINYLTRANSFERASE-RXN
read952	CITSYN-RXN
read953	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
read954	2-ISOPROPYLMALATESYN-RXN
read955	HOMOCITRATE-SYNTHASE-RXN
read956	RXN-2364
read957	2-METHYLCITRATE-SYNTHASE-RXN
