read0	RXN-7700
read67	RXN-12299
read68	ENZRXN-201-RXN
read69	RXN-12484
read70	RXN0-7154
read71	RXN-10717
read72	13-PROPANEDIOL-DEHYDROGENASE-RXN
read73	RXN-11407
read74	URONATE-DEHYDROGENASE-RXN
read75	IMP-DEHYDROG-RXN
read76	FARNESOL-DEHYDROGENASE-RXN
read77	RXN-7784
read78	RXN-600
read79	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN
read80	RXN-17678
read81	UGD-RXN
read82	RXN-8001
read83	SHIKIMATE-5-DEHYDROGENASE-RXN
read84	GLYCOLATE-REDUCTASE-RXN
read85	1.1.1.261-RXN
read86	RXN-13179
read87	1.1.1.263-RXN
read88	1.1.1.264-RXN
read89	L-IDONATE-2-DEHYDROGENASE-RXN
read90	DXPREDISOM-RXN
read91	L-LACTATE-DEHYDROGENASE-RXN
read92	1.1.1.271-RXN
read93	RXN-16003
read94	DLACTDEHYDROGNAD-RXN
read95	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN
read96	RXN-2962
read97	RXN-17884
read98	1.1.1.289-RXN
read99	GLYCERATE-DEHYDROGENASE-RXN
read100	ERYTHRON4PDEHYDROG-RXN
read101	1.1.1.292-RXN
read102	HOMOSERDEHYDROG-RXN
read103	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read104	RXN-10841
read105	RXN-14171
read106	RXN-10057
read107	RXN-11036
read108	RXN-11032
read109	RXN-18814
read110	1.2.1.66-RXN
read111	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read112	RXN-11689
read113	RXN-13069
read114	RXN-11081
read115	RXN-13585
read116	UDPMANNACADEHYDROG-RXN
read117	1.1.1.34-RXN
read118	RXN-3341
read119	RXN0-7020
read120	RXN-16133
read121	RXN-10698
read122	RXN-17781
read123	RXN-11245
read124	RXN-17794
read125	RXN-12705
read126	RXN-12570
read127	OHACYL-COA-DEHYDROG-RXN
read128	RXN-19803
read129	RXN0-2044
read130	RXN-10702
read131	RXN-12750
read132	RXN-17798
read133	RXN-10703
read134	RXN-17786
read135	RXN-12490
read136	RXN-17777
read137	RXN-11662
read138	RXN-17790
read139	RXN-13279
read140	RXN-5901
read141	RXN-12560
read142	RXN-14819
read143	RXN-14994
read144	HADTHAUERA-RXN
read145	RXN-14148
read146	MALATE-DEH-RXN
read147	RXN-13779
read148	1.1.1.39-RXN
read149	RXN-15920
read150	RXN-16001
read151	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read152	MALIC-NADP-RXN
read153	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read154	ISOCITDEH-RXN
read155	RXN-9952
read156	GLUCOSE-1-DEHYDROGENASE-RXN
read157	GALACTODEHYDROG-RXN
read158	GLU6PDEHYDROG-RXN
read159	RIBITOL-2-DEHYDROGENASE-RXN
read160	MANNONOXIDOREDUCT-RXN
read161	ALTRO-OXIDOREDUCT-RXN
read162	GLYCDEH-RXN
read163	TSA-REDUCT-RXN
read164	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read165	PYRIDOXINE-4-DEHYDROGENASE-RXN
read166	MANNITOL-2-DEHYDROGENASE-RXN
read167	GLUCONATE-5-DEHYDROGENASE-RXN
read168	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read169	GLYCOLALDREDUCT-RXN
read170	LACTALDREDUCT-RXN
read171	RXN-8641
read172	GLYOXYLATE-REDUCTASE-NADP+-RXN
read173	HYDROXYPYRUVATE-REDUCTASE-RXN
read174	1.1.1.83-RXN
read175	RXN-13158
read176	RXNQT-4178
read177	RXNQT-4174
read178	RXNQT-4171
read179	RXNQT-4168
read180	RXNQT-4165
read181	RXN-14986
read182	ACETOOHBUTREDUCTOISOM-RXN
read183	ACETOLACTREDUCTOISOM-RXN
read184	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
read185	BENZYL-ALCOHOL-DEHYDROGENASE-RXN
read186	RXN-16954
read187	RXN-8580
read188	RXN-9909
read189	RXN-8581
read190	BENZYL-ALC-DEHYDROGENASE-RXN
read191	RXN-16953
read192	ARYL-ALCOHOL-DEHYDROGENASE-RXN
read193	RXN-19387
read194	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read195	RXN0-5141
read196	TARTRATE-DEHYDROGENASE-RXN
read197	RXN-8643
read198	GLYC3PDEHYDROGBIOSYN-RXN
read199	PGLYCDEHYDROG-RXN
read200	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read201	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read202	RXN-11316
read203	RXN-11333
read204	RXN-969
read205	S-2-HYDROXY-ACID-OXIDASE-RXN
read206	RXN-15300
read207	RXN-15851
read208	CHOLESTEROL-OXIDASE-RXN
read209	RXN-12778
read210	RXN-13689
read211	RXN0-6373
read212	GLYC3PDEHYDROG-RXN
read213	RXN-15740
read214	RXN-15745
read215	RXN0-5258-Yeast
read216	RXN0-5260
read217	RXNI-3
read218	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read219	RXN-11335
read220	RXN-11283
read221	RXN-11080
read222	RXN0-7230
read223	CHD-RXN
read224	1.1.99.28-RXN
read225	RXN-14204
read226	GLUCONATE-2-DEHYDROGENASE-RXN
read227	CHLORIDE-PEROXIDASE-RXN
read228	1.11.1.15-RXN
read229	RXN-8667
read230	CATAL-RXN
read231	CYTOCHROME-C-PEROXIDASE-RXN
read232	RXN66-1
read233	RXN-14189
read234	GLUTATHIONE-PEROXIDASE-RXN
read235	RXN-11820
read236	HYDROGEN-DEHYDROGENASE-RXN
read237	1.12.1.3-RXN
read238	1.12.5.1-RXN
read239	HYDROG-RXN
read240	RXN-16420
read241	RXN0-4141
read242	RXN0-5256
read243	CATECHOL-12-DIOXYGENASE-RXN
read244	RXN-8665
read245	CATECHOL-2-3-DIOXYGENASE-RXN
read246	RXN-13704
read247	RXN-11218
read248	CATECHOL-23-DIOXYGENASE-RXN
read249	RXN-11219
read250	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read251	RXN-10815
read252	RXN-9731
read253	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read254	RXN-10137
read255	RXN-16945
read256	GENTISATE-12-DIOXYGENASE-RXN
read257	RXN-16947
read258	1.13.11.49-RXN
read259	HOMOGENTISATE-12-DIOXYGENASE-RXN
read260	RXN-7973
read261	RXN-698
read262	RXN-7974
read263	R146-RXN
read264	R147-RXN
read265	1.13.11.6-RXN
read266	RXN-8771
read267	PROTOCATECHUATE-45-DIOXYGENASE-RXN
read268	RXN-10425
read269	1.13.11.9-RXN
read270	RXN-16322
read271	2-NITROPROPANE-DIOXYGENASE-RXN
read272	1.14.11.1-RXN
read273	RXN0-299
read274	1.14.11.2-RXN
read275	RXN0-984
read276	RXN-18739
read277	RXN0-986
read278	RXN0-7280
read279	RXN-12353
read280	RXN-18737
read281	RXN-18738
read282	R621-RXN
read283	RXN-9912
read284	RXN-10078
read285	SALICYLATE-1-MONOOXYGENASE-RXN
read286	RXN-10079
read287	RXN-9914
read288	RXN-9409
read289	RXN-9407
read290	RXN-9408
read291	RXN-10040
read292	MHPHYDROXY-RXN
read293	RXN0-2042
read294	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read295	RXN-2401
read296	CYCLOHEXANONE-MONOOXYGENASE-RXN
read297	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read298	RXN-10129
read299	RXN-10125
read300	PHENOL-2-MONOOXYGENASE-RXN
read301	RXN-10127
read302	RXN-10128
read303	RXN-10891
read304	R321-RXN
read305	1.14.13.84-RXN
read306	RXN-13129
read307	KYNURENINE-3-MONOOXYGENASE-RXN
read308	RXN66-600
read309	RXN66-597
read310	RXN66-591
read311	RXN-11056
read312	RXN-17627
read313	RXN66-598
read314	RXN-13064
read315	RXN66-595
read316	UNSPECIFIC-MONOOXYGENASE-RXN
read317	RXN66-599
read318	RXN66-596
read319	RXN-8872
read320	RXN66-169
read321	RXN66-163
read322	RXN-11057
read323	RXN66-181
read324	RXN66-146
read325	RXN-8630
read326	RXN66-161
read327	RXN66-589
read328	RXN-12717
read329	RXN0-6973
read330	RXN-13418
read331	RXN0-280
read332	RXN-15341
read333	RXN-8505
read334	ALKANE-1-MONOOXYGENASE-RXN
read335	RXN1F-357
read336	RXN66-569
read337	RXN-13907
read338	RXN-14206
read339	1.14.18.2-RXN
read340	RXN-10664
read341	1.14.19.1-RXN
read342	RXN-8389
read343	RXN-7903
read344	RXN-13426
read345	RXN-16065
read346	1.14.19.3-RXN
read347	RXN-16132
read348	RXN-17112
read349	RXN-10842
read350	RXN-12886
read351	RXN0-6444
read352	RXN-14430
read353	SUPEROX-DISMUT-RXN
read354	1.15.1.2-RXN
read355	RXN0-1483
read356	RXN-15294
read357	1.17.1.1-RXN
read358	RXN0-901
read359	RXN-7682
read360	RXN-14014
read361	NICOTINATE-DEHYDROGENASE-RXN
read362	ADPREDUCT-RXN
read363	RXN0-747
read364	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read365	RXN0-748
read366	UDPREDUCT-RXN
read367	CDPREDUCT-RXN
read368	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read369	GDPREDUCT-RXN
read370	RXN0-722
read371	1.17.4.2-RXN
read372	RXN0-882
read373	RXN-15878
read374	RXN-12104
read375	RUBREDOXIN--NAD+-REDUCTASE-RXN
read376	RXN-17897
read377	1.18.1.2-RXN
read378	RXN-12365
read379	FERREDOXIN--NAD+-REDUCTASE-RXN
read380	NITROGENASE-RXN
read381	RXN-13671
read382	ACETALD-DEHYDROG-RXN
read383	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read384	GAPOXNPHOSPHN-RXN
read385	RXN0-5293
read386	RXN-9958
read387	RXN-2902
read388	AMINOBUTDEHYDROG-RXN
read389	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read390	GLYCOLALD-DEHYDROG-RXN
read391	LACTALDDEHYDROG-RXN
read392	RXN-11213
read393	1.2.1.27-RXN
read394	RXN-17808
read395	RXN66-3
read396	RXN-16655
read397	RXN-14224
read398	RXN-37
read399	RXN6666-5
read400	RXN-9758
read401	RXN-10780
read402	RXN-10917
read403	R222-RXN
read404	RXN-16656
read405	RXN-14225
read406	RXN-3443
read407	RXN-16653
read408	RXN-10715
read409	RXN-10089
read410	RXN-10912
read411	RXN-4142
read412	RXN66-479
read413	RXN66-476
read414	RXN-14280
read415	RXN-16654
read416	RXN66-472
read417	ALDHDEHYDROG-RXN
read418	RXN-8837
read419	RXN-8831
read420	1.2.1.32-RXN
read421	N-ACETYLGLUTPREDUCT-RXN
read422	RXN-15006
read423	PHENDEHYD-RXN
read424	RXN-6002
read425	ALDXANAU-RXN
read426	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read427	RXN0-3962
read428	GLUTSEMIALDEHYDROG-RXN
read429	FORMALDEHYDE-DEHYDROGENASE-RXN
read430	CHMS-DEHYDROGENASE-RXN
read431	RXN-1241
read432	GLUTRNAREDUCT-RXN
read433	SUCCGLUALDDEHYD-RXN
read434	RXN-8891
read435	SUCCSEMIALDDEHYDROG-RXN
read436	BADH-RXN
read437	RXN-8527
read438	RXN-15728
read439	RXN-12736
read440	RXN-15729
read441	RXN-14116
read442	1.2.1.9-RXN
read443	RXNMETA-12672
read444	RXN0-1134
read445	2OXOGLUTDECARB-RXN
read446	KETOISOCAPROATE-RXN
read447	METHYLVALERATE-RXN
read448	1.2.4.4-RXN
read449	RXN-11496
read450	RXN-11496-YEAST
read451	PYRUFLAVREDUCT-RXN
read452	PYFLAVOXRE-RXN
read453	RXN-14474
read454	2-OXOGLUTARATE-SYNTHASE-RXN
read455	1.2.7.4-RXN
read456	1.2.7.5-RXN
read457	1.2.7.8-RXN
read458	RXN-982
read459	RXN-11189
read460	1.21.4.1-RXN
read461	RXN-7566
read462	1.21.4.4-RXN
read463	RXN-10620
read464	RXN0-6565
read465	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read466	RXN-9534
read467	ENOYL-ACP-REDUCT-NADPH-RXN
read468	RXN-9542
read469	RXN-9538
read470	RXN-9515
read471	RXN3O-5293
read472	RXN-9530
read473	RXN-9526
read474	RXN-9521
read475	RXN-8765
read476	PREPHENATEDEHYDROG-RXN
read477	OROTATE-REDUCTASE-NADH-RXN
read478	CORTISONE-ALPHA-REDUCTASE-RXN
read479	1.3.99.5-RXN
read480	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read481	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read482	RXN66-343
read483	DHBDEHYD-RXN
read484	2-ENOATE-REDUCTASE-RXN
read485	RXN-9891
read486	RXN-9885
read487	MALEYLACETATE-REDUCTASE-RXN
read488	CHLOROMALERED-RXN
read489	RXN-7911
read490	RXN-7835
read491	RXN-14776
read492	DIENOYLCOAREDUCT-RXN
read493	RXN-14790
read494	RXN-12521
read495	RXN-14715
read496	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read497	RXN-12558
read498	RXN-12559
read499	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read500	RXN-17524
read501	RXN-3766
read502	RXN-3562
read503	1.3.1.54-RXN
read504	DIMETHUROPORDEHYDROG-RXN
read505	RXN-11726
read506	RXN1G-488
read507	RXN-10657
read508	RXN-11482
read509	RXN-16632
read510	RXN-9663
read511	RXN-9660
read512	RXN-10661
read513	RXN0-2145
read514	RXN-9657
read515	RXN-16620
read516	RXN1G-395
read517	RXN-10062
read518	RXN1G-526
read519	RXN-9661
read520	RXN-9658
read521	RXN-16624
read522	RXN-9558
read523	ENOYL-ACP-REDUCT-NADH-RXN
read524	RXN-9635
read525	RXN-11478
read526	RXN-9662
read527	RXN-16628
read528	RXN-9659
read529	UDPNACETYLMURAMATEDEHYDROG-RXN
read530	RXN-11181
read531	RXN0-1461
read532	PROTOPORGENOXI-RXN
read533	RXN-18461
read534	RXN-15977
read535	RXN-17113
read536	RXN-14789
read537	RXN-14796
read538	RXN-16134
read539	RXN-14576
read540	RXN-11026
read541	RXN-12669
read542	RXN-18383
read543	RXN-10696
read544	RXN-14771
read545	RXN-10706
read546	RXN-12518
read547	RXN-14775
read548	RXN-14785
read549	RXN-10707
read550	RXN-15378
read551	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read552	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read553	RXN-14971
read554	RXN0-6491
read555	RXN0-6554
read556	DIHYDROOROTATE-DEHYDROGENASE-RXN
read557	RXN-14963
read558	R601-RXN
read559	RXN-14970
read560	1.3.99.15-RXN
read561	OHBENZCOARED-RXN
read562	PROPCOASYN-RXN
read563	RXN-13449
read564	BUTYRYL-COA-DEHYDROGENASE-RXN
read565	RXN0-2301
read566	GLUTARYL-COA-DEHYDROGENASE-RXN
read567	RXN-14262
read568	RXN-11734
read569	RXN-14278
read570	RXN-14229
read571	RXN-13615
read572	RXN-9929
read573	1.3.99.16-RXN
read574	1.3.99.23-RXN
read575	RXN-12411
read576	RXN-12247
read577	RXN-12410
read578	RXN-12414
read579	2-FUROYL-COA-DEHYDROGENASE-RXN
read580	ALANINE-DEHYDROGENASE-RXN
read581	1.4.1.11-RXN
read582	GLUTAMATESYN-RXN
read583	GLUTAMATE-SYNTHASE-NADH-RXN
read584	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read585	GLUTAMATE-DEHYDROGENASE-RXN
read586	1.4.1.21-RXN
read587	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read588	GLUTDEHYD-RXN
read589	ILEDEAMINE-RXN
read590	LEUCINE-DEHYDROGENASE-RXN
read591	L-ASPARTATE-OXID-RXN
read592	1.4.3.19-RXN
read593	RXN-8672
read594	RXN-17951
read595	RXN-8673
read596	RXN-8674
read597	AMACETOXID-RXN
read598	RXN-9597
read599	AMINEPHEN-RXN
read600	AMINEOXID-RXN
read601	RXN-10910
read602	RXN-10907
read603	RXN-5821
read604	RXN-10908
read605	RXN-9598
read606	RXN-10817
read607	RXN-10778
read608	RXN-1
read609	RXN6666-4
read610	RXN-11067
read611	RXN-10913
read612	RXN-1401
read613	PNPOXI-RXN
read614	PMPOXI-RXN
read615	GCVP-RXN
read616	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read617	RXN-7563
read618	RXN66-546
read619	PYRROLINECARBREDUCT-RXN
read620	1.5.1.20-RXN
read621	1.5.1.25-RXN
read622	1.5.1.28-RXN
read623	RXN-19329
read624	DIHYDROFOLATEREDUCT-RXN
read625	RXN-18357
read626	1.1.1.253-RXN
read627	RXN-14245
read628	RXN-13909
read629	1.5.1.34-RXN
read630	RXN-12446
read631	RXN-12444
read632	FMNREDUCT-RXN
read633	METHYLENETHFDEHYDROG-NADP-RXN
read634	1.5.1.7-RXN
read635	SARCOX-RXN
read636	1.5.5.1-RXN-YEAST
read637	RXN66-550
read638	RXN0-7008
read639	RXN-14903
read640	1.5.8.1-RXN
read641	1.5.8.2-RXN
read642	METHELENE-THMPT-OXI-RXN
read643	PYRNUTRANSHYDROGEN-RXN
read644	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
read645	NQOR-RXN
read646	RXN-19671
read647	RXN-12303
read648	QOR-RXN
read649	NADH-DEHYDROGENASE-RXN
read650	RXN0-4022
read651	RXN-13854
read652	GMP-REDUCT-RXN
read653	NITRITE-REDUCTASE-CYTOCHROME-RXN
read654	RXN-15838
read655	RXN-18605
read656	1.7.2.2-RXN
read657	RXN-19619
read658	RXN-19618
read659	RXN-19617
read660	1.7.2.3-RXN
read661	RXN-12130
read662	NITRIC-OXIDE-REDUCTASE-RXN
read663	URATE-OXIDASE-RXN
read664	FERREDOXIN--NITRITE-REDUCTASE-RXN
read665	HYDROXYLAMINE-REDUCTASE-RXN
read666	1.8.1.15-RXN
read667	SULFITE-REDUCT-RXN
read668	RXN-7719
read669	RXN0-1132
read670	RXN-8629
read671	1.8.1.4-RXN
read672	RXN-7716
read673	GLUTATHIONE-REDUCT-NADPH-RXN
read674	1.6.4.4-RXN
read675	THIOREDOXIN-REDUCT-NADPH-RXN
read676	RXN-8156
read677	RXN-8668
read678	1.8.4.12-RXN
read679	1.8.4.8-RXN
read680	1.8.5.2-RXN
read681	DIMESULFREDUCT-RXN
read682	RXN-20076
read683	SULFITE-REDUCTASE-FERREDOXIN-RXN
read684	1.8.98.1-RXN
read685	ADENYLYLSULFATE-REDUCTASE-RXN
read686	RXN-11944
read687	RXN-17803
read688	RXN-17805
read689	HYDROGENSULFITE-REDUCTASE-RXN
read690	CYTOCHROME-C-OXIDASE-RXN
read691	RXN-15830
read692	TDCEACT-RXN
read693	RXN0-2101
read694	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read695	MMUM-RXN
read696	RXN-13403
read697	HOMOCYSMETB12-RXN
read698	2.1.1.130-RXN
read699	2.1.1.131-RXN
read700	2.1.1.132-RXN
read701	2.1.1.133-RXN
read702	HOMOCYSMET-RXN
read703	RXN-12730
read704	RXN0-2441
read705	RXN-8850
read706	2.1.1.151-RXN
read707	RXN-8760
read708	R322-RXN
read709	RXN-13404
read710	RXN-13405
read711	RXN-9220
read712	RXN-9366
read713	RXN-11046
read714	RXN-9363
read715	RXN-9205
read716	RXN-19667
read717	RXN-9361
read718	RXN-14177
read719	RXN-9362
read720	RXN-9191
read721	ADOMET-DMK-METHYLTRANSFER-RXN
read722	RXN-11845
read723	2.1.1.17-RXN
read724	RXN-11578
read725	RXN0-6515
read726	RXN-11576
read727	RXN-11574
read728	RXN-11591
read729	RXN-11592
read730	RXN-11596
read731	RXN-11633
read732	RXN-11597
read733	RXN-11588
read734	RXN-11573
read735	RXN-11600
read736	RXN-11601
read737	RXN-11602
read738	RXN-11586
read739	RXN-11598
read740	RXN-8764
read741	RXN-8766
read742	RXN-11475
read743	RXN-11637
read744	RXN-11638
read745	RXN-11866
read746	RXN-11867
read747	RXN-11754
read748	RXN3O-54
read749	RXN-9235
read750	RXN-9242
read751	RXN-14296
read752	RXN-9227
read753	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read754	RXN-11865
read755	RXN-11860
read756	RXN-12472
read757	RXN-12469
read758	RXN-12466
read759	RXN-12160
read760	RXN-9225
read761	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read762	RXN-9233
read763	RXN-9240
read764	RXN-12480
read765	RXN-12463
read766	RXN-12462
read767	RXN-12458
read768	RXN-14517
read769	RXN0-6731
read770	RXN-12908
read771	RXN-8102
read772	METHCOCLTH-RXN
read773	RXN-17760
read774	RXN0-6950
read775	RXN0-6998
read776	RXN-8762
read777	RXN-8767
read778	RXN-14992
read779	RXN0-1241
read780	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read781	2.1.1.34-RXN
read782	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read783	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read784	2.1.1.44-RXN
read785	RXN-14437
read786	RXN-14438
read787	RXN-14431
read788	THYMIDYLATESYN-RXN
read789	RXN0-5144
read790	2.1.1.63-RXN
read791	RXN-17824
read792	RXN-9237
read793	RXN-11758
read794	DHHB-METHYLTRANSFER-RXN
read795	2.1.1.64-RXN
read796	RXN-9229
read797	RXN3O-102
read798	RXN-14293
read799	THIOPURINE-S-METHYLTRANSFERASE-RXN
read800	2.1.1.71-RXN
read801	RXN4FS-2
read802	2.1.1.72-RXN
read803	2.1.1.74-RXN
read804	2.1.1.77-RXN
read805	RXN1G-2544
read806	2.1.1.79-RXN
read807	RXN-7421
read808	RXN1G-3641
read809	CHER-RXN
read810	2.1.1.90-RXN
read811	RXN-8095
read812	GLYOHMETRANS-RXN
read813	GCVT-RXN
read814	RXN-15635
read815	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read816	GART-RXN
read817	AICARTRANSFORM-RXN
read818	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read819	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read820	RXN-9778
read821	ASPCARBTRANS-RXN
read822	ORNCARBAMTRANSFER-RXN
read823	RXN-13482
read824	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read825	GLYCINE-AMIDINOTRANSFERASE-RXN
read826	RXN-8348
read827	1TRANSKETO-RXN
read828	2TRANSKETO-RXN
read829	TRANSALDOL-RXN
read830	ACETOOHBUTSYN-RXN
read831	ACETOLACTSYN-RXN
read832	DXS-RXN
read833	2.5.1.64-RXN
read834	RXN0-6948
read835	N-ACETYLTRANSFER-RXN
read836	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read837	RXN-7561
read838	TETHYDPICSUCC-RXN
read839	2.3.1.118-RXN
read840	RXN0-1133
read841	DIHYDLIPACETRANS-RXN
read842	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read843	RXN-17018
read844	RXN-17016
read845	RXN-17017
read846	RXN-10462
read847	RXN-15045
read848	RXN-13805
read849	RXN-16117
read850	RXN-16024
read851	RXN-1381
read852	2.3.1.157-RXN
read853	METHYLACETOACETYLCOATHIOL-RXN
read854	RXN-17787
read855	RXN-17116
read856	RXN-12561
read857	RXN-10701
read858	RXN-14277
read859	RXN-20153
read860	RXN-14274
read861	RXN-17778
read862	RXN-13617
read863	RXN-17791
read864	RXN-14799
read865	RXN-12565
read866	RXN-16137
read867	RXN-14793
read868	RXN-10699
read869	RXN-17782
read870	RXN-14774
read871	RXN-11246
read872	RXN-17795
read873	RXN-14803
read874	RXN-14268
read875	RXN-19804
read876	KETOACYLCOATHIOL-RXN
read877	RXN-19800
read878	RXN-12751
read879	ACETYL-COA-ACETYLTRANSFER-RXN
read880	RXN-10700
read881	RXN-17799
read882	RXN-12710
read883	RXN-14788
read884	RXN-14394
read885	RXN-8809
read886	2.3.1.164-RXN
read887	MBCOA-DHLIPOAMIDE-RXN
read888	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read889	2.3.1.168-RXN
read890	ACETYLSYNCLTH-RXN
read891	RXN-10086
read892	RXN-3641
read893	R102-RXN
read894	RXN-9516
read895	RXN-16625
read896	3-OXOACYL-ACP-SYNTH-BASE-RXN
read897	RXN-9531
read898	RXN-10654
read899	RXN1G-460
read900	RXN-11479
read901	RXN-9527
read902	RXN-16615
read903	2.3.1.41-RXN
read904	RXN-9523
read905	RXN-16629
read906	2.3.1.179-RXN
read907	3-OXOACYL-ACP-SYNTH-RXN
read908	RXN-9535
read909	RXN-10658
read910	RXN3O-1803
read911	RXN0-2141
read912	RXN-9539
read913	RXN-16621
read914	RXN-8391
read915	RXN-11474
read916	GALACTOACETYLTRAN-RXN
read917	2.3.1.180-RXN
read918	RXN-13037
read919	RXN0-947
read920	RXN-7743
read921	RXN-9382
read922	RXN-10837
read923	RXN-10022
read924	RXN-10026
read925	RXN-10023
read926	RXN-10024
read927	RXN-10020
read928	2.3.1.184-RXN
read929	RXN-10025
read930	RXN-9729
read931	RXN1G-4
read932	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read933	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read934	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
read935	RXN-13589
read936	RXN-10000
read937	RXN-13253
read938	RXN-13613
read939	RXN0-6512
read940	RXN-14718
read941	RXN-14719
read942	RXN-14570
read943	LAUROYLACYLTRAN-RXN
read944	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read945	AKBLIG-RXN
read946	SERINE-O-ACETTRAN-RXN
read947	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read948	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read949	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
