read0	RXN-7700
read70	SHIKIMATE-5-DEHYDROGENASE-RXN
read71	GLYCOLATE-REDUCTASE-RXN
read72	1.1.1.261-RXN
read73	RXN-13179
read74	1.1.1.264-RXN
read75	L-IDONATE-2-DEHYDROGENASE-RXN
read76	DXPREDISOM-RXN
read77	L-LACTATE-DEHYDROGENASE-RXN
read78	1.1.1.271-RXN
read79	RXN-16003
read80	DLACTDEHYDROGNAD-RXN
read81	RXN-2962
read82	RXN-17884
read83	GLYCERATE-DEHYDROGENASE-RXN
read84	ERYTHRON4PDEHYDROG-RXN
read85	1.1.1.292-RXN
read86	HOMOSERDEHYDROG-RXN
read87	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read88	RXN-10841
read89	RXN-14171
read90	RXN-10057
read91	RXN-11036
read92	RXN-11032
read93	RXN-18814
read94	1.2.1.66-RXN
read95	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read96	RXN-11689
read97	RXN-1884
read98	RXN-13069
read99	RXN-11081
read100	RXN-13585
read101	UDPMANNACADEHYDROG-RXN
read102	RXN-11690
read103	RXN-3341
read104	RXN0-7020
read105	RXN-16133
read106	RXN-10698
read107	RXN-17781
read108	RXN-11245
read109	RXN-17794
read110	RXN-12705
read111	RXN-12570
read112	OHACYL-COA-DEHYDROG-RXN
read113	RXN-19803
read114	RXN0-2044
read115	RXN-10702
read116	RXN-12750
read117	RXN-17798
read118	RXN-10703
read119	RXN-17786
read120	RXN-12490
read121	RXN-17777
read122	RXN-11662
read123	RXN-17790
read124	RXN-13279
read125	RXN-5901
read126	RXN-12560
read127	RXN-14819
read128	RXN-14994
read129	RXN-14148
read130	MALATE-DEH-RXN
read131	RXN-13779
read132	1.1.1.39-RXN
read133	RXN-15920
read134	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read135	MALIC-NADP-RXN
read136	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read137	ISOCITDEH-RXN
read138	RXN-9952
read139	GLUCOSE-1-DEHYDROGENASE-RXN
read140	GALACTODEHYDROG-RXN
read141	GLU6PDEHYDROG-RXN
read142	RIBITOL-2-DEHYDROGENASE-RXN
read143	MANNONOXIDOREDUCT-RXN
read144	ALTRO-OXIDOREDUCT-RXN
read145	GLYCDEH-RXN
read146	TSA-REDUCT-RXN
read147	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read148	MANNITOL-2-DEHYDROGENASE-RXN
read149	GLUCONATE-5-DEHYDROGENASE-RXN
read150	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read151	GLYCOLALDREDUCT-RXN
read152	LACTALDREDUCT-RXN
read153	RXN-8641
read154	GLYOXYLATE-REDUCTASE-NADP+-RXN
read155	HYDROXYPYRUVATE-REDUCTASE-RXN
read156	1.1.1.83-RXN
read157	RXN-13158
read158	RXNQT-4178
read159	RXNQT-4174
read160	RXNQT-4171
read161	RXNQT-4168
read162	RXNQT-4165
read163	RXN-14986
read164	ACETOOHBUTREDUCTOISOM-RXN
read165	ACETOLACTREDUCTOISOM-RXN
read166	RXN-19387
read167	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read168	RXN0-5141
read169	TARTRATE-DEHYDROGENASE-RXN
read170	RXN-8643
read171	GLYC3PDEHYDROGBIOSYN-RXN
read172	PGLYCDEHYDROG-RXN
read173	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read174	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read175	RXN-2861
read176	RXN-11332
read177	MOXXANAU-RXN
read178	RXN-11333
read179	RXN-969
read180	S-2-HYDROXY-ACID-OXIDASE-RXN
read181	CHOLESTEROL-OXIDASE-RXN
read182	RXN-12778
read183	RXN-13689
read184	RXN0-6373
read185	GLYC3PDEHYDROG-RXN
read186	RXN-15740
read187	RXN-15745
read188	RXN0-5258-Yeast
read189	RXN0-5260
read190	RXNI-3
read191	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read192	RXN-11283
read193	RXN-11080
read194	RXN0-7230
read195	CHD-RXN
read196	1.1.99.28-RXN
read197	RXN-14204
read198	GLUCONATE-2-DEHYDROGENASE-RXN
read199	CHLORIDE-PEROXIDASE-RXN
read200	1.11.1.15-RXN
read201	RXN-11813
read202	RXN-8667
read203	CATAL-RXN
read204	CYTOCHROME-C-PEROXIDASE-RXN
read205	RXN66-1
read206	RXN-14189
read207	GLUTATHIONE-PEROXIDASE-RXN
read208	1.12.1.3-RXN
read209	1.12.5.1-RXN
read210	HYDROG-RXN
read211	RXN-16420
read212	RXN0-4141
read213	RXN0-5256
read214	CATECHOL-12-DIOXYGENASE-RXN
read215	RXN-8665
read216	CATECHOL-2-3-DIOXYGENASE-RXN
read217	RXN-13704
read218	RXN-11218
read219	CATECHOL-23-DIOXYGENASE-RXN
read220	RXN-11219
read221	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read222	RXN-10815
read223	RXN-9731
read224	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read225	RXN-10137
read226	1.13.11.49-RXN
read227	HOMOGENTISATE-12-DIOXYGENASE-RXN
read228	1.13.11.6-RXN
read229	RXN-8771
read230	1.13.11.9-RXN
read231	RXN-16322
read232	2-NITROPROPANE-DIOXYGENASE-RXN
read233	RXN0-299
read234	1.14.11.2-RXN
read235	RXN0-984
read236	RXN-18739
read237	RXN0-986
read238	RXN0-7280
read239	RXN-12353
read240	RXN-18737
read241	RXN-18738
read242	R621-RXN
read243	RXN-9912
read244	RXN-10078
read245	SALICYLATE-1-MONOOXYGENASE-RXN
read246	RXN-10079
read247	RXN-9914
read248	RXN-9409
read249	RXN-9407
read250	RXN-9408
read251	RXN-10040
read252	MHPHYDROXY-RXN
read253	RXN0-2042
read254	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read255	RXN-2401
read256	CYCLOHEXANONE-MONOOXYGENASE-RXN
read257	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read258	RXN-13191
read259	RXN-10891
read260	R321-RXN
read261	RXN66-600
read262	RXN66-597
read263	RXN66-591
read264	RXN-11056
read265	RXN-17627
read266	RXN66-598
read267	RXN-13064
read268	RXN66-595
read269	UNSPECIFIC-MONOOXYGENASE-RXN
read270	RXN66-599
read271	RXN66-596
read272	RXN-8872
read273	RXN66-169
read274	RXN66-163
read275	RXN-11057
read276	RXN66-181
read277	RXN66-146
read278	RXN-8630
read279	RXN66-161
read280	RXN66-589
read281	RXN0-6973
read282	RXN-13418
read283	RXN0-280
read284	RXN-15341
read285	RXN-8505
read286	RXN66-569
read287	RXN-13907
read288	RXN-14206
read289	1.14.18.2-RXN
read290	RXN-10664
read291	1.14.19.1-RXN
read292	RXN-13426
read293	RXN-16065
read294	1.14.19.3-RXN
read295	RXN-16132
read296	RXN-17112
read297	RXN-10842
read298	RXN-12886
read299	RXN0-6444
read300	RXN-14430
read301	SUPEROX-DISMUT-RXN
read302	1.15.1.2-RXN
read303	RXN0-1483
read304	RXN-15294
read305	RXN0-901
read306	RXN-7682
read307	RXN-14014
read308	ADPREDUCT-RXN
read309	RXN0-747
read310	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read311	RXN0-748
read312	UDPREDUCT-RXN
read313	CDPREDUCT-RXN
read314	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read315	GDPREDUCT-RXN
read316	RXN0-722
read317	1.17.4.2-RXN
read318	RXN0-882
read319	RXN-15878
read320	RXN-12104
read321	RUBREDOXIN--NAD+-REDUCTASE-RXN
read322	RXN-17897
read323	1.18.1.2-RXN
read324	RXN-12365
read325	FERREDOXIN--NAD+-REDUCTASE-RXN
read326	NITROGENASE-RXN
read327	RXN-13671
read328	ACETALD-DEHYDROG-RXN
read329	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read330	GAPOXNPHOSPHN-RXN
read331	RXN0-5293
read332	RXN-9958
read333	RXN-2902
read334	AMINOBUTDEHYDROG-RXN
read335	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read336	GLYCOLALD-DEHYDROG-RXN
read337	LACTALDDEHYDROG-RXN
read338	RXN-11213
read339	1.2.1.27-RXN
read340	RXN-17808
read341	RXN66-3
read342	RXN-16655
read343	RXN-14224
read344	RXN-37
read345	RXN6666-5
read346	RXN-9758
read347	RXN-10780
read348	RXN-10917
read349	R222-RXN
read350	RXN-16656
read351	RXN-14225
read352	RXN-3443
read353	RXN-16653
read354	RXN-10715
read355	RXN-10089
read356	RXN-10912
read357	RXN-4142
read358	RXN66-479
read359	RXN66-476
read360	RXN-14280
read361	RXN-16654
read362	RXN66-472
read363	ALDHDEHYDROG-RXN
read364	1.2.1.31-RXN
read365	ALLYSINE-DEHYDROG-RXN
read366	N-ACETYLGLUTPREDUCT-RXN
read367	RXN-15006
read368	RXN-6002
read369	ALDXANAU-RXN
read370	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read371	RXN0-3962
read372	GLUTSEMIALDEHYDROG-RXN
read373	FORMALDEHYDE-DEHYDROGENASE-RXN
read374	RXN-1241
read375	GLUTRNAREDUCT-RXN
read376	SUCCGLUALDDEHYD-RXN
read377	RXN-8891
read378	SUCCSEMIALDDEHYDROG-RXN
read379	BADH-RXN
read380	RXN-15728
read381	RXN-12736
read382	RXN-15729
read383	RXN-14116
read384	1.2.1.9-RXN
read385	RXNMETA-12672
read386	RXN0-1134
read387	2OXOGLUTDECARB-RXN
read388	KETOISOCAPROATE-RXN
read389	METHYLVALERATE-RXN
read390	1.2.4.4-RXN
read391	RXN-11496
read392	RXN-11496-YEAST
read393	PYRUFLAVREDUCT-RXN
read394	PYFLAVOXRE-RXN
read395	RXN-14474
read396	2-OXOGLUTARATE-SYNTHASE-RXN
read397	1.2.7.4-RXN
read398	1.2.7.8-RXN
read399	RXN-982
read400	RXN-11189
read401	1.21.4.1-RXN
read402	RXN-7566
read403	1.21.4.4-RXN
read404	RXN-10620
read405	RXN0-6565
read406	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read407	RXN-9534
read408	ENOYL-ACP-REDUCT-NADPH-RXN
read409	RXN-9542
read410	RXN-9538
read411	RXN-9515
read412	RXN3O-5293
read413	RXN-9530
read414	RXN-9526
read415	RXN-9521
read416	RXN-8765
read417	PREPHENATEDEHYDROG-RXN
read418	OROTATE-REDUCTASE-NADH-RXN
read419	CORTISONE-ALPHA-REDUCTASE-RXN
read420	1.3.99.5-RXN
read421	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read422	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read423	RXN66-343
read424	2-ENOATE-REDUCTASE-RXN
read425	RXN-7911
read426	RXN-7835
read427	RXN-14776
read428	DIENOYLCOAREDUCT-RXN
read429	RXN-14790
read430	RXN-12521
read431	RXN-14715
read432	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read433	RXN-12558
read434	RXN-12559
read435	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read436	RXN-17524
read437	1.3.1.54-RXN
read438	RXN-11696
read439	RXN-5286
read440	RXN1F-72
read441	DIMETHUROPORDEHYDROG-RXN
read442	RXN-10625
read443	RXN-17428
read444	RXN-8957
read445	RXN-18384
read446	RXN-11726
read447	RXN1G-488
read448	RXN-10657
read449	RXN-11482
read450	RXN-16632
read451	RXN-9663
read452	RXN-9660
read453	RXN-10661
read454	RXN0-2145
read455	RXN-9657
read456	RXN-16620
read457	RXN1G-395
read458	RXN-10062
read459	RXN1G-526
read460	RXN-9661
read461	RXN-9658
read462	RXN-16624
read463	RXN-9558
read464	ENOYL-ACP-REDUCT-NADH-RXN
read465	RXN-9635
read466	RXN-11478
read467	RXN-9662
read468	RXN-16628
read469	RXN-9659
read470	UDPNACETYLMURAMATEDEHYDROG-RXN
read471	RXN-11181
read472	RXN0-1461
read473	PROTOPORGENOXI-RXN
read474	RXN-18461
read475	RXN-15977
read476	RXN-17113
read477	RXN-14789
read478	RXN-14796
read479	RXN-16134
read480	RXN-14576
read481	RXN-11026
read482	RXN-12669
read483	RXN-18383
read484	RXN-10696
read485	RXN-14771
read486	RXN-10706
read487	RXN-12518
read488	RXN-14775
read489	RXN-14785
read490	RXN-10707
read491	RXN-15378
read492	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read493	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read494	RXN-14971
read495	RXN0-6491
read496	RXN0-6554
read497	DIHYDROOROTATE-DEHYDROGENASE-RXN
read498	RXN-14963
read499	R601-RXN
read500	RXN-14970
read501	RXN-17485
read502	RXN-11902
read503	PROPCOASYN-RXN
read504	RXN-13449
read505	BUTYRYL-COA-DEHYDROGENASE-RXN
read506	RXN0-2301
read507	GLUTARYL-COA-DEHYDROGENASE-RXN
read508	RXN-14262
read509	RXN-11734
read510	RXN-14278
read511	RXN-14229
read512	RXN-13615
read513	RXN-9929
read514	1.3.99.16-RXN
read515	RXN-12411
read516	RXN-11647
read517	RXN-12247
read518	RXN-12410
read519	RXN-12414
read520	RXN-14236
read521	2-FUROYL-COA-DEHYDROGENASE-RXN
read522	ALANINE-DEHYDROGENASE-RXN
read523	1.4.1.11-RXN
read524	GLUTAMATESYN-RXN
read525	GLUTAMATE-SYNTHASE-NADH-RXN
read526	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read527	GLUTAMATE-DEHYDROGENASE-RXN
read528	1.4.1.21-RXN
read529	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read530	GLUTDEHYD-RXN
read531	ILEDEAMINE-RXN
read532	LEUCINE-DEHYDROGENASE-RXN
read533	L-ASPARTATE-OXID-RXN
read534	1.4.3.19-RXN
read535	RXN-8672
read536	RXN-17951
read537	RXN-8673
read538	RXN-8674
read539	AMACETOXID-RXN
read540	RXN-9597
read541	AMINEPHEN-RXN
read542	AMINEOXID-RXN
read543	RXN-10910
read544	RXN-10907
read545	RXN-5821
read546	RXN-10908
read547	RXN-9598
read548	RXN-10817
read549	RXN-10778
read550	RXN-1
read551	RXN6666-4
read552	RXN-11067
read553	RXN-10913
read554	RXN-1401
read555	PNPOXI-RXN
read556	PMPOXI-RXN
read557	GCVP-RXN
read558	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read559	RXN-7563
read560	RXN66-546
read561	PYRROLINECARBREDUCT-RXN
read562	1.5.1.20-RXN
read563	1.5.1.25-RXN
read564	1.5.1.28-RXN
read565	RXN-19329
read566	DIHYDROFOLATEREDUCT-RXN
read567	RXN-18357
read568	RXN-14245
read569	RXN-13909
read570	1.5.1.34-RXN
read571	RXN-12444
read572	FMNREDUCT-RXN
read573	RXN-10029
read574	METHYLENETHFDEHYDROG-NADP-RXN
read575	1.5.1.7-RXN
read576	SARCOX-RXN
read577	1.5.5.1-RXN-YEAST
read578	RXN66-550
read579	RXN0-7008
read580	RXN-14903
read581	1.5.8.1-RXN
read582	1.5.8.2-RXN
read583	METHELENE-THMPT-OXI-RXN
read584	PYRNUTRANSHYDROGEN-RXN
read585	NQOR-RXN
read586	RXN-19671
read587	RXN-12303
read588	QOR-RXN
read589	NADH-DEHYDROGENASE-RXN
read590	RXN0-4022
read591	RXN-13854
read592	GMP-REDUCT-RXN
read593	NITRITE-REDUCTASE-CYTOCHROME-RXN
read594	RXN-15838
read595	RXN-18605
read596	1.7.2.2-RXN
read597	RXN-19619
read598	RXN-19618
read599	RXN-19617
read600	1.7.2.3-RXN
read601	NITRIC-OXIDE-REDUCTASE-RXN
read602	URATE-OXIDASE-RXN
read603	FERREDOXIN--NITRITE-REDUCTASE-RXN
read604	HYDROXYLAMINE-REDUCTASE-RXN
read605	1.8.1.15-RXN
read606	SULFITE-REDUCT-RXN
read607	RXN-7719
read608	RXN0-1132
read609	RXN-8629
read610	1.8.1.4-RXN
read611	RXN-7716
read612	GLUTATHIONE-REDUCT-NADPH-RXN
read613	1.6.4.4-RXN
read614	THIOREDOXIN-REDUCT-NADPH-RXN
read615	RXN-8668
read616	1.8.4.12-RXN
read617	1.8.4.8-RXN
read618	1.8.5.2-RXN
read619	DIMESULFREDUCT-RXN
read620	RXN-20076
read621	SULFITE-REDUCTASE-FERREDOXIN-RXN
read622	1.8.98.1-RXN
read623	ADENYLYLSULFATE-REDUCTASE-RXN
read624	CYTOCHROME-C-OXIDASE-RXN
read625	RXN-15830
read626	TDCEACT-RXN
read627	RXN0-2101
read628	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read629	MMUM-RXN
read630	RXN-13403
read631	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read632	HOMOCYSMETB12-RXN
read633	2.1.1.130-RXN
read634	2.1.1.131-RXN
read635	2.1.1.132-RXN
read636	2.1.1.133-RXN
read637	HOMOCYSMET-RXN
read638	RXN-12730
read639	RXN0-2441
read640	RXN-8850
read641	2.1.1.151-RXN
read642	RXN-8760
read643	R322-RXN
read644	RXN-9220
read645	RXN-9366
read646	RXN-11046
read647	RXN-9363
read648	RXN-9205
read649	RXN-19667
read650	RXN-9361
read651	RXN-14177
read652	RXN-9362
read653	RXN-9191
read654	ADOMET-DMK-METHYLTRANSFER-RXN
read655	RXN-11845
read656	2.1.1.17-RXN
read657	RXN-11578
read658	RXN0-6515
read659	RXN-11576
read660	RXN-11574
read661	RXN-11591
read662	RXN-11592
read663	RXN-11596
read664	RXN-11633
read665	RXN-11597
read666	RXN-11588
read667	RXN-11573
read668	RXN-11601
read669	RXN-11602
read670	RXN-11586
read671	RXN-11598
read672	RXN-8764
read673	RXN-8766
read674	RXN-11475
read675	RXN-11637
read676	RXN-11638
read677	RXN-11754
read678	RXN3O-54
read679	RXN-9235
read680	RXN-9242
read681	RXN-14296
read682	RXN-9227
read683	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read684	RXN-11865
read685	RXN-11860
read686	RXN-10669
read687	RXN-12472
read688	RXN-12469
read689	RXN-12466
read690	RXN-12160
read691	RXN-9225
read692	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read693	RXN-9233
read694	RXN-9240
read695	RXN-12480
read696	RXN-12463
read697	RXN-12462
read698	RXN-12458
read699	RXN-14517
read700	RXN0-6731
read701	RXN-12908
read702	RXN-8096
read703	METHCOCLTH-RXN
read704	RXN-17760
read705	RXN0-6950
read706	RXN0-6998
read707	RXN-8762
read708	RXN-8767
read709	RXN-14992
read710	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read711	2.1.1.34-RXN
read712	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read713	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read714	2.1.1.44-RXN
read715	RXN-14437
read716	RXN-14438
read717	RXN-14431
read718	THYMIDYLATESYN-RXN
read719	2.1.1.63-RXN
read720	RXN-17824
read721	RXN-9237
read722	RXN-11758
read723	DHHB-METHYLTRANSFER-RXN
read724	2.1.1.64-RXN
read725	RXN-9229
read726	RXN3O-102
read727	RXN-14293
read728	2.1.1.71-RXN
read729	RXN4FS-2
read730	2.1.1.72-RXN
read731	2.1.1.74-RXN
read732	2.1.1.77-RXN
read733	RXN1G-2544
read734	2.1.1.79-RXN
read735	RXN-7421
read736	RXN1G-3641
read737	CHER-RXN
read738	GLYOHMETRANS-RXN
read739	GCVT-RXN
read740	RXN-15635
read741	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read742	GART-RXN
read743	AICARTRANSFORM-RXN
read744	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read745	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read746	2.1.3.1-RXN
read747	RXN-9778
read748	ASPCARBTRANS-RXN
read749	ORNCARBAMTRANSFER-RXN
read750	RXN-13482
read751	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read752	GLYCINE-AMIDINOTRANSFERASE-RXN
read753	RXN-8348
read754	1TRANSKETO-RXN
read755	2TRANSKETO-RXN
read756	TRANSALDOL-RXN
read757	ACETOOHBUTSYN-RXN
read758	ACETOLACTSYN-RXN
read759	DXS-RXN
read760	2.5.1.64-RXN
read761	RXN0-6948
read762	N-ACETYLTRANSFER-RXN
read763	2.3.1.101-RXN
read764	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read765	RXN-7561
read766	TETHYDPICSUCC-RXN
read767	2.3.1.118-RXN
read768	RXN0-1133
read769	DIHYDLIPACETRANS-RXN
read770	RXN1G-874
read771	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read772	RXN-17018
read773	RXN-17016
read774	RXN-17017
read775	RXN-10462
read776	RXN-15045
read777	RXN-13805
read778	RXN-16117
read779	RXN-16024
read780	RXN-1381
read781	2.3.1.157-RXN
read782	METHYLACETOACETYLCOATHIOL-RXN
read783	RXN-17787
read784	RXN-17116
read785	RXN-12561
read786	RXN-10701
read787	RXN-14277
read788	RXN-20153
read789	RXN-14274
read790	RXN-17778
read791	RXN-13617
read792	RXN-17791
read793	RXN-14799
read794	RXN-12565
read795	RXN-16137
read796	RXN-14793
read797	RXN-10699
read798	RXN-17782
read799	RXN-14774
read800	RXN-11246
read801	RXN-17795
read802	RXN-14803
read803	RXN-14268
read804	RXN-19804
read805	KETOACYLCOATHIOL-RXN
read806	RXN-19800
read807	RXN-12751
read808	ACETYL-COA-ACETYLTRANSFER-RXN
read809	RXN-10700
read810	RXN-17799
read811	RXN-12710
read812	RXN-14788
read813	RXN-14394
read814	RXN-8809
read815	2.3.1.164-RXN
read816	MBCOA-DHLIPOAMIDE-RXN
read817	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read818	2.3.1.168-RXN
read819	ACETYLSYNCLTH-RXN
read820	R102-RXN
read821	RXN-9516
read822	RXN-16625
read823	3-OXOACYL-ACP-SYNTH-BASE-RXN
read824	RXN-9531
read825	RXN-10654
read826	RXN1G-460
read827	RXN-11479
read828	RXN-9527
read829	RXN-16615
read830	2.3.1.41-RXN
read831	RXN-9523
read832	RXN-16629
read833	2.3.1.179-RXN
read834	3-OXOACYL-ACP-SYNTH-RXN
read835	RXN-9535
read836	RXN-10658
read837	RXN3O-1803
read838	RXN0-2141
read839	RXN-9539
read840	RXN-16621
read841	RXN-8391
read842	RXN-11474
read843	GALACTOACETYLTRAN-RXN
read844	2.3.1.180-RXN
read845	RXN-13037
read846	RXN0-947
read847	RXN-7743
read848	RXN-9382
read849	RXN-10837
read850	RXN-9729
read851	RXN1G-4
read852	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read853	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read854	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
read855	RXN-13589
read856	RXN-10000
read857	RXN-14718
read858	RXN-14719
read859	RXN-14570
read860	LAUROYLACYLTRAN-RXN
read861	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read862	AKBLIG-RXN
read863	SERINE-O-ACETTRAN-RXN
read864	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read865	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read866	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read867	MALONYL-COA-ACP-TRANSACYL-RXN
read868	ACYLGPEACYLTRANS-RXN
read869	RXN-9652
read870	RXN-9648
read871	RXN1G-499
read872	RXN-9653
read873	RXN-9650
read874	RXN1G-445
read875	RXN-10059
read876	RXN-9654
read877	RXN-9651
read878	RXN1G-368
read879	RXN-9632
read880	HOMSUCTRAN-RXN
read881	7KAPSYN-RXN
read882	RXN-11484
read883	HISTONE-ACETYLTRANSFERASE-RXN
read884	RXN0-6705
read885	RXN-17015
read886	RXN-17012
read887	RXN-16032
read888	RXN0-5514
read889	RXN-17022
read890	RXN-17019
read891	RXN-1623
read892	RXN-17013
read893	RXN-17009
read894	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read895	RXN-17023
read896	RXN-17020
read897	RXN-17014
read898	RXN-17024
read899	RXN-16076
read900	RXN-17729
read901	RXN-16067
read902	RXN-17010
read903	RXN-16077
read904	RXN-15043
read905	RXN-17011
read906	RXN-16118
read907	RXN-16025
read908	RXN-17008
read909	RXN-17021
read910	PYRUVFORMLY-RXN
read911	RXN-19536
read912	RXN-0
read913	RXN-9939
read914	RXN0-7165
read915	DIAMACTRANS-RXN
read916	SPERMACTRAN-RXN
read917	RXN-12667
read918	RXN0-1147
read919	MALTACETYLTRAN-RXN
read920	PHOSACETYLTRANS-RXN
read921	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read922	2.3.1.89-RXN
read923	2.3.2.10-RXN
read924	RXN66-336
read925	RXN-6601
read926	GAMMA-GLUTAMYLTRANSFERASE-RXN
read927	RXN-9157
read928	RXN-18092
read929	LYSYLTRANSFERASE-RXN
read930	RXN-19145
read931	RXN-17846
read932	RXN-17847
read933	LEUCYLTRANSFERASE-RXN
read934	RXN-17848
read935	RXN-17890
read936	RXN-17891
read937	RXN-17888
read938	RXN-17889
read939	ARGINYLTRANSFERASE-RXN
read940	CITSYN-RXN
read941	2-ISOPROPYLMALATESYN-RXN
read942	HOMOCITRATE-SYNTHASE-RXN
read943	RXN-2364
read944	ATP-CITRATE-PRO-S--LYASE-RXN
read945	MALSYN-RXN
read946	RXN-14284
read947	RXN0-5184
read948	RXN-12171
read949	GLYMALTOPHOSPHORYL-RXN
read950	RXN-14353
read951	RXN-14285
read952	RXN0-5182
read953	GLYCOPHOSPHORYL-RXN
read954	RXN-1826
read955	RXN-14286
read956	RXN-9025
read957	RXN-12392
read958	RXN-7668
read959	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
read960	RXN-11348
read961	2.4.1.129-RXN
read962	RXN-15521
read963	RXN-11291
read964	RXN-11350
read965	RXN-16650
read966	RXN-14712
