read0	RXN-7700
read68	RXN-17678
read69	UGD-RXN
read70	RXN-8001
read71	SHIKIMATE-5-DEHYDROGENASE-RXN
read72	GLYCOLATE-REDUCTASE-RXN
read73	1.1.1.261-RXN
read74	RXN-13179
read75	DXPREDISOM-RXN
read76	L-LACTATE-DEHYDROGENASE-RXN
read77	1.1.1.271-RXN
read78	RXN-16003
read79	DLACTDEHYDROGNAD-RXN
read80	RXN-2962
read81	RXN-17884
read82	GLYCERATE-DEHYDROGENASE-RXN
read83	ERYTHRON4PDEHYDROG-RXN
read84	HOMOSERDEHYDROG-RXN
read85	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read86	RXN-10841
read87	RXN-14171
read88	RXN-10057
read89	RXN-11036
read90	RXN-11032
read91	RXN-18814
read92	1.2.1.66-RXN
read93	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read94	RXN-11689
read95	RXN-1884
read96	RXN-13069
read97	RXN-11081
read98	RXN-13585
read99	UDPMANNACADEHYDROG-RXN
read100	RXN-11690
read101	RXN-13749
read102	RXN-3341
read103	RXN0-7020
read104	RXN-16133
read105	RXN-10698
read106	RXN-17781
read107	RXN-11245
read108	RXN-17794
read109	RXN-12705
read110	RXN-12570
read111	OHACYL-COA-DEHYDROG-RXN
read112	RXN-19803
read113	RXN0-2044
read114	RXN-10702
read115	RXN-12750
read116	RXN-17798
read117	RXN-10703
read118	RXN-17786
read119	RXN-12490
read120	RXN-17777
read121	RXN-11662
read122	RXN-17790
read123	RXN-13279
read124	RXN-5901
read125	RXN-12560
read126	RXN-14819
read127	RXN-14994
read128	RXN-14148
read129	MALATE-DEH-RXN
read130	RXN-13779
read131	1.1.1.39-RXN
read132	RXN-15920
read133	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read134	MALIC-NADP-RXN
read135	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read136	ISOCITDEH-RXN
read137	RXN-9952
read138	GLUCOSE-1-DEHYDROGENASE-RXN
read139	GALACTODEHYDROG-RXN
read140	GLU6PDEHYDROG-RXN
read141	1.1.1.53-RXN
read142	RIBITOL-2-DEHYDROGENASE-RXN
read143	MANNONOXIDOREDUCT-RXN
read144	ALTRO-OXIDOREDUCT-RXN
read145	GLYCDEH-RXN
read146	TSA-REDUCT-RXN
read147	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read148	MANNITOL-2-DEHYDROGENASE-RXN
read149	GLUCONATE-5-DEHYDROGENASE-RXN
read150	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read151	GLYCOLALDREDUCT-RXN
read152	LACTALDREDUCT-RXN
read153	RXN-8641
read154	GLYOXYLATE-REDUCTASE-NADP+-RXN
read155	HYDROXYPYRUVATE-REDUCTASE-RXN
read156	1.1.1.83-RXN
read157	RXN-13158
read158	RXNQT-4178
read159	RXNQT-4174
read160	RXNQT-4171
read161	RXNQT-4168
read162	RXNQT-4165
read163	RXN-14986
read164	ACETOOHBUTREDUCTOISOM-RXN
read165	ACETOLACTREDUCTOISOM-RXN
read166	RXN-7970
read167	D-XYLULOSE-REDUCTASE-RXN
read168	RXN-19387
read169	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read170	RXN0-5141
read171	TARTRATE-DEHYDROGENASE-RXN
read172	RXN-8643
read173	GLYC3PDEHYDROGBIOSYN-RXN
read174	PGLYCDEHYDROG-RXN
read175	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read176	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read177	RXN-2861
read178	RXN-11332
read179	MOXXANAU-RXN
read180	RXN-11333
read181	RXN-969
read182	S-2-HYDROXY-ACID-OXIDASE-RXN
read183	RXN-13178
read184	CHOLESTEROL-OXIDASE-RXN
read185	RXN-12778
read186	RXN-13689
read187	RXN0-6373
read188	GLYC3PDEHYDROG-RXN
read189	RXN-15740
read190	RXN-15745
read191	RXN0-5258-Yeast
read192	RXN0-5260
read193	RXNI-3
read194	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read195	RXN-11283
read196	RXN-11080
read197	RXN0-7230
read198	CHD-RXN
read199	RXN-14300
read200	HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN
read201	1.1.99.28-RXN
read202	CHLORIDE-PEROXIDASE-RXN
read203	1.11.1.15-RXN
read204	RXN-11813
read205	RXN-8667
read206	CATAL-RXN
read207	CYTOCHROME-C-PEROXIDASE-RXN
read208	RXN66-1
read209	RXN-14189
read210	GLUTATHIONE-PEROXIDASE-RXN
read211	RXN-11820
read212	1.12.1.3-RXN
read213	1.12.5.1-RXN
read214	HYDROG-RXN
read215	RXN-16420
read216	RXN0-4141
read217	RXN0-5256
read218	CATECHOL-12-DIOXYGENASE-RXN
read219	RXN-8665
read220	CATECHOL-2-3-DIOXYGENASE-RXN
read221	RXN-13704
read222	RXN-11218
read223	CATECHOL-23-DIOXYGENASE-RXN
read224	RXN-11219
read225	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read226	RXN-10815
read227	RXN-9731
read228	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read229	RXN-10137
read230	1.13.11.49-RXN
read231	HOMOGENTISATE-12-DIOXYGENASE-RXN
read232	RXN-8771
read233	1.13.11.9-RXN
read234	RXN-16322
read235	2-NITROPROPANE-DIOXYGENASE-RXN
read236	RXN-19631
read237	RXN0-299
read238	1.14.11.2-RXN
read239	RXN0-984
read240	RXN-18739
read241	RXN0-986
read242	RXN0-7280
read243	RXN-12353
read244	RXN-18737
read245	RXN-18738
read246	R621-RXN
read247	RXN-9912
read248	RXN-10078
read249	SALICYLATE-1-MONOOXYGENASE-RXN
read250	RXN-10079
read251	RXN-9914
read252	RXN-9409
read253	RXN-9407
read254	RXN-9408
read255	RXN-10040
read256	MHPHYDROXY-RXN
read257	RXN0-2042
read258	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read259	RXN-2401
read260	CYCLOHEXANONE-MONOOXYGENASE-RXN
read261	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read262	1.14.13.59-RXN
read263	RXN-10129
read264	RXN-10125
read265	PHENOL-2-MONOOXYGENASE-RXN
read266	RXN-10127
read267	RXN-10128
read268	RXN-13191
read269	RXN-10891
read270	R321-RXN
read271	RXN66-600
read272	RXN66-597
read273	RXN66-591
read274	RXN-11056
read275	RXN-17627
read276	RXN66-598
read277	RXN-13064
read278	RXN66-595
read279	UNSPECIFIC-MONOOXYGENASE-RXN
read280	RXN66-599
read281	RXN66-596
read282	RXN-8872
read283	RXN66-169
read284	RXN66-163
read285	RXN-11057
read286	RXN66-181
read287	RXN66-146
read288	RXN-8630
read289	RXN66-161
read290	RXN66-589
read291	HEME-OXYGENASE-DECYCLIZING-RXN
read292	RXN0-6973
read293	RXN-13418
read294	RXN0-280
read295	RXN-15341
read296	RXN-8505
read297	RXN66-569
read298	RXN-13907
read299	RXN-14206
read300	1.14.18.2-RXN
read301	RXN-10664
read302	1.14.19.1-RXN
read303	RXN-8389
read304	RXN-7903
read305	RXN-13426
read306	RXN-16065
read307	1.14.19.3-RXN
read308	RXN-16132
read309	RXN-17112
read310	RXN-10842
read311	RXN-12886
read312	RXN0-6444
read313	RXN-14430
read314	SUPEROX-DISMUT-RXN
read315	1.15.1.2-RXN
read316	RXN0-1483
read317	RXN-15294
read318	RXN0-901
read319	RXN-7682
read320	RXN-14014
read321	ADPREDUCT-RXN
read322	RXN0-747
read323	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read324	RXN0-748
read325	UDPREDUCT-RXN
read326	CDPREDUCT-RXN
read327	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read328	GDPREDUCT-RXN
read329	RXN0-722
read330	1.17.4.2-RXN
read331	RXN0-882
read332	RXN-15878
read333	RXN-12104
read334	RUBREDOXIN--NAD+-REDUCTASE-RXN
read335	RXN-17897
read336	1.18.1.2-RXN
read337	RXN-12365
read338	FERREDOXIN--NAD+-REDUCTASE-RXN
read339	NITROGENASE-RXN
read340	RXN-13671
read341	ACETALD-DEHYDROG-RXN
read342	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read343	GAPOXNPHOSPHN-RXN
read344	RXN0-5293
read345	RXN-9958
read346	RXN-2902
read347	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read348	GLYCOLALD-DEHYDROG-RXN
read349	LACTALDDEHYDROG-RXN
read350	RXN-11213
read351	1.2.1.27-RXN
read352	RXN-17808
read353	RXN66-3
read354	RXN-16655
read355	RXN-14224
read356	RXN-37
read357	RXN6666-5
read358	RXN-9758
read359	RXN-10780
read360	RXN-10917
read361	R222-RXN
read362	RXN-16656
read363	RXN-14225
read364	RXN-3443
read365	RXN-16653
read366	RXN-10715
read367	RXN-10089
read368	RXN-10912
read369	RXN-4142
read370	RXN66-479
read371	RXN66-476
read372	RXN-14280
read373	RXN-16654
read374	RXN66-472
read375	ALDHDEHYDROG-RXN
read376	1.2.1.31-RXN
read377	ALLYSINE-DEHYDROG-RXN
read378	N-ACETYLGLUTPREDUCT-RXN
read379	RXN-15006
read380	RXN-6002
read381	ALDXANAU-RXN
read382	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read383	RXN0-3962
read384	GLUTSEMIALDEHYDROG-RXN
read385	FORMALDEHYDE-DEHYDROGENASE-RXN
read386	CHMS-DEHYDROGENASE-RXN
read387	GLUTRNAREDUCT-RXN
read388	SUCCGLUALDDEHYD-RXN
read389	RXN-8891
read390	SUCCSEMIALDDEHYDROG-RXN
read391	BADH-RXN
read392	RXN-9344
read393	RXN-16404
read394	RXN-16553
read395	RXN-16550
read396	RXN-16408
read397	RXN-16405
read398	RXN-17743
read399	RXN-16551
read400	RXN-19418
read401	RXN-16562
read402	RXN-16555
read403	RXN-16403
read404	RXN-17744
read405	RXN-15728
read406	RXN-12736
read407	RXN-15729
read408	RXN-14116
read409	1.2.1.9-RXN
read410	RXNMETA-12672
read411	RXN0-1134
read412	2OXOGLUTDECARB-RXN
read413	KETOISOCAPROATE-RXN
read414	METHYLVALERATE-RXN
read415	1.2.4.4-RXN
read416	RXN-11496
read417	RXN-11496-YEAST
read418	PYRUFLAVREDUCT-RXN
read419	PYFLAVOXRE-RXN
read420	RXN-14474
read421	2-OXOGLUTARATE-SYNTHASE-RXN
read422	1.2.7.4-RXN
read423	1.2.7.5-RXN
read424	1.2.7.8-RXN
read425	RXN-982
read426	RXN-11189
read427	1.21.4.1-RXN
read428	RXN-7566
read429	1.21.4.4-RXN
read430	RXN-10620
read431	RXN0-6565
read432	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read433	RXN-9534
read434	ENOYL-ACP-REDUCT-NADPH-RXN
read435	RXN-9542
read436	RXN-9538
read437	RXN-9515
read438	RXN3O-5293
read439	RXN-9530
read440	RXN-9526
read441	RXN-9521
read442	RXN-8765
read443	PREPHENATEDEHYDROG-RXN
read444	OROTATE-REDUCTASE-NADH-RXN
read445	CORTISONE-ALPHA-REDUCTASE-RXN
read446	1.3.99.5-RXN
read447	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read448	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read449	RXN66-343
read450	2-ENOATE-REDUCTASE-RXN
read451	RXN-7911
read452	RXN-7835
read453	RXN-14776
read454	DIENOYLCOAREDUCT-RXN
read455	RXN-14790
read456	RXN-12521
read457	RXN-14715
read458	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read459	RXN-12558
read460	RXN-12559
read461	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read462	RXN-17524
read463	1.3.1.54-RXN
read464	RXN-11696
read465	RXN-5286
read466	RXN1F-72
read467	DIMETHUROPORDEHYDROG-RXN
read468	RXN-10625
read469	RXN-17428
read470	RXN-8957
read471	RXN-18384
read472	RXN-11726
read473	RXN1G-488
read474	RXN-10657
read475	RXN-11482
read476	RXN-16632
read477	RXN-9663
read478	RXN-9660
read479	RXN-10661
read480	RXN0-2145
read481	RXN-9657
read482	RXN-16620
read483	RXN1G-395
read484	RXN-10062
read485	RXN1G-526
read486	RXN-9661
read487	RXN-9658
read488	RXN-16624
read489	RXN-9558
read490	ENOYL-ACP-REDUCT-NADH-RXN
read491	RXN-9635
read492	RXN-11478
read493	RXN-9662
read494	RXN-16628
read495	RXN-9659
read496	UDPNACETYLMURAMATEDEHYDROG-RXN
read497	RXN-11181
read498	RXN0-1461
read499	PROTOPORGENOXI-RXN
read500	RXN-18461
read501	RXN-15977
read502	RXN-17113
read503	RXN-14789
read504	RXN-14796
read505	RXN-16134
read506	RXN-14576
read507	RXN-11026
read508	RXN-12669
read509	RXN-18383
read510	RXN-10696
read511	RXN-14771
read512	RXN-10706
read513	RXN-12518
read514	RXN-14775
read515	RXN-14785
read516	RXN-10707
read517	RXN-15378
read518	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read519	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read520	RXN-14971
read521	RXN0-6491
read522	RXN0-6554
read523	DIHYDROOROTATE-DEHYDROGENASE-RXN
read524	RXN0-6259
read525	RXN-14963
read526	R601-RXN
read527	RXN-14970
read528	RXN-17485
read529	RXN-11902
read530	OHBENZCOARED-RXN
read531	PROPCOASYN-RXN
read532	RXN-13449
read533	BUTYRYL-COA-DEHYDROGENASE-RXN
read534	RXN0-2301
read535	GLUTARYL-COA-DEHYDROGENASE-RXN
read536	RXN-14262
read537	RXN-11734
read538	RXN-14278
read539	RXN-14229
read540	RXN-13615
read541	RXN-9929
read542	1.3.99.16-RXN
read543	RXN-12411
read544	RXN-11647
read545	RXN-12247
read546	RXN-12410
read547	RXN-12414
read548	RXN-14236
read549	2-FUROYL-COA-DEHYDROGENASE-RXN
read550	ALANINE-DEHYDROGENASE-RXN
read551	1.4.1.11-RXN
read552	GLUTAMATESYN-RXN
read553	GLUTAMATE-SYNTHASE-NADH-RXN
read554	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read555	GLUTAMATE-DEHYDROGENASE-RXN
read556	1.4.1.21-RXN
read557	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read558	GLUTDEHYD-RXN
read559	ILEDEAMINE-RXN
read560	LEUCINE-DEHYDROGENASE-RXN
read561	PUTRESCINE-OXIDASE-RXN
read562	L-ASPARTATE-OXID-RXN
read563	1.4.3.19-RXN
read564	RXN-8672
read565	RXN-17951
read566	RXN-8673
read567	RXN-8674
read568	AMACETOXID-RXN
read569	RXN-9597
read570	AMINEPHEN-RXN
read571	AMINEOXID-RXN
read572	RXN-10910
read573	RXN-10907
read574	RXN-5821
read575	RXN-10908
read576	RXN-9598
read577	RXN-10817
read578	RXN-10778
read579	RXN-1
read580	RXN6666-4
read581	RXN-11067
read582	RXN-10913
read583	RXN-1401
read584	PNPOXI-RXN
read585	PMPOXI-RXN
read586	GCVP-RXN
read587	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read588	RXN-7563
read589	RXN66-546
read590	PYRROLINECARBREDUCT-RXN
read591	1.5.1.20-RXN
read592	1.5.1.25-RXN
read593	1.5.1.28-RXN
read594	RXN-19329
read595	DIHYDROFOLATEREDUCT-RXN
read596	RXN-18357
read597	RXN-14245
read598	RXN-13909
read599	1.5.1.34-RXN
read600	RXN-12446
read601	RXN-12444
read602	FMNREDUCT-RXN
read603	RXN-10029
read604	METHYLENETHFDEHYDROG-NADP-RXN
read605	1.5.1.7-RXN
read606	SARCOX-RXN
read607	1.5.5.1-RXN-YEAST
read608	RXN66-550
read609	RXN0-7008
read610	RXN-14903
read611	METHELENE-THMPT-OXI-RXN
read612	PYRNUTRANSHYDROGEN-RXN
read613	NQOR-RXN
read614	RXN-19671
read615	RXN-12303
read616	QOR-RXN
read617	NADH-DEHYDROGENASE-RXN
read618	RXN0-4022
read619	RXN-13854
read620	GMP-REDUCT-RXN
read621	NITRITE-REDUCTASE-CYTOCHROME-RXN
read622	RXN-15838
read623	RXN-18605
read624	1.7.2.2-RXN
read625	RXN-19619
read626	RXN-19618
read627	RXN-19617
read628	1.7.2.3-RXN
read629	NITRIC-OXIDE-REDUCTASE-RXN
read630	URATE-OXIDASE-RXN
read631	FERREDOXIN--NITRITE-REDUCTASE-RXN
read632	HYDROXYLAMINE-REDUCTASE-RXN
read633	1.8.1.15-RXN
read634	SULFITE-REDUCT-RXN
read635	RXN-7719
read636	RXN0-1132
read637	RXN-8629
read638	1.8.1.4-RXN
read639	RXN-7716
read640	GLUTATHIONE-REDUCT-NADPH-RXN
read641	1.6.4.4-RXN
read642	THIOREDOXIN-REDUCT-NADPH-RXN
read643	SULFITE-OXIDASE-RXN
read644	RXN-8668
read645	1.8.4.12-RXN
read646	1.8.4.8-RXN
read647	1.8.5.2-RXN
read648	DIMESULFREDUCT-RXN
read649	RXN-20076
read650	SULFITE-REDUCTASE-FERREDOXIN-RXN
read651	1.8.98.1-RXN
read652	ADENYLYLSULFATE-REDUCTASE-RXN
read653	CYTOCHROME-C-OXIDASE-RXN
read654	RXN-15830
read655	TDCEACT-RXN
read656	RXN0-2101
read657	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read658	MMUM-RXN
read659	RXN-13403
read660	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read661	HOMOCYSMETB12-RXN
read662	2.1.1.130-RXN
read663	2.1.1.131-RXN
read664	2.1.1.132-RXN
read665	2.1.1.133-RXN
read666	HOMOCYSMET-RXN
read667	RXN-12730
read668	RXN0-2441
read669	RXN-8850
read670	2.1.1.151-RXN
read671	RXN-8760
read672	R322-RXN
read673	RXN-9220
read674	RXN-9366
read675	RXN-11046
read676	RXN-9363
read677	RXN-9205
read678	RXN-19667
read679	RXN-9361
read680	RXN-14177
read681	RXN-9362
read682	RXN-9191
read683	ADOMET-DMK-METHYLTRANSFER-RXN
read684	RXN-11845
read685	2.1.1.17-RXN
read686	RXN-11578
read687	RXN0-6515
read688	RXN-11576
read689	RXN-11574
read690	RXN-11591
read691	RXN-11592
read692	RXN-11596
read693	RXN-11633
read694	RXN-11597
read695	RXN-11588
read696	RXN-11573
read697	RXN-11600
read698	RXN-11601
read699	RXN-11602
read700	RXN-11586
read701	RXN-11598
read702	RXN-8764
read703	RXN-8766
read704	RXN-11475
read705	RXN-11637
read706	RXN-11638
read707	RXN-11754
read708	RXN3O-54
read709	RXN-9235
read710	RXN-9242
read711	RXN-14296
read712	RXN-9227
read713	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read714	RXN-11865
read715	RXN-11860
read716	RXN-10669
read717	RXN-12472
read718	RXN-12469
read719	RXN-12466
read720	RXN-12160
read721	RXN-9225
read722	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read723	RXN-9233
read724	RXN-9240
read725	RXN-12480
read726	RXN-12463
read727	RXN-12462
read728	RXN-12458
read729	RXN-14517
read730	RXN0-6731
read731	RXN-12908
read732	RXN-8096
read733	METHCOCLTH-RXN
read734	RXN-17760
read735	RXN0-6950
read736	RXN0-6998
read737	RXN-8762
read738	RXN-8767
read739	RXN-14992
read740	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read741	2.1.1.34-RXN
read742	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read743	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read744	2.1.1.44-RXN
read745	RXN-14437
read746	RXN-14438
read747	RXN-14431
read748	THYMIDYLATESYN-RXN
read749	2.1.1.63-RXN
read750	RXN-17824
read751	RXN-9237
read752	RXN-11758
read753	DHHB-METHYLTRANSFER-RXN
read754	2.1.1.64-RXN
read755	RXN-9229
read756	RXN3O-102
read757	RXN-14293
read758	2.1.1.71-RXN
read759	RXN4FS-2
read760	2.1.1.72-RXN
read761	2.1.1.74-RXN
read762	2.1.1.77-RXN
read763	RXN1G-2544
read764	2.1.1.79-RXN
read765	RXN-7421
read766	RXN1G-3641
read767	CHER-RXN
read768	RXN-2562
read769	RXN-14918
read770	TOCOPHEROL-O-METHYLTRANSFERASE-RXN
read771	RXN-14919
read772	GLYOHMETRANS-RXN
read773	GCVT-RXN
read774	RXN-15635
read775	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read776	GART-RXN
read777	AICARTRANSFORM-RXN
read778	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read779	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read780	2.1.3.1-RXN
read781	RXN-9778
read782	ASPCARBTRANS-RXN
read783	ORNCARBAMTRANSFER-RXN
read784	RXN-13482
read785	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read786	GLYCINE-AMIDINOTRANSFERASE-RXN
read787	RXN-8348
read788	1TRANSKETO-RXN
read789	2TRANSKETO-RXN
read790	RXN-10031
read791	TRANSALDOL-RXN
read792	ACETOOHBUTSYN-RXN
read793	ACETOLACTSYN-RXN
read794	DXS-RXN
read795	2.5.1.64-RXN
read796	RXN0-6948
read797	N-ACETYLTRANSFER-RXN
read798	2.3.1.101-RXN
read799	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read800	RXN-7561
read801	TETHYDPICSUCC-RXN
read802	2.3.1.118-RXN
read803	RXN0-1133
read804	DIHYDLIPACETRANS-RXN
read805	RXN1G-874
read806	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read807	RXN-17018
read808	RXN-17016
read809	RXN-17017
read810	RXN-10462
read811	RXN-15045
read812	RXN-13805
read813	RXN-16117
read814	RXN-16024
read815	RXN-1381
read816	2.3.1.157-RXN
read817	METHYLACETOACETYLCOATHIOL-RXN
read818	RXN-17787
read819	RXN-17116
read820	RXN-12561
read821	RXN-10701
read822	RXN-14277
read823	RXN-20153
read824	RXN-14274
read825	RXN-17778
read826	RXN-13617
read827	RXN-17791
read828	RXN-14799
read829	RXN-12565
read830	RXN-16137
read831	RXN-14793
read832	RXN-10699
read833	RXN-17782
read834	RXN-14774
read835	RXN-11246
read836	RXN-17795
read837	RXN-14803
read838	RXN-14268
read839	RXN-19804
read840	KETOACYLCOATHIOL-RXN
read841	RXN-19800
read842	RXN-12751
read843	ACETYL-COA-ACETYLTRANSFER-RXN
read844	RXN-10700
read845	RXN-17799
read846	RXN-12710
read847	RXN-14788
read848	RXN-14394
read849	RXN-8809
read850	2.3.1.164-RXN
read851	MBCOA-DHLIPOAMIDE-RXN
read852	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read853	2.3.1.168-RXN
read854	ACETYLSYNCLTH-RXN
read855	R102-RXN
read856	RXN-9516
read857	RXN-16625
read858	3-OXOACYL-ACP-SYNTH-BASE-RXN
read859	RXN-9531
read860	RXN-10654
read861	RXN1G-460
read862	RXN-11479
read863	RXN-9527
read864	RXN-16615
read865	2.3.1.41-RXN
read866	RXN-9523
read867	RXN-16629
read868	2.3.1.179-RXN
read869	3-OXOACYL-ACP-SYNTH-RXN
read870	RXN-9535
read871	RXN-10658
read872	RXN3O-1803
read873	RXN0-2141
read874	RXN-9539
read875	RXN-16621
read876	RXN-8391
read877	RXN-11474
read878	GALACTOACETYLTRAN-RXN
read879	2.3.1.180-RXN
read880	RXN-13037
read881	RXN0-947
read882	RXN-7743
read883	RXN-9382
read884	RXN-10837
read885	RXN-9729
read886	RXN1G-4
read887	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read888	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read889	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
read890	RXN-13589
read891	RXN-10000
read892	RXN-13253
read893	RXN-14718
read894	RXN-14719
read895	RXN-14570
read896	LAUROYLACYLTRAN-RXN
read897	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read898	AKBLIG-RXN
read899	SERINE-O-ACETTRAN-RXN
read900	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read901	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read902	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read903	MALONYL-COA-ACP-TRANSACYL-RXN
read904	ACYLGPEACYLTRANS-RXN
read905	RXN-9652
read906	RXN-9648
read907	RXN1G-499
read908	RXN-9653
read909	RXN-9650
read910	RXN1G-445
read911	RXN-10059
read912	RXN-9654
read913	RXN-9651
read914	RXN1G-368
read915	RXN-9632
read916	HOMSUCTRAN-RXN
read917	7KAPSYN-RXN
read918	RXN-11484
read919	HISTONE-ACETYLTRANSFERASE-RXN
read920	RXN0-6705
read921	RXN-17015
read922	RXN-17012
read923	RXN-16032
read924	RXN0-5514
read925	RXN-17022
read926	RXN-17019
read927	RXN-1623
read928	RXN-17013
read929	RXN-17009
read930	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read931	RXN-17023
read932	RXN-17020
read933	RXN-17014
read934	RXN-17024
read935	RXN-16076
read936	RXN-17729
read937	RXN-16067
read938	RXN-17010
read939	RXN-16077
read940	RXN-15043
read941	RXN-17011
read942	RXN-16118
read943	RXN-16025
read944	RXN-17008
read945	RXN-17021
read946	PYRUVFORMLY-RXN
read947	RXN-19536
read948	RXN-0
read949	RXN-9939
read950	RXN0-7165
read951	DIAMACTRANS-RXN
read952	SPERMACTRAN-RXN
read953	RXN-12667
read954	RXN0-1147
read955	CARNITINE-O-ACETYLTRANSFERASE-RXN
read956	RXN-18367
read957	RXN-18368
read958	MALTACETYLTRAN-RXN
read959	PHOSACETYLTRANS-RXN
read960	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read961	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
read962	2.3.1.89-RXN
read963	2.3.2.10-RXN
read964	RXN-11310
read965	RXN-11295
read966	RXN66-336
read967	RXN-6601
