read0	RXN-7700
read70	GLYCOLATE-REDUCTASE-RXN
read71	1.1.1.261-RXN
read72	RXN-13179
read73	1.1.1.264-RXN
read74	L-IDONATE-2-DEHYDROGENASE-RXN
read75	DXPREDISOM-RXN
read76	L-LACTATE-DEHYDROGENASE-RXN
read77	1.1.1.271-RXN
read78	RXN-16003
read79	DLACTDEHYDROGNAD-RXN
read80	GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN
read81	RXN-2962
read82	RXN-17884
read83	GLYCERATE-DEHYDROGENASE-RXN
read84	ERYTHRON4PDEHYDROG-RXN
read85	1.1.1.292-RXN
read86	HOMOSERDEHYDROG-RXN
read87	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read88	RXN-10841
read89	RXN-14171
read90	RXN-10057
read91	RXN-11036
read92	RXN-11032
read93	RXN-18814
read94	1.2.1.66-RXN
read95	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read96	RXN-11689
read97	RXN-1884
read98	RXN-13069
read99	RXN-11081
read100	RXN-13585
read101	UDPMANNACADEHYDROG-RXN
read102	RXN-11690
read103	RXN-3341
read104	RXN0-7020
read105	RXN-16133
read106	RXN-10698
read107	RXN-17781
read108	RXN-11245
read109	RXN-17794
read110	RXN-12705
read111	RXN-12570
read112	OHACYL-COA-DEHYDROG-RXN
read113	RXN-19803
read114	RXN0-2044
read115	RXN-10702
read116	RXN-12750
read117	RXN-17798
read118	RXN-10703
read119	RXN-17786
read120	RXN-12490
read121	RXN-17777
read122	RXN-11662
read123	RXN-17790
read124	RXN-13279
read125	RXN-5901
read126	RXN-12560
read127	RXN-14819
read128	RXN-14994
read129	HADTHAUERA-RXN
read130	RXN-14148
read131	MALATE-DEH-RXN
read132	RXN-13779
read133	1.1.1.39-RXN
read134	RXN-15920
read135	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read136	MALIC-NADP-RXN
read137	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read138	ISOCITDEH-RXN
read139	RXN-9952
read140	GLUCOSE-1-DEHYDROGENASE-RXN
read141	GALACTODEHYDROG-RXN
read142	GLU6PDEHYDROG-RXN
read143	1.1.1.53-RXN
read144	RIBITOL-2-DEHYDROGENASE-RXN
read145	MANNONOXIDOREDUCT-RXN
read146	ALTRO-OXIDOREDUCT-RXN
read147	GLYCDEH-RXN
read148	TSA-REDUCT-RXN
read149	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read150	MANNITOL-2-DEHYDROGENASE-RXN
read151	GLUCONATE-5-DEHYDROGENASE-RXN
read152	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read153	GLYCOLALDREDUCT-RXN
read154	LACTALDREDUCT-RXN
read155	RXN-8641
read156	GLYOXYLATE-REDUCTASE-NADP+-RXN
read157	HYDROXYPYRUVATE-REDUCTASE-RXN
read158	1.1.1.83-RXN
read159	RXN-13158
read160	RXNQT-4178
read161	RXNQT-4174
read162	RXNQT-4171
read163	RXNQT-4168
read164	RXNQT-4165
read165	RXN-14986
read166	ACETOOHBUTREDUCTOISOM-RXN
read167	ACETOLACTREDUCTOISOM-RXN
read168	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
read169	BENZYL-ALCOHOL-DEHYDROGENASE-RXN
read170	RXN-16954
read171	RXN-8580
read172	RXN-9909
read173	RXN-8581
read174	BENZYL-ALC-DEHYDROGENASE-RXN
read175	RXN-16953
read176	ARYL-ALCOHOL-DEHYDROGENASE-RXN
read177	RXN-19387
read178	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read179	RXN0-5141
read180	TARTRATE-DEHYDROGENASE-RXN
read181	RXN-8643
read182	GLYC3PDEHYDROGBIOSYN-RXN
read183	PGLYCDEHYDROG-RXN
read184	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read185	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read186	RXN-2861
read187	RXN-11332
read188	MOXXANAU-RXN
read189	RXN-11333
read190	RXN-969
read191	S-2-HYDROXY-ACID-OXIDASE-RXN
read192	RXN-13178
read193	CHOLESTEROL-OXIDASE-RXN
read194	RXN-12778
read195	RXN-13689
read196	RXN0-6373
read197	GLYC3PDEHYDROG-RXN
read198	RXN-15740
read199	RXN-15745
read200	RXN0-5258-Yeast
read201	RXN0-5260
read202	RXNI-3
read203	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read204	RXN-11283
read205	RXN-11080
read206	RXN0-7230
read207	CHD-RXN
read208	1.1.99.28-RXN
read209	RXN-14204
read210	GLUCONATE-2-DEHYDROGENASE-RXN
read211	CHLORIDE-PEROXIDASE-RXN
read212	1.11.1.15-RXN
read213	RXN-11813
read214	RXN-8667
read215	CATAL-RXN
read216	CYTOCHROME-C-PEROXIDASE-RXN
read217	RXN66-1
read218	RXN-14189
read219	GLUTATHIONE-PEROXIDASE-RXN
read220	RXN-11820
read221	1.12.1.3-RXN
read222	1.12.5.1-RXN
read223	HYDROG-RXN
read224	RXN-16420
read225	RXN0-4141
read226	RXN0-5256
read227	CATECHOL-12-DIOXYGENASE-RXN
read228	RXN-8665
read229	CATECHOL-2-3-DIOXYGENASE-RXN
read230	RXN-13704
read231	RXN-11218
read232	CATECHOL-23-DIOXYGENASE-RXN
read233	RXN-11219
read234	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read235	RXN-10815
read236	RXN-9731
read237	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read238	RXN-10137
read239	1.13.11.49-RXN
read240	HOMOGENTISATE-12-DIOXYGENASE-RXN
read241	1.13.11.6-RXN
read242	RXN-8771
read243	1.13.11.9-RXN
read244	RXN-16322
read245	2-NITROPROPANE-DIOXYGENASE-RXN
read246	TRYPTOPHAN-2-MONOOXYGENASE-RXN
read247	RXN0-299
read248	1.14.11.2-RXN
read249	RXN0-984
read250	RXN-18739
read251	RXN0-986
read252	RXN0-7280
read253	RXN-12353
read254	RXN-18737
read255	RXN-18738
read256	R621-RXN
read257	RXN-9912
read258	RXN-10078
read259	SALICYLATE-1-MONOOXYGENASE-RXN
read260	RXN-10079
read261	RXN-9914
read262	RXN-9409
read263	RXN-9407
read264	RXN-9408
read265	RXN-10040
read266	MHPHYDROXY-RXN
read267	RXN0-2042
read268	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read269	RXN-2401
read270	CYCLOHEXANONE-MONOOXYGENASE-RXN
read271	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read272	1.14.13.59-RXN
read273	RXN-10129
read274	RXN-10125
read275	PHENOL-2-MONOOXYGENASE-RXN
read276	RXN-10127
read277	RXN-10128
read278	RXN-13191
read279	RXN-10891
read280	R321-RXN
read281	RXN66-600
read282	RXN66-597
read283	RXN66-591
read284	RXN-11056
read285	RXN-17627
read286	RXN66-598
read287	RXN-13064
read288	RXN66-595
read289	UNSPECIFIC-MONOOXYGENASE-RXN
read290	RXN66-599
read291	RXN66-596
read292	RXN-8872
read293	RXN66-169
read294	RXN66-163
read295	RXN-11057
read296	RXN66-181
read297	RXN66-146
read298	RXN-8630
read299	RXN66-161
read300	RXN66-589
read301	HEME-OXYGENASE-DECYCLIZING-RXN
read302	RXN0-6973
read303	RXN-13418
read304	RXN0-280
read305	RXN-15341
read306	RXN-8505
read307	RXNMETA-12666
read308	RXN66-569
read309	RXN-13907
read310	RXN-14206
read311	MONOPHENOL-MONOOXYGENASE-RXN
read312	RXN-18851
read313	1.14.18.2-RXN
read314	RXN-10664
read315	1.14.19.1-RXN
read316	RXN-8389
read317	RXN-7903
read318	RXN-13426
read319	RXN-16065
read320	1.14.19.3-RXN
read321	RXN-16132
read322	RXN-17112
read323	RXN-10842
read324	RXN-12886
read325	RXN0-6444
read326	RXN-14430
read327	SUPEROX-DISMUT-RXN
read328	1.15.1.2-RXN
read329	RXN0-1483
read330	RXN-15294
read331	RXN0-901
read332	RXN-7682
read333	RXN-14014
read334	ADPREDUCT-RXN
read335	RXN0-747
read336	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read337	RXN0-748
read338	UDPREDUCT-RXN
read339	CDPREDUCT-RXN
read340	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read341	GDPREDUCT-RXN
read342	RXN0-722
read343	1.17.4.2-RXN
read344	RXN0-882
read345	RXN-15878
read346	RXN-12104
read347	RUBREDOXIN--NAD+-REDUCTASE-RXN
read348	RXN-17897
read349	1.18.1.2-RXN
read350	RXN-12365
read351	FERREDOXIN--NAD+-REDUCTASE-RXN
read352	NITROGENASE-RXN
read353	RXN-13671
read354	ACETALD-DEHYDROG-RXN
read355	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read356	GAPOXNPHOSPHN-RXN
read357	RXN0-5293
read358	RXN-9958
read359	RXN-2902
read360	AMINOBUTDEHYDROG-RXN
read361	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read362	GLYCOLALD-DEHYDROG-RXN
read363	LACTALDDEHYDROG-RXN
read364	RXN-11213
read365	1.2.1.27-RXN
read366	RXN-17808
read367	RXN66-3
read368	RXN-16655
read369	RXN-14224
read370	RXN-37
read371	RXN6666-5
read372	RXN-9758
read373	RXN-10780
read374	RXN-10917
read375	R222-RXN
read376	RXN-16656
read377	RXN-14225
read378	RXN-3443
read379	RXN-16653
read380	RXN-10715
read381	RXN-10089
read382	RXN-10912
read383	RXN-4142
read384	RXN66-479
read385	RXN66-476
read386	RXN-14280
read387	RXN-16654
read388	RXN66-472
read389	ALDHDEHYDROG-RXN
read390	1.2.1.31-RXN
read391	ALLYSINE-DEHYDROG-RXN
read392	N-ACETYLGLUTPREDUCT-RXN
read393	RXN-15006
read394	PHENDEHYD-RXN
read395	RXN-6002
read396	ALDXANAU-RXN
read397	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read398	RXN0-3962
read399	GLUTSEMIALDEHYDROG-RXN
read400	FORMALDEHYDE-DEHYDROGENASE-RXN
read401	CHMS-DEHYDROGENASE-RXN
read402	RXN-1241
read403	GLUTRNAREDUCT-RXN
read404	SUCCGLUALDDEHYD-RXN
read405	RXN-8891
read406	SUCCSEMIALDDEHYDROG-RXN
read407	BADH-RXN
read408	RXN-15728
read409	RXN-12736
read410	RXN-15729
read411	RXN-14116
read412	1.2.1.9-RXN
read413	RXNMETA-12672
read414	RXN0-1134
read415	2OXOGLUTDECARB-RXN
read416	KETOISOCAPROATE-RXN
read417	METHYLVALERATE-RXN
read418	1.2.4.4-RXN
read419	RXN-11496
read420	RXN-11496-YEAST
read421	PYRUFLAVREDUCT-RXN
read422	PYFLAVOXRE-RXN
read423	RXN-14474
read424	2-OXOGLUTARATE-SYNTHASE-RXN
read425	1.2.7.4-RXN
read426	1.2.7.8-RXN
read427	RXN-982
read428	RXN-11189
read429	1.21.4.1-RXN
read430	RXN-7566
read431	1.21.4.4-RXN
read432	RXN-10620
read433	RXN0-6565
read434	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read435	RXN-9534
read436	ENOYL-ACP-REDUCT-NADPH-RXN
read437	RXN-9542
read438	RXN-9538
read439	RXN-9515
read440	RXN3O-5293
read441	RXN-9530
read442	RXN-9526
read443	RXN-9521
read444	RXN-8765
read445	PREPHENATEDEHYDROG-RXN
read446	OROTATE-REDUCTASE-NADH-RXN
read447	CORTISONE-ALPHA-REDUCTASE-RXN
read448	1.3.99.5-RXN
read449	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read450	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read451	RXN66-343
read452	2-ENOATE-REDUCTASE-RXN
read453	RXN-7911
read454	RXN-7835
read455	RXN-14776
read456	DIENOYLCOAREDUCT-RXN
read457	RXN-14790
read458	RXN-12521
read459	RXN-14715
read460	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read461	RXN-12558
read462	RXN-12559
read463	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read464	RXN-17524
read465	RXN-3766
read466	RXN-3562
read467	1.3.1.54-RXN
read468	RXN-11696
read469	RXN-5286
read470	RXN1F-72
read471	DIMETHUROPORDEHYDROG-RXN
read472	RXN-10625
read473	RXN-17428
read474	RXN-8957
read475	RXN-18384
read476	RXN-11726
read477	RXN1G-488
read478	RXN-10657
read479	RXN-11482
read480	RXN-16632
read481	RXN-9663
read482	RXN-9660
read483	RXN-10661
read484	RXN0-2145
read485	RXN-9657
read486	RXN-16620
read487	RXN1G-395
read488	RXN-10062
read489	RXN1G-526
read490	RXN-9661
read491	RXN-9658
read492	RXN-16624
read493	RXN-9558
read494	ENOYL-ACP-REDUCT-NADH-RXN
read495	RXN-9635
read496	RXN-11478
read497	RXN-9662
read498	RXN-16628
read499	RXN-9659
read500	UDPNACETYLMURAMATEDEHYDROG-RXN
read501	RXN-11181
read502	RXN0-1461
read503	PROTOPORGENOXI-RXN
read504	RXN-18461
read505	RXN-15977
read506	RXN-17113
read507	RXN-14789
read508	RXN-14796
read509	RXN-16134
read510	RXN-14576
read511	RXN-11026
read512	RXN-12669
read513	RXN-18383
read514	RXN-10696
read515	RXN-14771
read516	RXN-10706
read517	RXN-12518
read518	RXN-14775
read519	RXN-14785
read520	RXN-10707
read521	RXN-15378
read522	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read523	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read524	RXN-14971
read525	RXN0-6491
read526	RXN0-6554
read527	DIHYDROOROTATE-DEHYDROGENASE-RXN
read528	RXN-14963
read529	R601-RXN
read530	RXN-14970
read531	RXN-17485
read532	RXN-11902
read533	1.3.99.15-RXN
read534	OHBENZCOARED-RXN
read535	PROPCOASYN-RXN
read536	RXN-13449
read537	BUTYRYL-COA-DEHYDROGENASE-RXN
read538	RXN0-2301
read539	GLUTARYL-COA-DEHYDROGENASE-RXN
read540	RXN-14262
read541	RXN-11734
read542	RXN-14278
read543	RXN-14229
read544	RXN-13615
read545	RXN-9929
read546	2-MEBUCOA-FAD-RXN
read547	1.3.99.16-RXN
read548	RXN-12411
read549	RXN-11647
read550	RXN-12247
read551	RXN-12410
read552	RXN-12414
read553	2-FUROYL-COA-DEHYDROGENASE-RXN
read554	ALANINE-DEHYDROGENASE-RXN
read555	1.4.1.11-RXN
read556	GLUTAMATESYN-RXN
read557	GLUTAMATE-SYNTHASE-NADH-RXN
read558	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read559	GLUTAMATE-DEHYDROGENASE-RXN
read560	1.4.1.21-RXN
read561	RXN-13184
read562	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read563	GLUTDEHYD-RXN
read564	ILEDEAMINE-RXN
read565	LEUCINE-DEHYDROGENASE-RXN
read566	PUTRESCINE-OXIDASE-RXN
read567	L-ASPARTATE-OXID-RXN
read568	1.4.3.19-RXN
read569	RXN-8672
read570	RXN-17951
read571	RXN-8673
read572	RXN-8674
read573	AMACETOXID-RXN
read574	RXN-9597
read575	AMINEPHEN-RXN
read576	AMINEOXID-RXN
read577	D-AMINO-ACID-OXIDASE-RXN
read578	RXN-8163
read579	RXN-10910
read580	RXN-10907
read581	RXN-5821
read582	RXN-10908
read583	RXN-9598
read584	RXN-10817
read585	RXN-10778
read586	RXN-1
read587	RXN6666-4
read588	RXN-11067
read589	RXN-10913
read590	RXN-1401
read591	PNPOXI-RXN
read592	PMPOXI-RXN
read593	GCVP-RXN
read594	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read595	RXN-7563
read596	RXN66-546
read597	PYRROLINECARBREDUCT-RXN
read598	1.5.1.20-RXN
read599	1.5.1.25-RXN
read600	1.5.1.28-RXN
read601	RXN-19329
read602	DIHYDROFOLATEREDUCT-RXN
read603	RXN-18357
read604	1.1.1.253-RXN
read605	RXN-14245
read606	RXN-13909
read607	1.5.1.34-RXN
read608	RXN-12444
read609	FMNREDUCT-RXN
read610	RXN-10029
read611	METHYLENETHFDEHYDROG-NADP-RXN
read612	1.5.1.7-RXN
read613	SARCOX-RXN
read614	1.5.5.1-RXN-YEAST
read615	RXN66-550
read616	RXN0-7008
read617	RXN-14903
read618	1.5.8.1-RXN
read619	1.5.8.2-RXN
read620	METHELENE-THMPT-OXI-RXN
read621	PYRNUTRANSHYDROGEN-RXN
read622	NQOR-RXN
read623	RXN-19671
read624	RXN-12303
read625	QOR-RXN
read626	NADH-DEHYDROGENASE-RXN
read627	RXN0-4022
read628	RXN-13854
read629	GMP-REDUCT-RXN
read630	NITRITE-REDUCTASE-CYTOCHROME-RXN
read631	RXN-15838
read632	RXN-18605
read633	1.7.2.2-RXN
read634	RXN-19619
read635	RXN-19618
read636	RXN-19617
read637	1.7.2.3-RXN
read638	RXN-12130
read639	NITRIC-OXIDE-REDUCTASE-RXN
read640	URATE-OXIDASE-RXN
read641	FERREDOXIN--NITRITE-REDUCTASE-RXN
read642	HYDROXYLAMINE-REDUCTASE-RXN
read643	1.8.1.15-RXN
read644	SULFITE-REDUCT-RXN
read645	RXN-7719
read646	RXN0-1132
read647	RXN-8629
read648	1.8.1.4-RXN
read649	RXN-7716
read650	GLUTATHIONE-REDUCT-NADPH-RXN
read651	1.6.4.4-RXN
read652	THIOREDOXIN-REDUCT-NADPH-RXN
read653	SULFITE-OXIDASE-RXN
read654	RXN-8668
read655	1.8.4.12-RXN
read656	1.8.4.8-RXN
read657	1.8.5.2-RXN
read658	DIMESULFREDUCT-RXN
read659	RXN-20076
read660	SULFITE-REDUCTASE-FERREDOXIN-RXN
read661	1.8.98.1-RXN
read662	ADENYLYLSULFATE-REDUCTASE-RXN
read663	CYTOCHROME-C-OXIDASE-RXN
read664	RXN-15830
read665	TDCEACT-RXN
read666	RXN0-2101
read667	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read668	MMUM-RXN
read669	RXN-13403
read670	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read671	HOMOCYSMETB12-RXN
read672	2.1.1.130-RXN
read673	2.1.1.131-RXN
read674	2.1.1.132-RXN
read675	2.1.1.133-RXN
read676	HOMOCYSMET-RXN
read677	RXN-12730
read678	RXN0-2441
read679	RXN-8850
read680	2.1.1.151-RXN
read681	RXN-8760
read682	R322-RXN
read683	RXN-9220
read684	RXN-9366
read685	RXN-11046
read686	RXN-9363
read687	RXN-9205
read688	RXN-19667
read689	RXN-9361
read690	RXN-14177
read691	RXN-9362
read692	RXN-9191
read693	ADOMET-DMK-METHYLTRANSFER-RXN
read694	RXN-11845
read695	2.1.1.17-RXN
read696	RXN-11578
read697	RXN0-6515
read698	RXN-11576
read699	RXN-11591
read700	RXN-11592
read701	RXN-11596
read702	RXN-11633
read703	RXN-11597
read704	RXN-11588
read705	RXN-11573
read706	RXN-11600
read707	RXN-11601
read708	RXN-11602
read709	RXN-11586
read710	RXN-11598
read711	RXN-8764
read712	RXN-8766
read713	RXN-11475
read714	RXN-11637
read715	RXN-11638
read716	RXN-11866
read717	RXN-11867
read718	RXN-11754
read719	RXN3O-54
read720	RXN-9235
read721	RXN-9242
read722	RXN-14296
read723	RXN-9227
read724	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read725	RXN-11865
read726	RXN-11860
read727	RXN-10669
read728	RXN-12472
read729	RXN-12469
read730	RXN-12466
read731	RXN-12160
read732	RXN-9225
read733	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read734	RXN-9233
read735	RXN-9240
read736	RXN-12480
read737	RXN-12463
read738	RXN-12462
read739	RXN-12458
read740	RXN-14517
read741	RXN0-6731
read742	RXN-12908
read743	RXN-12975
read744	METHCOCLTH-RXN
read745	RXN-17760
read746	RXN0-6998
read747	RXN-8762
read748	RXN-8767
read749	RXN-14992
read750	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read751	2.1.1.34-RXN
read752	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read753	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read754	2.1.1.44-RXN
read755	RXN-14437
read756	RXN-14438
read757	RXN-14431
read758	THYMIDYLATESYN-RXN
read759	RXN0-5144
read760	2.1.1.63-RXN
read761	RXN-17824
read762	RXN-9237
read763	RXN-11758
read764	DHHB-METHYLTRANSFER-RXN
read765	2.1.1.64-RXN
read766	RXN-9229
read767	RXN3O-102
read768	RXN-14293
read769	2.1.1.71-RXN
read770	RXN4FS-2
read771	2.1.1.72-RXN
read772	2.1.1.74-RXN
read773	2.1.1.77-RXN
read774	RXN1G-2544
read775	2.1.1.79-RXN
read776	RXN-7421
read777	RXN1G-3641
read778	CHER-RXN
read779	GLYOHMETRANS-RXN
read780	GCVT-RXN
read781	RXN-15635
read782	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read783	GART-RXN
read784	AICARTRANSFORM-RXN
read785	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read786	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read787	2.1.3.1-RXN
read788	RXN-9778
read789	ASPCARBTRANS-RXN
read790	ORNCARBAMTRANSFER-RXN
read791	RXN-13482
read792	GLYCINE-AMIDINOTRANSFERASE-RXN
read793	RXN-8348
read794	1TRANSKETO-RXN
read795	2TRANSKETO-RXN
read796	TRANSALDOL-RXN
read797	ACETOOHBUTSYN-RXN
read798	ACETOLACTSYN-RXN
read799	DXS-RXN
read800	2.5.1.64-RXN
read801	RXN0-6948
read802	N-ACETYLTRANSFER-RXN
read803	2.3.1.101-RXN
read804	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read805	RXN-7561
read806	TETHYDPICSUCC-RXN
read807	2.3.1.118-RXN
read808	RXN0-1133
read809	DIHYDLIPACETRANS-RXN
read810	RXN1G-874
read811	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read812	RXN-17018
read813	RXN-17016
read814	RXN-17017
read815	RXN-10462
read816	RXN-15045
read817	RXN-13805
read818	RXN-16117
read819	RXN-16024
read820	RXN-1381
read821	2.3.1.157-RXN
read822	METHYLACETOACETYLCOATHIOL-RXN
read823	RXN-17787
read824	RXN-17116
read825	RXN-12561
read826	RXN-10701
read827	RXN-14277
read828	RXN-20153
read829	RXN-14274
read830	RXN-17778
read831	RXN-13617
read832	RXN-17791
read833	RXN-14799
read834	RXN-12565
read835	RXN-16137
read836	RXN-14793
read837	RXN-10699
read838	RXN-17782
read839	RXN-14774
read840	RXN-11246
read841	RXN-17795
read842	RXN-14803
read843	RXN-14268
read844	RXN-19804
read845	KETOACYLCOATHIOL-RXN
read846	RXN-19800
read847	RXN-12751
read848	ACETYL-COA-ACETYLTRANSFER-RXN
read849	RXN-10700
read850	RXN-17799
read851	RXN-12710
read852	RXN-14788
read853	RXN-14394
read854	RXN-8809
read855	2.3.1.164-RXN
read856	MBCOA-DHLIPOAMIDE-RXN
read857	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read858	2.3.1.168-RXN
read859	ACETYLSYNCLTH-RXN
read860	R102-RXN
read861	RXN-9516
read862	RXN-16625
read863	3-OXOACYL-ACP-SYNTH-BASE-RXN
read864	RXN-9531
read865	RXN-10654
read866	RXN1G-460
read867	RXN-11479
read868	RXN-9527
read869	RXN-16615
read870	2.3.1.41-RXN
read871	RXN-9523
read872	RXN-16629
read873	2.3.1.179-RXN
read874	3-OXOACYL-ACP-SYNTH-RXN
read875	RXN-9535
read876	RXN-10658
read877	RXN3O-1803
read878	RXN0-2141
read879	RXN-9539
read880	RXN-16621
read881	RXN-8391
read882	RXN-11474
read883	GALACTOACETYLTRAN-RXN
read884	2.3.1.180-RXN
read885	RXN-13037
read886	RXN0-947
read887	RXN-7743
read888	RXN-9382
read889	RXN-10837
read890	RXN-9729
read891	RXN1G-4
read892	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read893	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read894	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN
read895	RXN-13589
read896	RXN-10000
read897	RXN-13613
read898	RXN-14718
read899	RXN-14719
read900	RXN-14570
read901	RXN-15677
read902	LAUROYLACYLTRAN-RXN
read903	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read904	AKBLIG-RXN
read905	SERINE-O-ACETTRAN-RXN
read906	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read907	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read908	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read909	MALONYL-COA-ACP-TRANSACYL-RXN
read910	ACYLGPEACYLTRANS-RXN
read911	RXN-9652
read912	RXN-9648
read913	RXN1G-499
read914	RXN-9653
read915	RXN-9650
read916	RXN1G-445
read917	RXN-10059
read918	RXN-9654
read919	RXN-9651
read920	RXN1G-368
read921	RXN-9632
read922	HOMSUCTRAN-RXN
read923	7KAPSYN-RXN
read924	RXN-11484
read925	RXN0-6705
read926	RXN-17015
read927	RXN-17012
read928	RXN-16032
read929	RXN0-5514
read930	RXN-17022
read931	RXN-17019
read932	RXN-1623
read933	RXN-17013
read934	RXN-17009
read935	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read936	RXN-17023
read937	RXN-17020
read938	RXN-17014
read939	RXN-17024
read940	RXN-16076
read941	RXN-17729
read942	RXN-16067
read943	RXN-17010
read944	RXN-16077
read945	RXN-15043
read946	RXN-17011
read947	RXN-16118
read948	RXN-16025
read949	RXN-17008
read950	RXN-17021
read951	PYRUVFORMLY-RXN
read952	RXN-19536
read953	RXN-0
read954	RXN-9939
read955	RXN0-7165
read956	DIAMACTRANS-RXN
read957	SPERMACTRAN-RXN
read958	RXN-12667
read959	RXN0-1147
read960	CARNITINE-O-ACETYLTRANSFERASE-RXN
read961	RXN-18367
read962	RXN-18368
