read0	RXN-7700
read70	GLYCOLATE-REDUCTASE-RXN
read71	1.1.1.261-RXN
read72	RXN-13179
read73	DXPREDISOM-RXN
read74	L-LACTATE-DEHYDROGENASE-RXN
read75	1.1.1.271-RXN
read76	RXN-16003
read77	DLACTDEHYDROGNAD-RXN
read78	RXN-2962
read79	RXN-17884
read80	GLYCERATE-DEHYDROGENASE-RXN
read81	ERYTHRON4PDEHYDROG-RXN
read82	HOMOSERDEHYDROG-RXN
read83	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read84	RXN-10841
read85	RXN-14171
read86	RXN-10057
read87	RXN-11036
read88	RXN-11032
read89	RXN-18814
read90	1.2.1.66-RXN
read91	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read92	RXN-11689
read93	RXN-13069
read94	RXN-11081
read95	RXN-13585
read96	UDPMANNACADEHYDROG-RXN
read97	RXN-11690
read98	RXN-3341
read99	RXN0-7020
read100	RXN-16133
read101	RXN-10698
read102	RXN-17781
read103	RXN-11245
read104	RXN-17794
read105	RXN-12705
read106	RXN-12570
read107	OHACYL-COA-DEHYDROG-RXN
read108	RXN-19803
read109	RXN0-2044
read110	RXN-10702
read111	RXN-12750
read112	RXN-17798
read113	RXN-10703
read114	RXN-17786
read115	RXN-12490
read116	RXN-17777
read117	RXN-11662
read118	RXN-17790
read119	RXN-13279
read120	RXN-5901
read121	RXN-12560
read122	RXN-14819
read123	RXN-14994
read124	RXN-14148
read125	MALATE-DEH-RXN
read126	RXN-13779
read127	1.1.1.39-RXN
read128	RXN-15920
read129	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read130	MALIC-NADP-RXN
read131	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
read132	ISOCITDEH-RXN
read133	RXN-9952
read134	GLUCOSE-1-DEHYDROGENASE-RXN
read135	GALACTODEHYDROG-RXN
read136	GLU6PDEHYDROG-RXN
read137	MANNONOXIDOREDUCT-RXN
read138	ALTRO-OXIDOREDUCT-RXN
read139	GLYCDEH-RXN
read140	TSA-REDUCT-RXN
read141	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read142	MANNITOL-2-DEHYDROGENASE-RXN
read143	GLUCONATE-5-DEHYDROGENASE-RXN
read144	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read145	GLYCOLALDREDUCT-RXN
read146	LACTALDREDUCT-RXN
read147	RXN-8641
read148	GLYOXYLATE-REDUCTASE-NADP+-RXN
read149	HYDROXYPYRUVATE-REDUCTASE-RXN
read150	1.1.1.83-RXN
read151	RXN-13158
read152	RXNQT-4178
read153	RXNQT-4174
read154	RXNQT-4171
read155	RXNQT-4168
read156	RXNQT-4165
read157	RXN-14986
read158	ACETOOHBUTREDUCTOISOM-RXN
read159	ACETOLACTREDUCTOISOM-RXN
read160	HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN
read161	RXN-19387
read162	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read163	RXN0-5141
read164	TARTRATE-DEHYDROGENASE-RXN
read165	RXN-8643
read166	GLYC3PDEHYDROGBIOSYN-RXN
read167	PGLYCDEHYDROG-RXN
read168	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read169	RXN-2861
read170	RXN-11332
read171	MOXXANAU-RXN
read172	RXN-11333
read173	RXN-969
read174	S-2-HYDROXY-ACID-OXIDASE-RXN
read175	CHOLESTEROL-OXIDASE-RXN
read176	RXN-12778
read177	RXN-13689
read178	RXN0-6373
read179	GLYC3PDEHYDROG-RXN
read180	RXN-15740
read181	RXN-15745
read182	RXN0-5258-Yeast
read183	RXN0-5260
read184	RXNI-3
read185	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read186	RXN-11283
read187	RXN-11080
read188	RXN0-7230
read189	CHD-RXN
read190	1.1.99.28-RXN
read191	CHLORIDE-PEROXIDASE-RXN
read192	1.11.1.15-RXN
read193	RXN-8667
read194	CATAL-RXN
read195	CYTOCHROME-C-PEROXIDASE-RXN
read196	RXN66-1
read197	RXN-14189
read198	GLUTATHIONE-PEROXIDASE-RXN
read199	RXN-11820
read200	1.12.1.3-RXN
read201	1.12.5.1-RXN
read202	HYDROG-RXN
read203	RXN-16420
read204	RXN0-4141
read205	RXN0-5256
read206	CATECHOL-12-DIOXYGENASE-RXN
read207	RXN-8665
read208	CATECHOL-2-3-DIOXYGENASE-RXN
read209	RXN-13704
read210	RXN-11218
read211	CATECHOL-23-DIOXYGENASE-RXN
read212	RXN-11219
read213	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read214	RXN-10815
read215	RXN-9731
read216	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read217	RXN-10137
read218	1.13.11.49-RXN
read219	HOMOGENTISATE-12-DIOXYGENASE-RXN
read220	RXN-8771
read221	1.13.11.9-RXN
read222	RXN-16322
read223	2-NITROPROPANE-DIOXYGENASE-RXN
read224	RXN0-299
read225	1.14.11.2-RXN
read226	RXN0-984
read227	RXN-18739
read228	RXN0-986
read229	RXN0-7280
read230	RXN-12353
read231	RXN-18737
read232	RXN-18738
read233	R621-RXN
read234	RXN-9912
read235	RXN-10078
read236	SALICYLATE-1-MONOOXYGENASE-RXN
read237	RXN-10079
read238	RXN-9914
read239	RXN-9409
read240	RXN-9407
read241	RXN-9408
read242	RXN-10040
read243	MHPHYDROXY-RXN
read244	RXN0-2042
read245	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read246	RXN-2401
read247	CYCLOHEXANONE-MONOOXYGENASE-RXN
read248	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read249	RXN-13191
read250	RXN-10891
read251	R321-RXN
read252	RXN66-600
read253	RXN66-597
read254	RXN66-591
read255	RXN-11056
read256	RXN-17627
read257	RXN66-598
read258	RXN-13064
read259	RXN66-595
read260	UNSPECIFIC-MONOOXYGENASE-RXN
read261	RXN66-599
read262	RXN66-596
read263	RXN-8872
read264	RXN66-169
read265	RXN66-163
read266	RXN-11057
read267	RXN66-181
read268	RXN66-146
read269	RXN-8630
read270	RXN66-161
read271	RXN66-589
read272	RXN0-6973
read273	RXN-13418
read274	RXN0-280
read275	RXN-15341
read276	RXN-8505
read277	RXN66-569
read278	RXN-13907
read279	RXN-14206
read280	1.14.18.2-RXN
read281	RXN-10664
read282	1.14.19.1-RXN
read283	RXN-13426
read284	RXN-16065
read285	1.14.19.3-RXN
read286	RXN-16132
read287	RXN-17112
read288	RXN-10842
read289	RXN-12886
read290	RXN0-6444
read291	RXN-14430
read292	SUPEROX-DISMUT-RXN
read293	1.15.1.2-RXN
read294	RXN0-1483
read295	RXN-15294
read296	RXN0-901
read297	RXN-7682
read298	RXN-14014
read299	ADPREDUCT-RXN
read300	RXN0-747
read301	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read302	RXN0-748
read303	UDPREDUCT-RXN
read304	CDPREDUCT-RXN
read305	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read306	GDPREDUCT-RXN
read307	RXN0-722
read308	1.17.4.2-RXN
read309	RXN0-882
read310	RXN-15878
read311	RXN-12104
read312	RUBREDOXIN--NAD+-REDUCTASE-RXN
read313	RXN-17897
read314	1.18.1.2-RXN
read315	RXN-12365
read316	FERREDOXIN--NAD+-REDUCTASE-RXN
read317	NITROGENASE-RXN
read318	RXN-13671
read319	ACETALD-DEHYDROG-RXN
read320	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read321	GAPOXNPHOSPHN-RXN
read322	RXN0-5293
read323	RXN-9958
read324	RXN-2902
read325	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read326	GLYCOLALD-DEHYDROG-RXN
read327	LACTALDDEHYDROG-RXN
read328	RXN-11213
read329	1.2.1.27-RXN
read330	RXN-17808
read331	RXN66-3
read332	RXN-16655
read333	RXN-14224
read334	RXN-37
read335	RXN6666-5
read336	RXN-9758
read337	RXN-10780
read338	RXN-10917
read339	R222-RXN
read340	RXN-16656
read341	RXN-14225
read342	RXN-3443
read343	RXN-16653
read344	RXN-10715
read345	RXN-10089
read346	RXN-10912
read347	RXN-4142
read348	RXN66-479
read349	RXN66-476
read350	RXN-14280
read351	RXN-16654
read352	RXN66-472
read353	ALDHDEHYDROG-RXN
read354	1.2.1.31-RXN
read355	ALLYSINE-DEHYDROG-RXN
read356	N-ACETYLGLUTPREDUCT-RXN
read357	RXN-15006
read358	RXN-6002
read359	ALDXANAU-RXN
read360	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read361	RXN0-3962
read362	GLUTSEMIALDEHYDROG-RXN
read363	FORMALDEHYDE-DEHYDROGENASE-RXN
read364	GLUTRNAREDUCT-RXN
read365	SUCCGLUALDDEHYD-RXN
read366	RXN-8891
read367	SUCCSEMIALDDEHYDROG-RXN
read368	BADH-RXN
read369	RXN-15728
read370	RXN-12736
read371	RXN-15729
read372	RXN-14116
read373	RXNMETA-12672
read374	RXN0-1134
read375	2OXOGLUTDECARB-RXN
read376	KETOISOCAPROATE-RXN
read377	METHYLVALERATE-RXN
read378	1.2.4.4-RXN
read379	RXN-11496
read380	RXN-11496-YEAST
read381	PYRUFLAVREDUCT-RXN
read382	PYFLAVOXRE-RXN
read383	RXN-14474
read384	2-OXOGLUTARATE-SYNTHASE-RXN
read385	1.2.7.4-RXN
read386	1.2.7.5-RXN
read387	1.2.7.8-RXN
read388	RXN-982
read389	RXN-11189
read390	RXN-7566
read391	1.21.4.4-RXN
read392	RXN-10620
read393	RXN-9534
read394	ENOYL-ACP-REDUCT-NADPH-RXN
read395	RXN-9542
read396	RXN-9538
read397	RXN-9515
read398	RXN3O-5293
read399	RXN-9530
read400	RXN-9526
read401	RXN-9521
read402	RXN-8765
read403	PREPHENATEDEHYDROG-RXN
read404	OROTATE-REDUCTASE-NADH-RXN
read405	CORTISONE-ALPHA-REDUCTASE-RXN
read406	1.3.99.5-RXN
read407	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read408	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read409	RXN66-343
read410	2-ENOATE-REDUCTASE-RXN
read411	RXN-7911
read412	RXN-7835
read413	RXN-14776
read414	DIENOYLCOAREDUCT-RXN
read415	RXN-14790
read416	RXN-12521
read417	RXN-14715
read418	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read419	RXN-12558
read420	RXN-12559
read421	TRANS-2-ENOYL-COA-REDUCTASE-NAD+-RXN
read422	RXN-17524
read423	1.3.1.54-RXN
read424	RXN-11696
read425	RXN-5286
read426	RXN1F-72
read427	DIMETHUROPORDEHYDROG-RXN
read428	RXN-10625
read429	RXN-17428
read430	RXN-8957
read431	RXN-18384
read432	RXN-11726
read433	RXN1G-488
read434	RXN-10657
read435	RXN-11482
read436	RXN-16632
read437	RXN-9663
read438	RXN-9660
read439	RXN-10661
read440	RXN0-2145
read441	RXN-9657
read442	RXN-16620
read443	RXN1G-395
read444	RXN-10062
read445	RXN1G-526
read446	RXN-9661
read447	RXN-9658
read448	RXN-16624
read449	RXN-9558
read450	ENOYL-ACP-REDUCT-NADH-RXN
read451	RXN-9635
read452	RXN-11478
read453	RXN-9662
read454	RXN-16628
read455	RXN-9659
read456	UDPNACETYLMURAMATEDEHYDROG-RXN
read457	RXN-11181
read458	RXN0-1461
read459	PROTOPORGENOXI-RXN
read460	RXN-18461
read461	RXN-15977
read462	RXN-17113
read463	RXN-14789
read464	RXN-14796
read465	RXN-16134
read466	RXN-14576
read467	RXN-11026
read468	RXN-12669
read469	RXN-18383
read470	RXN-10696
read471	RXN-14771
read472	RXN-10706
read473	RXN-12518
read474	RXN-14775
read475	RXN-14785
read476	RXN-10707
read477	RXN-15378
read478	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read479	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read480	RXN-14971
read481	RXN0-6491
read482	RXN0-6554
read483	DIHYDROOROTATE-DEHYDROGENASE-RXN
read484	RXN-14963
read485	R601-RXN
read486	RXN-14970
read487	RXN-17485
read488	RXN-11902
read489	PROPCOASYN-RXN
read490	RXN-13449
read491	BUTYRYL-COA-DEHYDROGENASE-RXN
read492	RXN0-2301
read493	GLUTARYL-COA-DEHYDROGENASE-RXN
read494	RXN-14262
read495	RXN-11734
read496	RXN-14278
read497	RXN-14229
read498	RXN-13615
read499	RXN-9929
read500	1.3.99.16-RXN
read501	RXN-12411
read502	RXN-11647
read503	RXN-12247
read504	RXN-12410
read505	RXN-12414
read506	2-FUROYL-COA-DEHYDROGENASE-RXN
read507	ALANINE-DEHYDROGENASE-RXN
read508	1.4.1.11-RXN
read509	GLUTAMATESYN-RXN
read510	GLUTAMATE-SYNTHASE-NADH-RXN
read511	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read512	GLUTAMATE-DEHYDROGENASE-RXN
read513	1.4.1.21-RXN
read514	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read515	GLUTDEHYD-RXN
read516	ILEDEAMINE-RXN
read517	LEUCINE-DEHYDROGENASE-RXN
read518	L-ASPARTATE-OXID-RXN
read519	1.4.3.19-RXN
read520	RXN-8672
read521	RXN-17951
read522	RXN-8673
read523	RXN-8674
read524	AMACETOXID-RXN
read525	RXN-9597
read526	AMINEPHEN-RXN
read527	AMINEOXID-RXN
read528	RXN-10910
read529	RXN-10907
read530	RXN-5821
read531	RXN-10908
read532	RXN-9598
read533	RXN-10817
read534	RXN-10778
read535	RXN-1
read536	RXN6666-4
read537	RXN-11067
read538	RXN-10913
read539	RXN-1401
read540	PNPOXI-RXN
read541	PMPOXI-RXN
read542	GCVP-RXN
read543	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read544	RXN-7563
read545	RXN66-546
read546	PYRROLINECARBREDUCT-RXN
read547	1.5.1.20-RXN
read548	1.5.1.25-RXN
read549	1.5.1.28-RXN
read550	RXN-19329
read551	DIHYDROFOLATEREDUCT-RXN
read552	RXN-18357
read553	RXN-14245
read554	RXN-13909
read555	1.5.1.34-RXN
read556	RXN-12444
read557	FMNREDUCT-RXN
read558	RXN-10029
read559	METHYLENETHFDEHYDROG-NADP-RXN
read560	1.5.1.7-RXN
read561	SARCOX-RXN
read562	1.5.5.1-RXN-YEAST
read563	RXN66-550
read564	RXN0-7008
read565	RXN-14903
read566	METHELENE-THMPT-OXI-RXN
read567	PYRNUTRANSHYDROGEN-RXN
read568	NQOR-RXN
read569	RXN-19671
read570	RXN-12303
read571	QOR-RXN
read572	NADH-DEHYDROGENASE-RXN
read573	RXN0-4022
read574	RXN-13854
read575	GMP-REDUCT-RXN
read576	NITRITE-REDUCTASE-CYTOCHROME-RXN
read577	RXN-15838
read578	RXN-18605
read579	1.7.2.2-RXN
read580	RXN-19619
read581	RXN-19618
read582	RXN-19617
read583	1.7.2.3-RXN
read584	RXN-12130
read585	NITRIC-OXIDE-REDUCTASE-RXN
read586	URATE-OXIDASE-RXN
read587	FERREDOXIN--NITRITE-REDUCTASE-RXN
read588	HYDROXYLAMINE-REDUCTASE-RXN
read589	1.8.1.15-RXN
read590	SULFITE-REDUCT-RXN
read591	RXN-7719
read592	RXN0-1132
read593	RXN-8629
read594	1.8.1.4-RXN
read595	RXN-7716
read596	GLUTATHIONE-REDUCT-NADPH-RXN
read597	1.6.4.4-RXN
read598	THIOREDOXIN-REDUCT-NADPH-RXN
read599	RXN-8668
read600	1.8.4.12-RXN
read601	1.8.4.8-RXN
read602	1.8.5.2-RXN
read603	DIMESULFREDUCT-RXN
read604	RXN-20076
read605	SULFITE-REDUCTASE-FERREDOXIN-RXN
read606	1.8.98.1-RXN
read607	ADENYLYLSULFATE-REDUCTASE-RXN
read608	CYTOCHROME-C-OXIDASE-RXN
read609	RXN-15830
read610	TDCEACT-RXN
read611	RXN0-2101
read612	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read613	MMUM-RXN
read614	RXN-13403
read615	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
read616	HOMOCYSMETB12-RXN
read617	2.1.1.130-RXN
read618	2.1.1.131-RXN
read619	2.1.1.132-RXN
read620	2.1.1.133-RXN
read621	HOMOCYSMET-RXN
read622	RXN-12730
read623	RXN0-2441
read624	RXN-8850
read625	2.1.1.151-RXN
read626	RXN-8760
read627	R322-RXN
read628	RXN-9220
read629	RXN-9366
read630	RXN-11046
read631	RXN-9363
read632	RXN-9205
read633	RXN-19667
read634	RXN-9361
read635	RXN-14177
read636	RXN-9362
read637	RXN-9191
read638	ADOMET-DMK-METHYLTRANSFER-RXN
read639	RXN-11845
read640	2.1.1.17-RXN
read641	RXN-11578
read642	RXN0-6515
read643	RXN-11576
read644	RXN-11574
read645	RXN-11591
read646	RXN-11592
read647	RXN-11596
read648	RXN-11633
read649	RXN-11597
read650	RXN-11588
read651	RXN-11573
read652	RXN-11601
read653	RXN-11602
read654	RXN-11586
read655	RXN-11598
read656	RXN-8764
read657	RXN-8766
read658	RXN-11475
read659	RXN-11637
read660	RXN-11638
read661	RXN-11754
read662	RXN3O-54
read663	RXN-9235
read664	RXN-9242
read665	RXN-14296
read666	RXN-9227
read667	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read668	RXN-11865
read669	RXN-11860
read670	RXN-10669
read671	RXN-12472
read672	RXN-12469
read673	RXN-12466
read674	RXN-12160
read675	RXN-9225
read676	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read677	RXN-9233
read678	RXN-9240
read679	RXN-12480
read680	RXN-12463
read681	RXN-12462
read682	RXN-12458
read683	RXN-14517
read684	RXN-12908
read685	METHCOCLTH-RXN
read686	RXN-17760
read687	RXN0-6950
read688	RXN0-6998
read689	RXN-8762
read690	RXN-8767
read691	RXN-14992
read692	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read693	2.1.1.34-RXN
read694	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read695	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read696	2.1.1.44-RXN
read697	RXN-14437
read698	RXN-14438
read699	RXN-14431
read700	THYMIDYLATESYN-RXN
read701	2.1.1.63-RXN
read702	RXN-17824
read703	RXN-9237
read704	RXN-11758
read705	DHHB-METHYLTRANSFER-RXN
read706	2.1.1.64-RXN
read707	RXN-9229
read708	RXN3O-102
read709	RXN-14293
read710	2.1.1.71-RXN
read711	RXN4FS-2
read712	2.1.1.72-RXN
read713	2.1.1.74-RXN
read714	2.1.1.77-RXN
read715	RXN1G-2544
read716	2.1.1.79-RXN
read717	RXN-7421
read718	RXN1G-3641
read719	CHER-RXN
read720	GLYOHMETRANS-RXN
read721	GCVT-RXN
read722	RXN-15635
read723	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read724	GART-RXN
read725	AICARTRANSFORM-RXN
read726	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read727	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read728	2.1.3.1-RXN
read729	RXN-9778
read730	ASPCARBTRANS-RXN
read731	ORNCARBAMTRANSFER-RXN
read732	RXN-13482
read733	PUTRESCINE-CARBAMOYLTRANSFERASE-RXN
read734	GLYCINE-AMIDINOTRANSFERASE-RXN
read735	RXN-8348
read736	1TRANSKETO-RXN
read737	2TRANSKETO-RXN
read738	TRANSALDOL-RXN
read739	ACETOOHBUTSYN-RXN
read740	ACETOLACTSYN-RXN
read741	DXS-RXN
read742	2.5.1.64-RXN
read743	RXN0-6948
read744	N-ACETYLTRANSFER-RXN
read745	2.3.1.101-RXN
read746	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read747	RXN-7561
read748	TETHYDPICSUCC-RXN
read749	2.3.1.118-RXN
read750	RXN0-1133
read751	DIHYDLIPACETRANS-RXN
read752	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read753	RXN-17018
read754	RXN-17016
read755	RXN-17017
read756	RXN-10462
read757	RXN-15045
read758	RXN-13805
read759	RXN-16117
read760	RXN-16024
read761	RXN-1381
read762	2.3.1.157-RXN
read763	METHYLACETOACETYLCOATHIOL-RXN
read764	RXN-17787
read765	RXN-17116
read766	RXN-12561
read767	RXN-10701
read768	RXN-14277
read769	RXN-20153
read770	RXN-14274
read771	RXN-17778
read772	RXN-13617
read773	RXN-17791
read774	RXN-14799
read775	RXN-12565
read776	RXN-16137
read777	RXN-14793
read778	RXN-10699
read779	RXN-17782
read780	RXN-14774
read781	RXN-11246
read782	RXN-17795
read783	RXN-14803
read784	RXN-14268
read785	RXN-19804
read786	KETOACYLCOATHIOL-RXN
read787	RXN-19800
read788	RXN-12751
read789	ACETYL-COA-ACETYLTRANSFER-RXN
read790	RXN-10700
read791	RXN-17799
read792	RXN-12710
read793	RXN-14788
read794	RXN-14394
read795	RXN-8809
read796	2.3.1.164-RXN
read797	MBCOA-DHLIPOAMIDE-RXN
read798	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read799	2.3.1.168-RXN
read800	ACETYLSYNCLTH-RXN
read801	R102-RXN
read802	RXN-9516
read803	RXN-16625
read804	3-OXOACYL-ACP-SYNTH-BASE-RXN
read805	RXN-9531
read806	RXN-10654
read807	RXN1G-460
read808	RXN-11479
read809	RXN-9527
read810	RXN-16615
read811	2.3.1.41-RXN
read812	RXN-9523
read813	RXN-16629
read814	2.3.1.179-RXN
read815	3-OXOACYL-ACP-SYNTH-RXN
read816	RXN-9535
read817	RXN-10658
read818	RXN3O-1803
read819	RXN0-2141
read820	RXN-9539
read821	RXN-16621
read822	RXN-8391
read823	RXN-11474
read824	GALACTOACETYLTRAN-RXN
read825	2.3.1.180-RXN
read826	RXN-13037
read827	RXN0-947
read828	RXN-7743
read829	RXN-9382
read830	RXN-10837
read831	RXN-9729
read832	RXN1G-4
read833	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read834	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read835	RXN-13589
read836	RXN-10000
read837	RXN-14718
read838	RXN-14719
read839	RXN-14570
read840	LAUROYLACYLTRAN-RXN
read841	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read842	AKBLIG-RXN
read843	SERINE-O-ACETTRAN-RXN
read844	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read845	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read846	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read847	MALONYL-COA-ACP-TRANSACYL-RXN
read848	ACYLGPEACYLTRANS-RXN
read849	RXN-9652
read850	RXN-9648
read851	RXN1G-499
read852	RXN-9653
read853	RXN-9650
read854	RXN1G-445
read855	RXN-10059
read856	RXN-9654
read857	RXN-9651
read858	RXN1G-368
read859	RXN-9632
read860	HOMSUCTRAN-RXN
read861	7KAPSYN-RXN
read862	RXN-11484
read863	HISTONE-ACETYLTRANSFERASE-RXN
read864	RXN0-6705
read865	RXN-17015
read866	RXN-17012
read867	RXN-16032
read868	RXN0-5514
read869	RXN-17022
read870	RXN-17019
read871	RXN-1623
read872	RXN-17013
read873	RXN-17009
read874	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read875	RXN-17023
read876	RXN-17020
read877	RXN-17014
read878	RXN-17024
read879	RXN-16076
read880	RXN-17729
read881	RXN-16067
read882	RXN-17010
read883	RXN-16077
read884	RXN-15043
read885	RXN-17011
read886	RXN-16118
read887	RXN-16025
read888	RXN-17008
read889	RXN-17021
read890	PYRUVFORMLY-RXN
read891	RXN-19536
read892	RXN-0
read893	RXN-9939
read894	RXN0-7165
read895	DIAMACTRANS-RXN
read896	SPERMACTRAN-RXN
read897	RXN-12667
read898	RXN0-1147
read899	MALTACETYLTRAN-RXN
read900	PHOSACETYLTRANS-RXN
read901	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read902	2.3.1.89-RXN
read903	2.3.2.10-RXN
read904	RXN66-336
read905	RXN-6601
read906	GAMMA-GLUTAMYLTRANSFERASE-RXN
read907	RXN-9157
read908	RXN-18092
read909	LYSYLTRANSFERASE-RXN
read910	RXN-19145
read911	RXN-17846
read912	RXN-17847
read913	LEUCYLTRANSFERASE-RXN
read914	RXN-17848
read915	RXN-17890
read916	RXN-17891
read917	RXN-17888
read918	RXN-17889
read919	ARGINYLTRANSFERASE-RXN
read920	CITSYN-RXN
read921	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
read922	2-ISOPROPYLMALATESYN-RXN
read923	HOMOCITRATE-SYNTHASE-RXN
read924	ATP-CITRATE-PRO-S--LYASE-RXN
read925	MALSYN-RXN
read926	RXN-14284
read927	RXN0-5184
read928	RXN-12171
read929	GLYMALTOPHOSPHORYL-RXN
read930	RXN-14353
read931	RXN-14285
read932	RXN0-5182
read933	GLYCOPHOSPHORYL-RXN
read934	RXN-1826
read935	RXN-14286
read936	RXN-9025
read937	RXN-12392
read938	RXN-7668
read939	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
read940	RXN-11348
read941	2.4.1.129-RXN
read942	RXN-15521
read943	RXN-11291
read944	RXN-11350
read945	RXN-16650
read946	RXN-14712
read947	SUCROSE-PHOSPHATE-SYNTHASE-RXN
read948	TREHALOSE6PSYN-RXN
read949	2.4.1.161-RXN
read950	RXN-7669
read951	RXN-18777
read952	RXN-7710
read953	RXN-14371
read954	GLYCOGEN-BRANCH-RXN
read955	RXN-14372
read956	UDPMANACATRANS-RXN
read957	LIPIDADISACCHARIDESYNTH-RXN
read958	TEICHOICSYN2-RXN
read959	CELLOBIOSE-PHOSPHORYLASE-RXN
read960	2.4.1.208-RXN
read961	GLYCOGENSYN-RXN
read962	2.4.1.211-RXN
read963	NACGLCTRANS-RXN
read964	RXN-11029
read965	RXN-11346
read966	RXN-8976
