read0	RXN-7700
read70	GLYCOLATE-REDUCTASE-RXN
read71	1.1.1.261-RXN
read72	RXN-13179
read73	1.1.1.264-RXN
read74	L-IDONATE-2-DEHYDROGENASE-RXN
read75	DXPREDISOM-RXN
read76	L-LACTATE-DEHYDROGENASE-RXN
read77	1.1.1.271-RXN
read78	RXN-16003
read79	DLACTDEHYDROGNAD-RXN
read80	RXN-2962
read81	RXN-17884
read82	GLYCERATE-DEHYDROGENASE-RXN
read83	ERYTHRON4PDEHYDROG-RXN
read84	1.1.1.292-RXN
read85	HOMOSERDEHYDROG-RXN
read86	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read87	RXN-10841
read88	RXN-14171
read89	RXN-10057
read90	RXN-11036
read91	RXN-11032
read92	RXN-18814
read93	1.2.1.66-RXN
read94	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
read95	RXN-13069
read96	RXN-11081
read97	RXN-13585
read98	UDPMANNACADEHYDROG-RXN
read99	RXN-3341
read100	RXN0-7020
read101	RXN-16133
read102	RXN-10698
read103	RXN-17781
read104	RXN-11245
read105	RXN-17794
read106	RXN-12705
read107	RXN-12570
read108	OHACYL-COA-DEHYDROG-RXN
read109	RXN-19803
read110	RXN0-2044
read111	RXN-10702
read112	RXN-12750
read113	RXN-17798
read114	RXN-10703
read115	RXN-17786
read116	RXN-12490
read117	RXN-17777
read118	RXN-11662
read119	RXN-17790
read120	RXN-13279
read121	RXN-5901
read122	RXN-12560
read123	RXN-14819
read124	RXN-14994
read125	RXN-14148
read126	MALATE-DEH-RXN
read127	RXN-13779
read128	1.1.1.39-RXN
read129	RXN-15920
read130	RR-BUTANEDIOL-DEHYDROGENASE-RXN
read131	MALIC-NADP-RXN
read132	ISOCITDEH-RXN
read133	RXN-9952
read134	GLUCOSE-1-DEHYDROGENASE-RXN
read135	GALACTODEHYDROG-RXN
read136	GLU6PDEHYDROG-RXN
read137	RIBITOL-2-DEHYDROGENASE-RXN
read138	MANNONOXIDOREDUCT-RXN
read139	ALTRO-OXIDOREDUCT-RXN
read140	GLYCDEH-RXN
read141	TSA-REDUCT-RXN
read142	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
read143	MANNITOL-2-DEHYDROGENASE-RXN
read144	GLUCONATE-5-DEHYDROGENASE-RXN
read145	SS-BUTANEDIOL-DEHYDROGENASE-RXN
read146	GLYCOLALDREDUCT-RXN
read147	LACTALDREDUCT-RXN
read148	RXN-8641
read149	GLYOXYLATE-REDUCTASE-NADP+-RXN
read150	HYDROXYPYRUVATE-REDUCTASE-RXN
read151	1.1.1.83-RXN
read152	RXN-13158
read153	RXNQT-4178
read154	RXNQT-4174
read155	RXNQT-4171
read156	RXNQT-4168
read157	RXNQT-4165
read158	RXN-14986
read159	ACETOOHBUTREDUCTOISOM-RXN
read160	ACETOLACTREDUCTOISOM-RXN
read161	RXN-19387
read162	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
read163	RXN0-5141
read164	TARTRATE-DEHYDROGENASE-RXN
read165	RXN-8643
read166	GLYC3PDEHYDROGBIOSYN-RXN
read167	PGLYCDEHYDROG-RXN
read168	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read169	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
read170	RXN-11333
read171	RXN-969
read172	S-2-HYDROXY-ACID-OXIDASE-RXN
read173	CHOLESTEROL-OXIDASE-RXN
read174	RXN-12778
read175	RXN-13689
read176	RXN0-6373
read177	GLYC3PDEHYDROG-RXN
read178	RXN-15740
read179	RXN-15745
read180	RXN0-5258-Yeast
read181	RXN0-5260
read182	RXNI-3
read183	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
read184	RXN-11283
read185	RXN-11080
read186	RXN0-7230
read187	CHD-RXN
read188	1.1.99.28-RXN
read189	RXN-14204
read190	GLUCONATE-2-DEHYDROGENASE-RXN
read191	CHLORIDE-PEROXIDASE-RXN
read192	1.11.1.15-RXN
read193	RXN-8667
read194	CATAL-RXN
read195	CYTOCHROME-C-PEROXIDASE-RXN
read196	RXN66-1
read197	RXN-14189
read198	GLUTATHIONE-PEROXIDASE-RXN
read199	1.12.1.3-RXN
read200	1.12.5.1-RXN
read201	HYDROG-RXN
read202	RXN-16420
read203	RXN0-4141
read204	RXN0-5256
read205	CATECHOL-12-DIOXYGENASE-RXN
read206	RXN-8665
read207	CATECHOL-2-3-DIOXYGENASE-RXN
read208	RXN-13704
read209	RXN-11218
read210	CATECHOL-23-DIOXYGENASE-RXN
read211	RXN-11219
read212	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
read213	RXN-10815
read214	RXN-9731
read215	PROTOCATECHUATE-34-DIOXYGENASE-RXN
read216	RXN-10137
read217	1.13.11.49-RXN
read218	HOMOGENTISATE-12-DIOXYGENASE-RXN
read219	1.13.11.6-RXN
read220	RXN-8771
read221	1.13.11.9-RXN
read222	RXN-16322
read223	2-NITROPROPANE-DIOXYGENASE-RXN
read224	RXN0-299
read225	1.14.11.2-RXN
read226	RXN0-984
read227	RXN-18739
read228	RXN0-986
read229	RXN0-7280
read230	RXN-12353
read231	RXN-18737
read232	RXN-18738
read233	RXN-9912
read234	RXN-10078
read235	SALICYLATE-1-MONOOXYGENASE-RXN
read236	RXN-10079
read237	RXN-9914
read238	RXN-9409
read239	RXN-9407
read240	RXN-9408
read241	RXN-10040
read242	MHPHYDROXY-RXN
read243	RXN0-2042
read244	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
read245	RXN-2401
read246	CYCLOHEXANONE-MONOOXYGENASE-RXN
read247	ANTHRANILOYL-COA-MONOOXYGENASE-RXN
read248	R321-RXN
read249	RXN66-600
read250	RXN66-597
read251	RXN66-591
read252	RXN-11056
read253	RXN-17627
read254	RXN66-598
read255	RXN-13064
read256	RXN66-595
read257	UNSPECIFIC-MONOOXYGENASE-RXN
read258	RXN66-599
read259	RXN66-596
read260	RXN-8872
read261	RXN66-169
read262	RXN66-163
read263	RXN-11057
read264	RXN66-181
read265	RXN66-146
read266	RXN-8630
read267	RXN66-161
read268	RXN66-589
read269	RXN0-6973
read270	RXN-13418
read271	RXN0-280
read272	RXN-15341
read273	RXN-8505
read274	RXN66-569
read275	RXN-13907
read276	RXN-14206
read277	1.14.18.2-RXN
read278	RXN-10664
read279	1.14.19.1-RXN
read280	RXN-13426
read281	RXN-16065
read282	1.14.19.3-RXN
read283	RXN-16132
read284	RXN-17112
read285	RXN-10842
read286	RXN-14430
read287	SUPEROX-DISMUT-RXN
read288	1.15.1.2-RXN
read289	RXN0-1483
read290	RXN-15294
read291	RXN0-901
read292	RXN-7682
read293	RXN-14014
read294	ADPREDUCT-RXN
read295	RXN0-747
read296	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
read297	RXN0-748
read298	UDPREDUCT-RXN
read299	CDPREDUCT-RXN
read300	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
read301	GDPREDUCT-RXN
read302	RXN0-722
read303	1.17.4.2-RXN
read304	RXN0-882
read305	RXN-15878
read306	RXN-12104
read307	RUBREDOXIN--NAD+-REDUCTASE-RXN
read308	RXN-17897
read309	1.18.1.2-RXN
read310	RXN-12365
read311	FERREDOXIN--NAD+-REDUCTASE-RXN
read312	NITROGENASE-RXN
read313	RXN-13671
read314	ACETALD-DEHYDROG-RXN
read315	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read316	GAPOXNPHOSPHN-RXN
read317	RXN0-5293
read318	RXN-9958
read319	RXN-2902
read320	AMINOBUTDEHYDROG-RXN
read321	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
read322	GLYCOLALD-DEHYDROG-RXN
read323	LACTALDDEHYDROG-RXN
read324	RXN-11213
read325	1.2.1.27-RXN
read326	RXN-17808
read327	RXN66-3
read328	RXN-16655
read329	RXN-14224
read330	RXN-37
read331	RXN6666-5
read332	RXN-9758
read333	RXN-10780
read334	RXN-10917
read335	R222-RXN
read336	RXN-16656
read337	RXN-14225
read338	RXN-3443
read339	RXN-16653
read340	RXN-10715
read341	RXN-10089
read342	RXN-10912
read343	RXN-4142
read344	RXN66-479
read345	RXN66-476
read346	RXN-14280
read347	RXN-16654
read348	RXN66-472
read349	ALDHDEHYDROG-RXN
read350	N-ACETYLGLUTPREDUCT-RXN
read351	RXN-15006
read352	RXN-6002
read353	ALDXANAU-RXN
read354	ALDEHYDE-DEHYDROGENASE-NADP+-RXN
read355	RXN0-3962
read356	GLUTSEMIALDEHYDROG-RXN
read357	FORMALDEHYDE-DEHYDROGENASE-RXN
read358	RXN-1241
read359	GLUTRNAREDUCT-RXN
read360	SUCCGLUALDDEHYD-RXN
read361	RXN-8891
read362	SUCCSEMIALDDEHYDROG-RXN
read363	BADH-RXN
read364	RXN-15728
read365	RXN-12736
read366	RXN-15729
read367	RXN-14116
read368	RXNMETA-12672
read369	RXN0-1134
read370	2OXOGLUTDECARB-RXN
read371	KETOISOCAPROATE-RXN
read372	METHYLVALERATE-RXN
read373	1.2.4.4-RXN
read374	RXN-11496
read375	RXN-11496-YEAST
read376	PYRUFLAVREDUCT-RXN
read377	PYFLAVOXRE-RXN
read378	RXN-14474
read379	2-OXOGLUTARATE-SYNTHASE-RXN
read380	1.2.7.4-RXN
read381	1.2.7.8-RXN
read382	RXN-982
read383	RXN-11189
read384	RXN-7566
read385	1.21.4.4-RXN
read386	RXN-10620
read387	RXN0-6565
read388	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
read389	RXN-9534
read390	ENOYL-ACP-REDUCT-NADPH-RXN
read391	RXN-9542
read392	RXN-9538
read393	RXN-9515
read394	RXN3O-5293
read395	RXN-9530
read396	RXN-9526
read397	RXN-9521
read398	RXN-8765
read399	PREPHENATEDEHYDROG-RXN
read400	OROTATE-REDUCTASE-NADH-RXN
read401	CORTISONE-ALPHA-REDUCTASE-RXN
read402	1.3.99.5-RXN
read403	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
read404	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
read405	RXN66-343
read406	2-ENOATE-REDUCTASE-RXN
read407	RXN-7911
read408	RXN-7835
read409	RXN-14776
read410	DIENOYLCOAREDUCT-RXN
read411	RXN-14790
read412	RXN-12521
read413	RXN-14715
read414	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
read415	1.3.1.54-RXN
read416	DIMETHUROPORDEHYDROG-RXN
read417	RXN-11726
read418	RXN1G-488
read419	RXN-10657
read420	RXN-11482
read421	RXN-16632
read422	RXN-9663
read423	RXN-9660
read424	RXN-10661
read425	RXN0-2145
read426	RXN-9657
read427	RXN-16620
read428	RXN1G-395
read429	RXN-10062
read430	RXN1G-526
read431	RXN-9661
read432	RXN-9658
read433	RXN-16624
read434	RXN-9558
read435	ENOYL-ACP-REDUCT-NADH-RXN
read436	RXN-9635
read437	RXN-11478
read438	RXN-9662
read439	RXN-16628
read440	RXN-9659
read441	UDPNACETYLMURAMATEDEHYDROG-RXN
read442	RXN-11181
read443	RXN0-1461
read444	PROTOPORGENOXI-RXN
read445	RXN-18461
read446	RXN-15977
read447	RXN-17113
read448	RXN-14789
read449	RXN-14796
read450	RXN-16134
read451	RXN-14576
read452	RXN-11026
read453	RXN-12669
read454	RXN-18383
read455	RXN-10696
read456	RXN-14771
read457	RXN-10706
read458	RXN-12518
read459	RXN-14775
read460	RXN-14785
read461	RXN-10707
read462	RXN-15378
read463	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
read464	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN
read465	RXN-14971
read466	RXN0-6491
read467	RXN0-6554
read468	DIHYDROOROTATE-DEHYDROGENASE-RXN
read469	RXN-14963
read470	R601-RXN
read471	RXN-14970
read472	PROPCOASYN-RXN
read473	RXN-13449
read474	BUTYRYL-COA-DEHYDROGENASE-RXN
read475	RXN0-2301
read476	GLUTARYL-COA-DEHYDROGENASE-RXN
read477	RXN-14262
read478	RXN-11734
read479	RXN-14278
read480	RXN-14229
read481	RXN-13615
read482	RXN-9929
read483	1.3.99.16-RXN
read484	RXN-12411
read485	RXN-12247
read486	RXN-12410
read487	RXN-12414
read488	2-FUROYL-COA-DEHYDROGENASE-RXN
read489	ALANINE-DEHYDROGENASE-RXN
read490	1.4.1.11-RXN
read491	GLUTAMATESYN-RXN
read492	GLUTAMATE-SYNTHASE-NADH-RXN
read493	DIAMINOPIMELATE-DEHYDROGENASE-RXN
read494	GLUTAMATE-DEHYDROGENASE-RXN
read495	1.4.1.21-RXN
read496	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
read497	GLUTDEHYD-RXN
read498	ILEDEAMINE-RXN
read499	LEUCINE-DEHYDROGENASE-RXN
read500	L-ASPARTATE-OXID-RXN
read501	1.4.3.19-RXN
read502	RXN-8672
read503	RXN-17951
read504	RXN-8673
read505	RXN-8674
read506	AMACETOXID-RXN
read507	RXN-9597
read508	AMINEPHEN-RXN
read509	AMINEOXID-RXN
read510	RXN-10910
read511	RXN-10907
read512	RXN-5821
read513	RXN-10908
read514	RXN-9598
read515	RXN-10817
read516	RXN-10778
read517	RXN-1
read518	RXN6666-4
read519	RXN-11067
read520	RXN-10913
read521	RXN-1401
read522	PNPOXI-RXN
read523	PMPOXI-RXN
read524	GCVP-RXN
read525	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
read526	RXN-7563
read527	RXN66-546
read528	PYRROLINECARBREDUCT-RXN
read529	1.5.1.20-RXN
read530	1.5.1.25-RXN
read531	1.5.1.28-RXN
read532	RXN-19329
read533	DIHYDROFOLATEREDUCT-RXN
read534	RXN-18357
read535	RXN-14245
read536	RXN-13909
read537	1.5.1.34-RXN
read538	RXN-12444
read539	FMNREDUCT-RXN
read540	METHYLENETHFDEHYDROG-NADP-RXN
read541	1.5.1.7-RXN
read542	SARCOX-RXN
read543	1.5.5.1-RXN-YEAST
read544	RXN66-550
read545	RXN0-7008
read546	RXN-14903
read547	1.5.8.1-RXN
read548	1.5.8.2-RXN
read549	METHELENE-THMPT-OXI-RXN
read550	PYRNUTRANSHYDROGEN-RXN
read551	NQOR-RXN
read552	RXN-19671
read553	RXN-12303
read554	QOR-RXN
read555	NADH-DEHYDROGENASE-RXN
read556	RXN0-4022
read557	RXN-13854
read558	GMP-REDUCT-RXN
read559	NITRITE-REDUCTASE-CYTOCHROME-RXN
read560	RXN-15838
read561	RXN-18605
read562	1.7.2.2-RXN
read563	RXN-19619
read564	RXN-19618
read565	RXN-19617
read566	1.7.2.3-RXN
read567	NITRIC-OXIDE-REDUCTASE-RXN
read568	URATE-OXIDASE-RXN
read569	FERREDOXIN--NITRITE-REDUCTASE-RXN
read570	HYDROXYLAMINE-REDUCTASE-RXN
read571	1.8.1.15-RXN
read572	SULFITE-REDUCT-RXN
read573	RXN-7719
read574	RXN0-1132
read575	RXN-8629
read576	1.8.1.4-RXN
read577	RXN-7716
read578	GLUTATHIONE-REDUCT-NADPH-RXN
read579	1.6.4.4-RXN
read580	THIOREDOXIN-REDUCT-NADPH-RXN
read581	RXN-8668
read582	1.8.4.12-RXN
read583	1.8.4.8-RXN
read584	1.8.5.2-RXN
read585	DIMESULFREDUCT-RXN
read586	RXN-20076
read587	SULFITE-REDUCTASE-FERREDOXIN-RXN
read588	1.8.98.1-RXN
read589	ADENYLYLSULFATE-REDUCTASE-RXN
read590	CYTOCHROME-C-OXIDASE-RXN
read591	RXN-15830
read592	TDCEACT-RXN
read593	RXN0-2101
read594	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
read595	MMUM-RXN
read596	RXN-13403
read597	HOMOCYSMETB12-RXN
read598	2.1.1.130-RXN
read599	2.1.1.131-RXN
read600	2.1.1.132-RXN
read601	2.1.1.133-RXN
read602	HOMOCYSMET-RXN
read603	RXN-12730
read604	RXN0-2441
read605	RXN-8850
read606	2.1.1.151-RXN
read607	RXN-8760
read608	R322-RXN
read609	RXN-9220
read610	RXN-9366
read611	RXN-11046
read612	RXN-9363
read613	RXN-9205
read614	RXN-19667
read615	RXN-9361
read616	RXN-14177
read617	RXN-9362
read618	RXN-9191
read619	ADOMET-DMK-METHYLTRANSFER-RXN
read620	RXN-11845
read621	2.1.1.17-RXN
read622	RXN-11578
read623	RXN0-6515
read624	RXN-11576
read625	RXN-11591
read626	RXN-11592
read627	RXN-11596
read628	RXN-11633
read629	RXN-11597
read630	RXN-11588
read631	RXN-11573
read632	RXN-11601
read633	RXN-11602
read634	RXN-11586
read635	RXN-11598
read636	RXN-8764
read637	RXN-11475
read638	RXN-11637
read639	RXN-11638
read640	RXN-11754
read641	RXN3O-54
read642	RXN-9235
read643	RXN-9242
read644	RXN-14296
read645	RXN-9227
read646	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
read647	RXN-11865
read648	RXN-11860
read649	RXN-12472
read650	RXN-12469
read651	RXN-12466
read652	RXN-12160
read653	RXN-9225
read654	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
read655	RXN-9233
read656	RXN-9240
read657	RXN-12480
read658	RXN-12463
read659	RXN-12462
read660	RXN-12458
read661	RXN-14517
read662	RXN0-6731
read663	RXN-12908
read664	METHCOCLTH-RXN
read665	RXN-17760
read666	RXN0-6998
read667	RXN-8762
read668	RXN-14992
read669	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
read670	2.1.1.34-RXN
read671	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
read672	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
read673	2.1.1.44-RXN
read674	RXN-14437
read675	RXN-14438
read676	RXN-14431
read677	THYMIDYLATESYN-RXN
read678	2.1.1.63-RXN
read679	RXN-17824
read680	RXN-9237
read681	RXN-11758
read682	DHHB-METHYLTRANSFER-RXN
read683	2.1.1.64-RXN
read684	RXN-9229
read685	RXN3O-102
read686	RXN-14293
read687	2.1.1.71-RXN
read688	RXN4FS-2
read689	2.1.1.72-RXN
read690	2.1.1.74-RXN
read691	2.1.1.77-RXN
read692	RXN1G-2544
read693	2.1.1.79-RXN
read694	RXN-7421
read695	RXN1G-3641
read696	CHER-RXN
read697	GLYOHMETRANS-RXN
read698	GCVT-RXN
read699	RXN-15635
read700	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
read701	GART-RXN
read702	AICARTRANSFORM-RXN
read703	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
read704	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
read705	2.1.3.1-RXN
read706	RXN-9778
read707	ASPCARBTRANS-RXN
read708	ORNCARBAMTRANSFER-RXN
read709	RXN-13482
read710	GLYCINE-AMIDINOTRANSFERASE-RXN
read711	RXN-8348
read712	1TRANSKETO-RXN
read713	2TRANSKETO-RXN
read714	TRANSALDOL-RXN
read715	ACETOOHBUTSYN-RXN
read716	ACETOLACTSYN-RXN
read717	DXS-RXN
read718	2.5.1.64-RXN
read719	RXN0-6948
read720	N-ACETYLTRANSFER-RXN
read721	ARGININE-N-SUCCINYLTRANSFERASE-RXN
read722	RXN-7561
read723	TETHYDPICSUCC-RXN
read724	2.3.1.118-RXN
read725	RXN0-1133
read726	DIHYDLIPACETRANS-RXN
read727	UDPNACETYLGLUCOSAMACYLTRANS-RXN
read728	RXN-17018
read729	RXN-17016
read730	RXN-17017
read731	RXN-10462
read732	RXN-15045
read733	RXN-13805
read734	RXN-16117
read735	RXN-16024
read736	RXN-1381
read737	2.3.1.157-RXN
read738	METHYLACETOACETYLCOATHIOL-RXN
read739	RXN-17787
read740	RXN-17116
read741	RXN-12561
read742	RXN-10701
read743	RXN-14277
read744	RXN-20153
read745	RXN-14274
read746	RXN-17778
read747	RXN-13617
read748	RXN-17791
read749	RXN-14799
read750	RXN-12565
read751	RXN-16137
read752	RXN-14793
read753	RXN-10699
read754	RXN-17782
read755	RXN-14774
read756	RXN-11246
read757	RXN-17795
read758	RXN-14803
read759	RXN-14268
read760	RXN-19804
read761	KETOACYLCOATHIOL-RXN
read762	RXN-19800
read763	RXN-12751
read764	ACETYL-COA-ACETYLTRANSFER-RXN
read765	RXN-10700
read766	RXN-17799
read767	RXN-12710
read768	RXN-14788
read769	RXN-14394
read770	RXN-8809
read771	2.3.1.164-RXN
read772	MBCOA-DHLIPOAMIDE-RXN
read773	ISOVALERYLCOA-DHLIPOAMIDE-RXN
read774	2.3.1.168-RXN
read775	ACETYLSYNCLTH-RXN
read776	R102-RXN
read777	RXN-9516
read778	RXN-16625
read779	3-OXOACYL-ACP-SYNTH-BASE-RXN
read780	RXN-9531
read781	RXN-10654
read782	RXN1G-460
read783	RXN-11479
read784	RXN-9527
read785	RXN-16615
read786	2.3.1.41-RXN
read787	RXN-9523
read788	RXN-16629
read789	2.3.1.179-RXN
read790	3-OXOACYL-ACP-SYNTH-RXN
read791	RXN-9535
read792	RXN-10658
read793	RXN3O-1803
read794	RXN0-2141
read795	RXN-9539
read796	RXN-16621
read797	RXN-8391
read798	RXN-11474
read799	GALACTOACETYLTRAN-RXN
read800	2.3.1.180-RXN
read801	RXN-13037
read802	RXN0-947
read803	RXN-7743
read804	RXN-9382
read805	RXN-10837
read806	RXN1G-4
read807	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
read808	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
read809	RXN-13589
read810	RXN-10000
read811	RXN-14570
read812	LAUROYLACYLTRAN-RXN
read813	CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN
read814	AKBLIG-RXN
read815	SERINE-O-ACETTRAN-RXN
read816	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
read817	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
read818	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
read819	MALONYL-COA-ACP-TRANSACYL-RXN
read820	ACYLGPEACYLTRANS-RXN
read821	RXN-9652
read822	RXN-9648
read823	RXN1G-499
read824	RXN-9653
read825	RXN-9650
read826	RXN1G-445
read827	RXN-10059
read828	RXN-9654
read829	RXN-9651
read830	RXN1G-368
read831	RXN-9632
read832	HOMSUCTRAN-RXN
read833	7KAPSYN-RXN
read834	RXN-11484
read835	RXN0-6705
read836	RXN-17015
read837	RXN-17012
read838	RXN-16032
read839	RXN0-5514
read840	RXN-17022
read841	RXN-17019
read842	RXN-1623
read843	RXN-17013
read844	RXN-17009
read845	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
read846	RXN-17023
read847	RXN-17020
read848	RXN-17014
read849	RXN-17024
read850	RXN-16076
read851	RXN-17729
read852	RXN-16067
read853	RXN-17010
read854	RXN-16077
read855	RXN-15043
read856	RXN-17011
read857	RXN-16118
read858	RXN-16025
read859	RXN-17008
read860	RXN-17021
read861	PYRUVFORMLY-RXN
read862	RXN-19536
read863	RXN-0
read864	RXN-9939
read865	RXN0-7165
read866	DIAMACTRANS-RXN
read867	SPERMACTRAN-RXN
read868	RXN-12667
read869	RXN0-1147
read870	MALTACETYLTRAN-RXN
read871	PHOSACETYLTRANS-RXN
read872	AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN
read873	2.3.1.89-RXN
read874	2.3.2.10-RXN
read875	RXN66-336
read876	RXN-6601
read877	GAMMA-GLUTAMYLTRANSFERASE-RXN
read878	RXN-9157
read879	RXN-18092
read880	LYSYLTRANSFERASE-RXN
read881	RXN-19145
read882	RXN-17846
read883	RXN-17847
read884	LEUCYLTRANSFERASE-RXN
read885	RXN-17848
read886	RXN-17890
read887	RXN-17891
read888	RXN-17888
read889	RXN-17889
read890	ARGINYLTRANSFERASE-RXN
read891	CITSYN-RXN
read892	2-ISOPROPYLMALATESYN-RXN
read893	RXN-2364
read894	ATP-CITRATE-PRO-S--LYASE-RXN
read895	MALSYN-RXN
read896	RXN-14284
read897	RXN0-5184
read898	RXN-12171
read899	GLYMALTOPHOSPHORYL-RXN
read900	RXN-14353
read901	RXN-14285
read902	RXN0-5182
read903	GLYCOPHOSPHORYL-RXN
read904	RXN-1826
read905	RXN-14286
read906	RXN-9025
read907	RXN-12392
read908	RXN-7668
read909	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
read910	RXN-11348
read911	2.4.1.129-RXN
read912	RXN-15521
read913	RXN-11291
read914	RXN-11350
read915	RXN-16650
read916	RXN-14712
read917	TREHALOSE6PSYN-RXN
read918	RXN-7669
read919	RXN-18777
read920	RXN-7710
read921	RXN-14371
read922	GLYCOGEN-BRANCH-RXN
read923	RXN-14372
read924	UDPMANACATRANS-RXN
read925	LIPIDADISACCHARIDESYNTH-RXN
read926	TEICHOICSYN2-RXN
read927	CELLOBIOSE-PHOSPHORYLASE-RXN
read928	2.4.1.208-RXN
read929	GLYCOGENSYN-RXN
read930	2.4.1.211-RXN
read931	NACGLCTRANS-RXN
read932	RXN-11029
read933	RXN-11346
read934	RXN-8976
read935	AMYLOMALT-RXN
read936	RXN-9023
read937	RXN-1828
read938	RXN-12193
read939	RXN-14260
read940	RXN-12391
read941	RXN-14354
read942	RXN-19947
read943	RXN-14261
read944	RXN-6501
read945	RXN-8851
read946	RXN-12041
read947	RXN-12038
read948	RXN-12627
read949	RXN-12977
read950	RXN-13597
read951	RXN-11077
read952	RXN-11070
read953	RXN-15117
read954	RXN-15118
read955	RXN-15202
read956	RXN-15203
read957	RXN-15406
read958	2.4.1.157-RXN
read959	AMYLOSUCRASE-RXN
read960	RXN0-5126
read961	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
read962	SUCROSE-PHOSPHORYLASE-RXN
read963	RXN-16602
read964	2.4.1.83-RXN
read965	DEOXYGUANPHOSPHOR-RXN
read966	XANTHOSINEPHOSPHORY-RXN
